,car,glass,plate,truck,Vehicles,Dinnerware,closer to vehicles,closer to dinnerware
0,0.00598205418745,0.00367347375988,0.00357135566006,0.00343455173537,0.00470830296141,0.00362241470997,False,True
1,0.00480595434465,0.00423232370109,0.00361583171783,0.00373084487106,0.00426839960785,0.00392407770946,False,True
2,0.00885946672838,0.00705143755389,0.00755135657655,0.00622889576853,0.00754418124846,0.00730139706522,False,True
3,0.00528442857297,0.00206238824036,0.00277856530384,0.00468512219007,0.00498477538152,0.0024204767721,False,True
4,0.0028065165795,0.00386449045885,0.00362448724283,0.00390072403795,0.00335362030872,0.00374448885084,True,False
5,0.00813989206524,0.00484340624046,0.00606483418158,0.00870121697455,0.00842055451989,0.00545412021102,False,True
6,0.00584226998666,0.00419097395913,0.0047307767219,0.00635100366304,0.00609663682485,0.00446087534051,False,True
7,0.00951566917005,0.00677025648928,0.00722027681018,0.00625991813814,0.0078877936541,0.00699526664973,False,True
8,0.00493210851218,0.00341758499958,0.00278394968689,0.00379303651161,0.00436257251189,0.00310076734323,False,True
9,0.00438958537941,0.00362232878899,0.00330443419793,0.00400038741058,0.004194986395,0.00346338149346,False,True
10,0.00322027616638,0.00327138630718,0.00292681865759,0.00231089168149,0.00276558392393,0.00309910248238,True,False
11,0.00431556368745,0.00294917094281,0.00243843625072,0.00416169014797,0.00423862691771,0.00269380359677,False,True
12,0.00359451614771,0.00473820911881,0.00471477271823,0.00473287309518,0.00416369462145,0.00472649091852,True,False
13,0.00341939423359,0.00222733379685,0.00253890230428,0.00353725094445,0.00347832258902,0.00238311805056,False,True
14,0.00383365079552,0.00264911716274,0.00225968588476,0.00285542982769,0.0033445403116,0.00245440152375,False,True
15,0.00607661479167,0.00683396646481,0.00497600590852,0.00593910538834,0.00600786009001,0.00590498618666,False,True
16,0.00295624768369,0.00312628080926,0.00256540773068,0.00316143459233,0.00305884113801,0.00284584426997,False,True
17,0.00618460924555,0.00363574023894,0.00472747581522,0.00472128878712,0.00545294901634,0.00418160802708,False,True
18,0.00455740633032,0.00405498024557,0.00389250563947,0.00497134833296,0.00476437733164,0.00397374294252,False,True
19,0.00187020031988,0.00156692281212,0.00142977660808,0.00173514534506,0.00180267283247,0.0014983497101,False,True
20,0.00387315152935,0.0035276636939,0.00410466127558,0.00356847361669,0.00372081257302,0.00381616248474,True,False
21,0.00166674809344,0.0013513576926,0.00146198347278,0.00213807734228,0.00190241271786,0.00140667058269,False,True
22,0.00423324798364,0.00315326588114,0.00253355297391,0.00392662612537,0.00407993705451,0.00284340942753,False,True
23,0.0034046870255,0.0037344668181,0.00382822542566,0.00369977628809,0.0035522316568,0.00378134612188,True,False
24,0.00253355119,0.00173050035406,0.00237114999624,0.00283541282973,0.00268448200986,0.00205082517515,False,True
25,0.00407345994972,0.00405776015515,0.00379741670656,0.00470976003292,0.00439160999132,0.00392758843086,False,True
26,0.00204527573053,0.00196748306553,0.00199271098824,0.00237439570508,0.0022098357178,0.00198009702688,False,True
27,0.00346084269661,0.00275653713316,0.00345932464802,0.00392529167845,0.00369306718753,0.00310793089059,False,True
28,0.00679087440521,0.00515679107904,0.00551139790781,0.00836110262053,0.00757598851287,0.00533409449342,False,True
29,0.00274858972717,0.00402556345527,0.00273941009234,0.00336826647056,0.00305842809886,0.0033824867738,True,False
