,random_100,health_business_100,business_health_100,random_200,health_business_200,business_health_200,random_300,health_business_300,business_health_300
0,0.149425287356,0.324503311258,0.26582278481,0.197604790419,0.360544217687,0.282051282051,0.178781925344,0.376146788991,0.293103448276
1,0.142857142857,0.324503311258,0.25786163522,0.156069364162,0.35593220339,0.298701298701,0.156069364162,0.37299771167,0.279317697228
2,0.111111111111,0.369863013699,0.226993865031,0.139601139601,0.379310344828,0.261829652997,0.136363636364,0.428571428571,0.271186440678
3,0.156069364162,0.324503311258,0.234567901235,0.190476190476,0.374570446735,0.269841269841,0.192842942346,0.398601398601,0.287553648069
4,0.117318435754,0.388888888889,0.226993865031,0.149425287356,0.365187713311,0.277955271565,0.167315175097,0.395348837209,0.260504201681
5,0.111111111111,0.379310344828,0.176470588235,0.159420289855,0.333333333333,0.212121212121,0.149425287356,0.376146788991,0.207243460765
6,0.149425287356,0.379310344828,0.226993865031,0.17994100295,0.33779264214,0.242236024845,0.162790697674,0.385681293303,0.260504201681
7,0.197604790419,0.379310344828,0.282051282051,0.197604790419,0.369863013699,0.286173633441,0.207243460765,0.37299771167,0.276595744681
8,0.0989010989011,0.351351351351,0.25786163522,0.159420289855,0.351351351351,0.320132013201,0.142857142857,0.39211136891,0.318681318681
9,0.136363636364,0.388888888889,0.26582278481,0.201201201201,0.388888888889,0.277955271565,0.178781925344,0.401869158879,0.287553648069
10,0.123595505618,0.333333333333,0.219512195122,0.152737752161,0.35593220339,0.25,0.171875,0.376146788991,0.25
11,0.117318435754,0.315789473684,0.25,0.159420289855,0.346801346801,0.282051282051,0.149425287356,0.388888888889,0.25786163522
12,0.204819277108,0.315789473684,0.204819277108,0.223241590214,0.379310344828,0.242236024845,0.219512195122,0.431980906921,0.219512195122
13,0.183431952663,0.369863013699,0.204819277108,0.212121212121,0.379310344828,0.230769230769,0.209677419355,0.411764705882,0.232032854209
14,0.136363636364,0.369863013699,0.234567901235,0.194029850746,0.351351351351,0.277955271565,0.192842942346,0.382488479263,0.282051282051
15,0.123595505618,0.315789473684,0.282051282051,0.176470588235,0.393728222997,0.282051282051,0.171875,0.398601398601,0.26582278481
16,0.136363636364,0.315789473684,0.197604790419,0.166180758017,0.333333333333,0.26582278481,0.156069364162,0.37299771167,0.25260960334
17,0.176470588235,0.360544217687,0.273885350318,0.190476190476,0.333333333333,0.253918495298,0.169590643275,0.351351351351,0.260504201681
18,0.111111111111,0.307189542484,0.212121212121,0.159420289855,0.360544217687,0.238390092879,0.167315175097,0.408450704225,0.22199592668
19,0.104972375691,0.298701298701,0.190476190476,0.136363636364,0.33779264214,0.234567901235,0.136363636364,0.363636363636,0.209677419355
20,0.176470588235,0.307189542484,0.219512195122,0.201201201201,0.342281879195,0.242236024845,0.174168297456,0.354401805869,0.229508196721
21,0.142857142857,0.315789473684,0.298701298701,0.204819277108,0.369863013699,0.286173633441,0.190476190476,0.418439716312,0.287553648069
22,0.156069364162,0.351351351351,0.242236024845,0.186943620178,0.342281879195,0.273885350318,0.188118811881,0.363636363636,0.263157894737
23,0.142857142857,0.25786163522,0.190476190476,0.176470588235,0.302931596091,0.226993865031,0.169590643275,0.339285714286,0.239669421488
24,0.129943502825,0.324503311258,0.273885350318,0.152737752161,0.33779264214,0.282051282051,0.142857142857,0.382488479263,0.282051282051
25,0.176470588235,0.290322580645,0.25786163522,0.190476190476,0.346801346801,0.277955271565,0.209677419355,0.379310344828,0.279317697228
26,0.111111111111,0.360544217687,0.26582278481,0.129943502825,0.346801346801,0.298701298701,0.145038167939,0.39211136891,0.287553648069
27,0.123595505618,0.25786163522,0.298701298701,0.17994100295,0.328903654485,0.294498381877,0.162790697674,0.330376940133,0.290322580645
28,0.156069364162,0.398601398601,0.242236024845,0.173020527859,0.388888888889,0.269841269841,0.158301158301,0.411764705882,0.263157894737
29,0.0989010989011,0.398601398601,0.25,0.136363636364,0.365187713311,0.26582278481,0.132075471698,0.382488479263,0.26582278481
30,0.129943502825,0.315789473684,0.290322580645,0.176470588235,0.33779264214,0.277955271565,0.169590643275,0.388888888889,0.279317697228
31,0.149425287356,0.25,0.197604790419,0.190476190476,0.307189542484,0.25,0.178781925344,0.310043668122,0.244813278008
32,0.123595505618,0.379310344828,0.25,0.166180758017,0.346801346801,0.273885350318,0.169590643275,0.388888888889,0.260504201681
33,0.117318435754,0.360544217687,0.25,0.162790697674,0.365187713311,0.273885350318,0.145038167939,0.415094339623,0.279317697228
34,0.117318435754,0.369863013699,0.226993865031,0.139601139601,0.40350877193,0.269841269841,0.145038167939,0.382488479263,0.271186440678
35,0.0989010989011,0.290322580645,0.204819277108,0.129943502825,0.342281879195,0.25786163522,0.134215500945,0.348314606742,0.244813278008
36,0.0989010989011,0.25786163522,0.273885350318,0.152737752161,0.324503311258,0.269841269841,0.156069364162,0.360544217687,0.25786163522
37,0.136363636364,0.369863013699,0.234567901235,0.17994100295,0.33779264214,0.269841269841,0.183431952663,0.37299771167,0.282051282051
38,0.0928961748634,0.342281879195,0.25,0.152737752161,0.324503311258,0.269841269841,0.153846153846,0.385681293303,0.260504201681
39,0.156069364162,0.307189542484,0.26582278481,0.17994100295,0.33779264214,0.302931596091,0.169590643275,0.388888888889,0.279317697228
40,0.156069364162,0.307189542484,0.25786163522,0.176470588235,0.342281879195,0.246105919003,0.178781925344,0.388888888889,0.26582278481
41,0.117318435754,0.307189542484,0.298701298701,0.162790697674,0.346801346801,0.253918495298,0.171875,0.366742596811,0.234567901235
42,0.142857142857,0.282051282051,0.212121212121,0.197604790419,0.320132013201,0.25,0.188118811881,0.348314606742,0.25260960334
43,0.156069364162,0.360544217687,0.204819277108,0.173020527859,0.315789473684,0.215805471125,0.169590643275,0.363636363636,0.219512195122
44,0.169590643275,0.333333333333,0.242236024845,0.208459214502,0.369863013699,0.277955271565,0.197604790419,0.379310344828,0.260504201681
45,0.117318435754,0.360544217687,0.25,0.162790697674,0.374570446735,0.238390092879,0.165048543689,0.366742596811,0.232032854209
46,0.111111111111,0.324503311258,0.242236024845,0.146131805158,0.374570446735,0.246105919003,0.156069364162,0.411764705882,0.25
47,0.176470588235,0.333333333333,0.234567901235,0.183431952663,0.369863013699,0.253918495298,0.181102362205,0.39211136891,0.25260960334
48,0.129943502825,0.315789473684,0.25786163522,0.169590643275,0.384083044983,0.302931596091,0.167315175097,0.385681293303,0.282051282051
49,0.149425287356,0.369863013699,0.26582278481,0.176470588235,0.384083044983,0.311475409836,0.162790697674,0.385681293303,0.293103448276
50,0.117318435754,0.379310344828,0.282051282051,0.152737752161,0.413427561837,0.290322580645,0.156069364162,0.425178147268,0.263157894737
