,random_100,socialstudies_science_100,science_socialstudies_100,random_200,socialstudies_science_200,science_socialstudies_200,random_300,socialstudies_science_300,science_socialstudies_300
0,0.290322580645,0.26582278481,0.351351351351,0.0989010989011,0.111111111111,0.0989010989011,0.0695187165775,0.0752688172043,0.0810810810811
1,0.197604790419,0.369863013699,0.369863013699,0.063829787234,0.162790697674,0.142857142857,0.0526315789474,0.111111111111,0.0869565217391
2,0.25786163522,0.360544217687,0.324503311258,0.0752688172043,0.123595505618,0.104972375691,0.0695187165775,0.0989010989011,0.111111111111
3,0.307189542484,0.282051282051,0.360544217687,0.123595505618,0.0810810810811,0.104972375691,0.063829787234,0.0869565217391,0.0869565217391
4,0.26582278481,0.333333333333,0.324503311258,0.0695187165775,0.123595505618,0.136363636364,0.0416666666667,0.0752688172043,0.0928961748634
5,0.307189542484,0.290322580645,0.351351351351,0.149425287356,0.123595505618,0.129943502825,0.063829787234,0.0526315789474,0.0810810810811
6,0.307189542484,0.315789473684,0.360544217687,0.0989010989011,0.111111111111,0.136363636364,0.0471204188482,0.0526315789474,0.0752688172043
7,0.273885350318,0.333333333333,0.351351351351,0.0928961748634,0.129943502825,0.123595505618,0.0695187165775,0.0752688172043,0.111111111111
8,0.360544217687,0.290322580645,0.307189542484,0.0928961748634,0.0752688172043,0.0989010989011,0.0695187165775,0.0695187165775,0.0869565217391
9,0.360544217687,0.324503311258,0.369863013699,0.104972375691,0.156069364162,0.0695187165775,0.0695187165775,0.0695187165775,0.0752688172043
10,0.307189542484,0.307189542484,0.369863013699,0.104972375691,0.123595505618,0.117318435754,0.063829787234,0.0928961748634,0.0928961748634
11,0.315789473684,0.324503311258,0.351351351351,0.0989010989011,0.0928961748634,0.149425287356,0.063829787234,0.0752688172043,0.0869565217391
12,0.315789473684,0.282051282051,0.324503311258,0.104972375691,0.123595505618,0.123595505618,0.0810810810811,0.0362694300518,0.0752688172043
13,0.351351351351,0.351351351351,0.369863013699,0.123595505618,0.129943502825,0.149425287356,0.063829787234,0.104972375691,0.0810810810811
14,0.26582278481,0.342281879195,0.342281879195,0.0989010989011,0.156069364162,0.117318435754,0.063829787234,0.0989010989011,0.0810810810811
15,0.298701298701,0.333333333333,0.342281879195,0.123595505618,0.0989010989011,0.117318435754,0.0752688172043,0.0582010582011,0.0869565217391
16,0.290322580645,0.298701298701,0.333333333333,0.104972375691,0.111111111111,0.123595505618,0.0869565217391,0.0928961748634,0.0752688172043
17,0.25786163522,0.379310344828,0.333333333333,0.0989010989011,0.129943502825,0.123595505618,0.0526315789474,0.0582010582011,0.0928961748634
18,0.290322580645,0.333333333333,0.360544217687,0.0928961748634,0.0869565217391,0.129943502825,0.063829787234,0.0810810810811,0.0928961748634
19,0.298701298701,0.315789473684,0.388888888889,0.0989010989011,0.123595505618,0.117318435754,0.063829787234,0.0695187165775,0.0752688172043
20,0.290322580645,0.418439716312,0.408450704225,0.136363636364,0.156069364162,0.129943502825,0.0695187165775,0.0582010582011,0.0869565217391
21,0.282051282051,0.351351351351,0.315789473684,0.117318435754,0.104972375691,0.104972375691,0.0695187165775,0.0928961748634,0.0362694300518
22,0.273885350318,0.315789473684,0.369863013699,0.0989010989011,0.0582010582011,0.123595505618,0.0695187165775,0.063829787234,0.0471204188482
23,0.298701298701,0.369863013699,0.369863013699,0.0810810810811,0.104972375691,0.123595505618,0.063829787234,0.0526315789474,0.0928961748634
24,0.298701298701,0.333333333333,0.351351351351,0.162790697674,0.176470588235,0.136363636364,0.0752688172043,0.0752688172043,0.104972375691
25,0.369863013699,0.273885350318,0.324503311258,0.111111111111,0.149425287356,0.0582010582011,0.0810810810811,0.0869565217391,0.063829787234
26,0.290322580645,0.369863013699,0.388888888889,0.129943502825,0.104972375691,0.149425287356,0.0471204188482,0.0928961748634,0.0752688172043
27,0.282051282051,0.342281879195,0.315789473684,0.0928961748634,0.0869565217391,0.111111111111,0.0416666666667,0.0582010582011,0.0695187165775
28,0.25,0.342281879195,0.379310344828,0.0752688172043,0.123595505618,0.129943502825,0.0752688172043,0.063829787234,0.0810810810811
29,0.324503311258,0.369863013699,0.315789473684,0.129943502825,0.111111111111,0.156069364162,0.0416666666667,0.0869565217391,0.0810810810811
30,0.273885350318,0.351351351351,0.369863013699,0.123595505618,0.104972375691,0.104972375691,0.0752688172043,0.0695187165775,0.111111111111
31,0.315789473684,0.342281879195,0.333333333333,0.123595505618,0.063829787234,0.136363636364,0.063829787234,0.0362694300518,0.0869565217391
32,0.298701298701,0.273885350318,0.408450704225,0.0810810810811,0.111111111111,0.117318435754,0.0416666666667,0.0471204188482,0.0869565217391
