,random_100,health_business_100,business_health_100,random_200,health_business_200,business_health_200,random_300,health_business_300,business_health_300
0,0.25,0.212121212121,0.342281879195,0.104972375691,0.0928961748634,0.123595505618,0.0471204188482,0.0362694300518,0.0582010582011
1,0.234567901235,0.183431952663,0.273885350318,0.0695187165775,0.063829787234,0.111111111111,0.0471204188482,0.025641025641,0.0526315789474
2,0.25786163522,0.226993865031,0.290322580645,0.0928961748634,0.063829787234,0.0928961748634,0.063829787234,0.0471204188482,0.0526315789474
3,0.290322580645,0.190476190476,0.333333333333,0.104972375691,0.0810810810811,0.123595505618,0.0526315789474,0.0204081632653,0.0582010582011
4,0.204819277108,0.212121212121,0.298701298701,0.0928961748634,0.025641025641,0.123595505618,0.0928961748634,0.0309278350515,0.0526315789474
5,0.242236024845,0.183431952663,0.290322580645,0.0582010582011,0.0526315789474,0.0989010989011,0.0695187165775,0.025641025641,0.0416666666667
6,0.242236024845,0.142857142857,0.290322580645,0.063829787234,0.063829787234,0.117318435754,0.0695187165775,0.0152284263959,0.0309278350515
7,0.290322580645,0.190476190476,0.25786163522,0.136363636364,0.063829787234,0.129943502825,0.063829787234,0.0526315789474,0.063829787234
8,0.26582278481,0.212121212121,0.282051282051,0.111111111111,0.0582010582011,0.0989010989011,0.0695187165775,0.0309278350515,0.0416666666667
9,0.282051282051,0.204819277108,0.290322580645,0.129943502825,0.0695187165775,0.0810810810811,0.0362694300518,0.0309278350515,0.0416666666667
10,0.212121212121,0.190476190476,0.290322580645,0.0695187165775,0.0752688172043,0.136363636364,0.0526315789474,0.0204081632653,0.0582010582011
11,0.234567901235,0.219512195122,0.307189542484,0.104972375691,0.0526315789474,0.0810810810811,0.0928961748634,0.0309278350515,0.063829787234
12,0.234567901235,0.176470588235,0.298701298701,0.111111111111,0.0810810810811,0.136363636364,0.063829787234,0.025641025641,0.0810810810811
13,0.226993865031,0.26582278481,0.25,0.0752688172043,0.129943502825,0.111111111111,0.0869565217391,0.0152284263959,0.0309278350515
14,0.197604790419,0.197604790419,0.307189542484,0.111111111111,0.0752688172043,0.136363636364,0.0752688172043,0.0309278350515,0.0695187165775
15,0.25786163522,0.25786163522,0.25786163522,0.0869565217391,0.0526315789474,0.129943502825,0.0752688172043,0.0362694300518,0.0928961748634
16,0.242236024845,0.197604790419,0.298701298701,0.104972375691,0.0582010582011,0.104972375691,0.0416666666667,0.0309278350515,0.0526315789474
17,0.290322580645,0.156069364162,0.315789473684,0.0928961748634,0.0752688172043,0.0989010989011,0.0928961748634,0.0526315789474,0.0362694300518
18,0.25786163522,0.226993865031,0.315789473684,0.063829787234,0.0582010582011,0.0810810810811,0.0928961748634,0.0526315789474,0.0582010582011
19,0.197604790419,0.242236024845,0.315789473684,0.0695187165775,0.0810810810811,0.117318435754,0.0471204188482,0.0416666666667,0.0204081632653
20,0.242236024845,0.190476190476,0.290322580645,0.111111111111,0.0695187165775,0.0928961748634,0.0752688172043,0.0204081632653,0.0695187165775
21,0.190476190476,0.234567901235,0.290322580645,0.117318435754,0.0695187165775,0.169590643275,0.0471204188482,0.0582010582011,0.0810810810811
22,0.298701298701,0.219512195122,0.324503311258,0.123595505618,0.111111111111,0.136363636364,0.0471204188482,0.0471204188482,0.0471204188482
23,0.298701298701,0.234567901235,0.290322580645,0.117318435754,0.0582010582011,0.136363636364,0.0752688172043,0.0471204188482,0.063829787234
24,0.242236024845,0.183431952663,0.26582278481,0.0989010989011,0.0752688172043,0.117318435754,0.0526315789474,0.025641025641,0.063829787234
25,0.234567901235,0.169590643275,0.307189542484,0.0810810810811,0.0582010582011,0.156069364162,0.0752688172043,0.0152284263959,0.0526315789474
26,0.25786163522,0.190476190476,0.290322580645,0.0928961748634,0.0526315789474,0.104972375691,0.063829787234,0.0362694300518,0.0471204188482
27,0.25,0.190476190476,0.282051282051,0.0989010989011,0.0526315789474,0.0752688172043,0.0695187165775,0.010101010101,0.0526315789474
28,0.226993865031,0.156069364162,0.242236024845,0.0989010989011,0.0989010989011,0.0989010989011,0.0810810810811,0.025641025641,0.104972375691
29,0.26582278481,0.142857142857,0.234567901235,0.104972375691,0.0526315789474,0.0810810810811,0.0752688172043,0.025641025641,0.0582010582011
30,0.26582278481,0.183431952663,0.315789473684,0.0869565217391,0.0695187165775,0.104972375691,0.0928961748634,0.0471204188482,0.0362694300518
31,0.234567901235,0.234567901235,0.298701298701,0.0928961748634,0.0989010989011,0.162790697674,0.0695187165775,0.0416666666667,0.0309278350515
32,0.242236024845,0.169590643275,0.324503311258,0.136363636364,0.0582010582011,0.111111111111,0.0362694300518,0.025641025641,0.0810810810811
33,0.219512195122,0.204819277108,0.25786163522,0.117318435754,0.0582010582011,0.0869565217391,0.0810810810811,0.025641025641,0.0752688172043
34,0.25,0.156069364162,0.298701298701,0.117318435754,0.063829787234,0.104972375691,0.063829787234,0.025641025641,0.0752688172043
35,0.25,0.242236024845,0.307189542484,0.111111111111,0.063829787234,0.0989010989011,0.0526315789474,0.0416666666667,0.063829787234
36,0.25,0.142857142857,0.242236024845,0.111111111111,0.0752688172043,0.111111111111,0.0869565217391,0.0416666666667,0.0416666666667
37,0.282051282051,0.190476190476,0.324503311258,0.149425287356,0.063829787234,0.136363636364,0.025641025641,0.0309278350515,0.0526315789474
38,0.242236024845,0.212121212121,0.25786163522,0.104972375691,0.063829787234,0.117318435754,0.0869565217391,0.0416666666667,0.0526315789474
39,0.242236024845,0.169590643275,0.290322580645,0.162790697674,0.063829787234,0.169590643275,0.0695187165775,0.025641025641,0.0526315789474
40,0.219512195122,0.219512195122,0.273885350318,0.0989010989011,0.117318435754,0.123595505618,0.0695187165775,0.025641025641,0.063829787234
41,0.219512195122,0.162790697674,0.273885350318,0.123595505618,0.0582010582011,0.117318435754,0.0869565217391,0.0204081632653,0.063829787234
42,0.25786163522,0.212121212121,0.25786163522,0.0928961748634,0.0582010582011,0.123595505618,0.0695187165775,0.0204081632653,0.0695187165775
43,0.234567901235,0.183431952663,0.307189542484,0.0810810810811,0.0869565217391,0.117318435754,0.0416666666667,0.0362694300518,0.0582010582011
44,0.25786163522,0.25,0.315789473684,0.104972375691,0.0928961748634,0.136363636364,0.063829787234,0.0416666666667,0.0695187165775
45,0.26582278481,0.219512195122,0.282051282051,0.0989010989011,0.0752688172043,0.142857142857,0.0695187165775,0.0362694300518,0.0810810810811
46,0.234567901235,0.156069364162,0.282051282051,0.123595505618,0.0752688172043,0.129943502825,0.0526315789474,0.025641025641,0.0869565217391
47,0.290322580645,0.25,0.324503311258,0.0928961748634,0.0810810810811,0.117318435754,0.063829787234,0.025641025641,0.0752688172043
48,0.242236024845,0.234567901235,0.315789473684,0.0695187165775,0.0695187165775,0.117318435754,0.063829787234,0.0362694300518,0.063829787234
49,0.242236024845,0.190476190476,0.234567901235,0.136363636364,0.0869565217391,0.0695187165775,0.063829787234,0.0471204188482,0.063829787234
50,0.234567901235,0.212121212121,0.307189542484,0.0928961748634,0.0752688172043,0.136363636364,0.0526315789474,0.0416666666667,0.0582010582011
51,0.333333333333,0.183431952663,0.26582278481,0.104972375691,0.063829787234,0.123595505618,0.0582010582011,0.0362694300518,0.0416666666667
52,0.25,0.162790697674,0.307189542484,0.0752688172043,0.0416666666667,0.0989010989011,0.0695187165775,0.0416666666667,0.0752688172043
53,0.219512195122,0.204819277108,0.25,0.0989010989011,0.0752688172043,0.123595505618,0.0695187165775,0.0309278350515,0.0362694300518
54,0.25,0.204819277108,0.25786163522,0.0989010989011,0.0869565217391,0.104972375691,0.0869565217391,0.0309278350515,0.063829787234
55,0.25786163522,0.226993865031,0.342281879195,0.063829787234,0.0695187165775,0.117318435754,0.0526315789474,0.0471204188482,0.0526315789474
56,0.234567901235,0.197604790419,0.298701298701,0.0869565217391,0.063829787234,0.176470588235,0.063829787234,0.0526315789474,0.0582010582011
57,0.273885350318,0.162790697674,0.360544217687,0.0810810810811,0.0810810810811,0.129943502825,0.0526315789474,0.0416666666667,0.0582010582011
58,0.25,0.176470588235,0.282051282051,0.0582010582011,0.0695187165775,0.0928961748634,0.0752688172043,0.025641025641,0.0309278350515
