,random_100,business_science_100,science_business_100,random_200,business_science_200,science_business_200,random_300,business_science_300,science_business_300
0,0.333333333333,0.360544217687,0.342281879195,0.342281879195,0.40350877193,0.408450704225,0.382488479263,0.456310679612,0.459854014599
1,0.307189542484,0.290322580645,0.438848920863,0.438848920863,0.342281879195,0.470588235294,0.463414634146,0.382488479263,0.503759398496
2,0.212121212121,0.234567901235,0.408450704225,0.294498381877,0.302931596091,0.486988847584,0.333333333333,0.385681293303,0.488833746898
3,0.290322580645,0.273885350318,0.398601398601,0.369863013699,0.333333333333,0.470588235294,0.395348837209,0.398601398601,0.546391752577
4,0.360544217687,0.342281879195,0.307189542484,0.374570446735,0.418439716312,0.379310344828,0.425178147268,0.456310679612,0.456310679612
5,0.324503311258,0.360544217687,0.418439716312,0.346801346801,0.374570446735,0.486988847584,0.428571428571,0.408450704225,0.522842639594
6,0.26582278481,0.324503311258,0.307189542484,0.302931596091,0.418439716312,0.481481481481,0.357466063348,0.459854014599,0.481481481481
7,0.282051282051,0.26582278481,0.408450704225,0.346801346801,0.393728222997,0.476014760148,0.376146788991,0.411764705882,0.507537688442
8,0.25,0.324503311258,0.342281879195,0.328903654485,0.374570446735,0.418439716312,0.376146788991,0.398601398601,0.481481481481
9,0.273885350318,0.290322580645,0.388888888889,0.311475409836,0.298701298701,0.481481481481,0.376146788991,0.398601398601,0.474201474201
10,0.282051282051,0.290322580645,0.333333333333,0.320132013201,0.328903654485,0.413427561837,0.376146788991,0.382488479263,0.503759398496
11,0.315789473684,0.324503311258,0.428571428571,0.369863013699,0.398601398601,0.526717557252,0.438848920863,0.456310679612,0.5625
12,0.282051282051,0.219512195122,0.418439716312,0.33779264214,0.246105919003,0.476014760148,0.401869158879,0.333333333333,0.503759398496
13,0.25,0.351351351351,0.398601398601,0.290322580645,0.384083044983,0.481481481481,0.357466063348,0.435406698565,0.526717557252
14,0.212121212121,0.282051282051,0.369863013699,0.25,0.346801346801,0.433691756272,0.310043668122,0.438848920863,0.492537313433
15,0.183431952663,0.25786163522,0.342281879195,0.219512195122,0.333333333333,0.465201465201,0.282051282051,0.395348837209,0.53452685422
16,0.25786163522,0.25,0.438848920863,0.294498381877,0.333333333333,0.481481481481,0.37299771167,0.398601398601,0.530612244898
17,0.273885350318,0.324503311258,0.342281879195,0.315789473684,0.369863013699,0.4440433213,0.382488479263,0.428571428571,0.481481481481
18,0.25786163522,0.324503311258,0.360544217687,0.298701298701,0.365187713311,0.423487544484,0.357466063348,0.411764705882,0.481481481481
