,random_100,industrialarts_science_100,science_industrialarts_100,random_200,industrialarts_science_200,science_industrialarts_200,random_300,industrialarts_science_300,science_industrialarts_300
0,0.282051282051,0.290322580645,0.290322580645,0.346801346801,0.379310344828,0.35593220339,0.405152224824,0.382488479263,0.395348837209
1,0.298701298701,0.282051282051,0.307189542484,0.388888888889,0.346801346801,0.408450704225,0.428571428571,0.369863013699,0.411764705882
2,0.25,0.242236024845,0.307189542484,0.328903654485,0.307189542484,0.374570446735,0.351351351351,0.345291479821,0.385681293303
3,0.351351351351,0.282051282051,0.282051282051,0.379310344828,0.365187713311,0.346801346801,0.425178147268,0.382488479263,0.401869158879
4,0.25786163522,0.333333333333,0.324503311258,0.311475409836,0.342281879195,0.418439716312,0.354401805869,0.385681293303,0.418439716312
5,0.315789473684,0.26582278481,0.25,0.365187713311,0.324503311258,0.351351351351,0.411764705882,0.376146788991,0.398601398601
6,0.351351351351,0.351351351351,0.226993865031,0.379310344828,0.454545454545,0.320132013201,0.398601398601,0.415094339623,0.354401805869
7,0.273885350318,0.342281879195,0.360544217687,0.307189542484,0.374570446735,0.408450704225,0.342281879195,0.366742596811,0.428571428571
8,0.351351351351,0.307189542484,0.26582278481,0.423487544484,0.369863013699,0.351351351351,0.421800947867,0.428571428571,0.376146788991
9,0.298701298701,0.324503311258,0.273885350318,0.418439716312,0.393728222997,0.342281879195,0.411764705882,0.376146788991,0.363636363636
10,0.324503311258,0.324503311258,0.351351351351,0.35593220339,0.342281879195,0.365187713311,0.339285714286,0.379310344828,0.405152224824
11,0.369863013699,0.290322580645,0.315789473684,0.413427561837,0.35593220339,0.369863013699,0.418439716312,0.366742596811,0.385681293303
12,0.307189542484,0.290322580645,0.226993865031,0.379310344828,0.393728222997,0.290322580645,0.37299771167,0.431980906921,0.321585903084
13,0.26582278481,0.26582278481,0.226993865031,0.333333333333,0.365187713311,0.277955271565,0.360544217687,0.435406698565,0.318681318681
14,0.290322580645,0.290322580645,0.351351351351,0.40350877193,0.408450704225,0.428571428571,0.456310679612,0.435406698565,0.415094339623
15,0.282051282051,0.315789473684,0.26582278481,0.328903654485,0.393728222997,0.360544217687,0.360544217687,0.408450704225,0.398601398601
16,0.290322580645,0.342281879195,0.369863013699,0.379310344828,0.449275362319,0.408450704225,0.369863013699,0.428571428571,0.425178147268
17,0.324503311258,0.307189542484,0.342281879195,0.418439716312,0.40350877193,0.418439716312,0.456310679612,0.401869158879,0.438848920863
18,0.324503311258,0.298701298701,0.324503311258,0.346801346801,0.40350877193,0.342281879195,0.360544217687,0.418439716312,0.401869158879
19,0.273885350318,0.315789473684,0.342281879195,0.273885350318,0.413427561837,0.398601398601,0.315789473684,0.449275362319,0.421800947867
20,0.25786163522,0.282051282051,0.315789473684,0.365187713311,0.307189542484,0.360544217687,0.438848920863,0.357466063348,0.401869158879
21,0.298701298701,0.379310344828,0.307189542484,0.40350877193,0.40350877193,0.374570446735,0.418439716312,0.421800947867,0.421800947867
22,0.298701298701,0.25,0.342281879195,0.360544217687,0.324503311258,0.328903654485,0.395348837209,0.354401805869,0.342281879195
23,0.290322580645,0.315789473684,0.324503311258,0.298701298701,0.408450704225,0.428571428571,0.327433628319,0.418439716312,0.431980906921
24,0.282051282051,0.290322580645,0.315789473684,0.33779264214,0.360544217687,0.374570446735,0.405152224824,0.363636363636,0.360544217687
25,0.333333333333,0.273885350318,0.273885350318,0.342281879195,0.379310344828,0.351351351351,0.395348837209,0.39211136891,0.39211136891
