,random_100,socialstudies_languagearts_100,languagearts_socialstudies_100,random_200,socialstudies_languagearts_200,languagearts_socialstudies_200,random_300,socialstudies_languagearts_300,languagearts_socialstudies_300
0,0.307189542484,0.388888888889,0.360544217687,0.0869565217391,0.142857142857,0.111111111111,0.0582010582011,0.0989010989011,0.0471204188482
1,0.398601398601,0.369863013699,0.342281879195,0.0928961748634,0.104972375691,0.136363636364,0.0752688172043,0.0989010989011,0.0810810810811
2,0.226993865031,0.360544217687,0.333333333333,0.0928961748634,0.117318435754,0.0810810810811,0.0526315789474,0.111111111111,0.0582010582011
3,0.379310344828,0.379310344828,0.379310344828,0.123595505618,0.0928961748634,0.123595505618,0.0582010582011,0.063829787234,0.063829787234
4,0.324503311258,0.351351351351,0.298701298701,0.0810810810811,0.117318435754,0.0869565217391,0.0526315789474,0.0810810810811,0.0695187165775
5,0.26582278481,0.333333333333,0.342281879195,0.0869565217391,0.123595505618,0.136363636364,0.0695187165775,0.0752688172043,0.0526315789474
6,0.342281879195,0.342281879195,0.307189542484,0.111111111111,0.0989010989011,0.0869565217391,0.0582010582011,0.0810810810811,0.117318435754
7,0.351351351351,0.398601398601,0.333333333333,0.0989010989011,0.0810810810811,0.123595505618,0.0695187165775,0.0810810810811,0.0695187165775
8,0.324503311258,0.369863013699,0.315789473684,0.0989010989011,0.129943502825,0.104972375691,0.0362694300518,0.0526315789474,0.0869565217391
9,0.290322580645,0.315789473684,0.342281879195,0.0582010582011,0.0928961748634,0.104972375691,0.0362694300518,0.0695187165775,0.0582010582011
10,0.315789473684,0.342281879195,0.333333333333,0.0989010989011,0.0752688172043,0.156069364162,0.0416666666667,0.0582010582011,0.0582010582011
11,0.273885350318,0.438848920863,0.369863013699,0.0810810810811,0.156069364162,0.0989010989011,0.0582010582011,0.0752688172043,0.0695187165775
12,0.360544217687,0.298701298701,0.388888888889,0.117318435754,0.0989010989011,0.0869565217391,0.0309278350515,0.0695187165775,0.0582010582011
13,0.324503311258,0.324503311258,0.342281879195,0.0928961748634,0.0752688172043,0.0695187165775,0.0526315789474,0.063829787234,0.0582010582011
14,0.307189542484,0.369863013699,0.369863013699,0.0989010989011,0.0928961748634,0.129943502825,0.0752688172043,0.0810810810811,0.0752688172043
15,0.273885350318,0.408450704225,0.324503311258,0.136363636364,0.111111111111,0.0752688172043,0.0752688172043,0.111111111111,0.0416666666667
16,0.351351351351,0.324503311258,0.398601398601,0.117318435754,0.0989010989011,0.0928961748634,0.0526315789474,0.111111111111,0.0810810810811
17,0.324503311258,0.360544217687,0.360544217687,0.117318435754,0.0989010989011,0.129943502825,0.0362694300518,0.0869565217391,0.0582010582011
18,0.342281879195,0.388888888889,0.369863013699,0.104972375691,0.0928961748634,0.0989010989011,0.063829787234,0.0869565217391,0.0752688172043
19,0.342281879195,0.449275362319,0.369863013699,0.104972375691,0.156069364162,0.0869565217391,0.0869565217391,0.063829787234,0.0695187165775
20,0.360544217687,0.369863013699,0.342281879195,0.0582010582011,0.104972375691,0.0989010989011,0.0309278350515,0.0582010582011,0.063829787234
21,0.324503311258,0.408450704225,0.388888888889,0.111111111111,0.0989010989011,0.111111111111,0.0582010582011,0.0989010989011,0.063829787234
22,0.351351351351,0.449275362319,0.333333333333,0.0869565217391,0.0928961748634,0.0869565217391,0.0810810810811,0.0582010582011,0.0752688172043
23,0.351351351351,0.388888888889,0.333333333333,0.0989010989011,0.111111111111,0.129943502825,0.0582010582011,0.0752688172043,0.0582010582011
24,0.298701298701,0.379310344828,0.428571428571,0.111111111111,0.0869565217391,0.136363636364,0.063829787234,0.104972375691,0.0869565217391
25,0.273885350318,0.324503311258,0.418439716312,0.0810810810811,0.104972375691,0.117318435754,0.0471204188482,0.111111111111,0.0695187165775
26,0.315789473684,0.379310344828,0.282051282051,0.104972375691,0.0869565217391,0.0810810810811,0.0810810810811,0.0416666666667,0.0526315789474
27,0.351351351351,0.360544217687,0.324503311258,0.111111111111,0.149425287356,0.136363636364,0.0582010582011,0.063829787234,0.0989010989011
28,0.342281879195,0.408450704225,0.360544217687,0.0869565217391,0.111111111111,0.0989010989011,0.0416666666667,0.0752688172043,0.0582010582011
29,0.351351351351,0.351351351351,0.388888888889,0.0928961748634,0.111111111111,0.104972375691,0.0416666666667,0.0309278350515,0.063829787234
30,0.282051282051,0.369863013699,0.360544217687,0.0989010989011,0.0810810810811,0.111111111111,0.0526315789474,0.0869565217391,0.0526315789474
31,0.324503311258,0.408450704225,0.315789473684,0.0869565217391,0.129943502825,0.104972375691,0.0471204188482,0.0526315789474,0.0928961748634
