,t1250,tr250,t2250,t1500,tr500,t2500,t11000,tr1000,t21000
0,0.302083333333,0.37741046832,0.351351351351,0.369863013699,0.432664756447,0.381215469613,0.4440433213,0.500375093773,0.441961067051
1,0.31926121372,0.392757660167,0.333333333333,0.367989056088,0.410437235543,0.4064697609,0.449275362319,0.49588631264,0.452432824982
2,0.305483028721,0.37741046832,0.32625994695,0.362397820163,0.443001443001,0.385041551247,0.433691756272,0.476014760148,0.428571428571
3,0.358695652174,0.373626373626,0.302083333333,0.375515818432,0.428571428571,0.381215469613,0.438848920863,0.500375093773,0.467351430668
4,0.322751322751,0.347708894879,0.302083333333,0.364256480218,0.418439716312,0.381215469613,0.433691756272,0.515151515152,0.445086705202
5,0.315789473684,0.347708894879,0.295336787565,0.356852103121,0.430615164521,0.414427157001,0.432664756447,0.506024096386,0.460920379839
6,0.288659793814,0.362397820163,0.340482573727,0.351351351351,0.404494382022,0.408450704225,0.413427561837,0.471670345843,0.455604075691
7,0.312335958005,0.366120218579,0.340482573727,0.381215469613,0.385041551247,0.424501424501,0.451378809869,0.467351430668,0.472754050074
8,0.312335958005,0.329787234043,0.32625994695,0.360544217687,0.416430594901,0.385041551247,0.419446415898,0.473839351511,0.453488372093
9,0.259445843829,0.340482573727,0.347708894879,0.351351351351,0.398601398601,0.388888888889,0.422475106686,0.471670345843,0.437814521927
10,0.312335958005,0.355013550136,0.347708894879,0.351351351351,0.422475106686,0.404494382022,0.441961067051,0.482579688658,0.471670345843
11,0.295336787565,0.362397820163,0.322751322751,0.347708894879,0.443001443001,0.398601398601,0.424501424501,0.49588631264,0.479289940828
12,0.302083333333,0.347708894879,0.312335958005,0.355013550136,0.414427157001,0.39470013947,0.415428167021,0.480384900074,0.466275659824
13,0.278772378517,0.358695652174,0.312335958005,0.345895020188,0.408450704225,0.364256480218,0.416430594901,0.514004542014,0.434720229555
14,0.302083333333,0.358695652174,0.336898395722,0.375515818432,0.404494382022,0.404494382022,0.419446415898,0.478196600148,0.474926253687
15,0.288659793814,0.351351351351,0.315789473684,0.362397820163,0.408450704225,0.39470013947,0.440922190202,0.476014760148,0.451378809869
16,0.305483028721,0.32625994695,0.32625994695,0.379310344828,0.424501424501,0.408450704225,0.429592566119,0.478196600148,0.455604075691
17,0.347708894879,0.355013550136,0.315789473684,0.390820584145,0.453488372093,0.367989056088,0.427551748751,0.500375093773,0.439884809215
18,0.312335958005,0.396648044693,0.322751322751,0.37741046832,0.443001443001,0.416430594901,0.435750179469,0.506024096386,0.457725947522
19,0.305483028721,0.392757660167,0.305483028721,0.351351351351,0.428571428571,0.385041551247,0.428571428571,0.490312965723,0.45878920496
20,0.295336787565,0.340482573727,0.315789473684,0.375515818432,0.426533523538,0.351351351351,0.429592566119,0.474926253687,0.437814521927
21,0.340482573727,0.366120218579,0.315789473684,0.379310344828,0.434720229555,0.396648044693,0.440922190202,0.49588631264,0.451378809869
22,0.302083333333,0.369863013699,0.315789473684,0.358695652174,0.4064697609,0.385041551247,0.424501424501,0.470588235294,0.435750179469
23,0.336898395722,0.366120218579,0.32625994695,0.386962552011,0.428571428571,0.390820584145,0.435750179469,0.501501501502,0.477104874446
24,0.30890052356,0.358695652174,0.295336787565,0.388888888889,0.438848920863,0.396648044693,0.415428167021,0.503759398496,0.455604075691
25,0.285347043702,0.373626373626,0.358695652174,0.390820584145,0.436781609195,0.383125864454,0.464128843338,0.474926253687,0.454545454545
26,0.298701298701,0.362397820163,0.305483028721,0.366120218579,0.449275362319,0.385041551247,0.429592566119,0.503759398496,0.449275362319
27,0.30890052356,0.362397820163,0.315789473684,0.388888888889,0.398601398601,0.367989056088,0.439884809215,0.489203276247,0.437814521927
28,0.295336787565,0.347708894879,0.333333333333,0.373626373626,0.428571428571,0.40252454418,0.434720229555,0.516300227445,0.461988304094
29,0.322751322751,0.351351351351,0.315789473684,0.40252454418,0.438848920863,0.386962552011,0.460920379839,0.489203276247,0.447178002894
30,0.32625994695,0.381215469613,0.329787234043,0.367989056088,0.447178002894,0.379310344828,0.438848920863,0.515151515152,0.435750179469
31,0.315789473684,0.366120218579,0.312335958005,0.373626373626,0.459854014599,0.40252454418,0.437814521927,0.489203276247,0.461988304094
32,0.315789473684,0.369863013699,0.329787234043,0.383125864454,0.39470013947,0.388888888889,0.450326323423,0.465201465201,0.445086705202
33,0.305483028721,0.322751322751,0.329787234043,0.347708894879,0.408450704225,0.40252454418,0.418439716312,0.489203276247,0.459854014599
34,0.322751322751,0.373626373626,0.329787234043,0.37741046832,0.416430594901,0.37741046832,0.432664756447,0.484780994803,0.463057790783
35,0.32625994695,0.366120218579,0.302083333333,0.373626373626,0.434720229555,0.4064697609,0.439884809215,0.489203276247,0.457725947522
36,0.305483028721,0.347708894879,0.288659793814,0.344086021505,0.424501424501,0.381215469613,0.434720229555,0.483679525223,0.452432824982
37,0.298701298701,0.295336787565,0.32625994695,0.353179972936,0.362397820163,0.398601398601,0.425516749822,0.4440433213,0.472754050074
38,0.322751322751,0.329787234043,0.322751322751,0.373626373626,0.420454545455,0.39470013947,0.433691756272,0.478196600148,0.4440433213
39,0.295336787565,0.351351351351,0.32625994695,0.355013550136,0.4064697609,0.381215469613,0.434720229555,0.483679525223,0.446131597975
40,0.315789473684,0.355013550136,0.333333333333,0.388888888889,0.408450704225,0.39470013947,0.451378809869,0.480384900074,0.465201465201
41,0.322751322751,0.362397820163,0.322751322751,0.385041551247,0.445086705202,0.386962552011,0.433691756272,0.481481481481,0.454545454545
42,0.315789473684,0.329787234043,0.295336787565,0.371742112483,0.40056022409,0.392757660167,0.438848920863,0.484780994803,0.465201465201
43,0.302083333333,0.340482573727,0.32625994695,0.353179972936,0.408450704225,0.362397820163,0.427551748751,0.477104874446,0.448225923244
44,0.298701298701,0.347708894879,0.315789473684,0.37741046832,0.428571428571,0.379310344828,0.432664756447,0.490312965723,0.421464108031
45,0.30890052356,0.362397820163,0.315789473684,0.373626373626,0.457725947522,0.381215469613,0.445086705202,0.502629601803,0.451378809869
