,t1250,tr250,t2250,t1500,tr500,t2500,t11000,tr1000,t21000
0,0.381215469613,0.362397820163,0.40056022409,0.410437235543,0.410437235543,0.494768310912,0.478196600148,0.501501501502,0.533742331288
1,0.362397820163,0.351351351351,0.461988304094,0.416430594901,0.408450704225,0.455604075691,0.494768310912,0.482579688658,0.519756838906
2,0.404494382022,0.344086021505,0.445086705202,0.440922190202,0.40252454418,0.455604075691,0.502629601803,0.456664238893,0.532567049808
3,0.404494382022,0.329787234043,0.432664756447,0.438848920863,0.39470013947,0.474926253687,0.457725947522,0.456664238893,0.536098310292
4,0.37741046832,0.369863013699,0.445086705202,0.424501424501,0.392757660167,0.501501501502,0.480384900074,0.477104874446,0.538461538462
5,0.385041551247,0.305483028721,0.416430594901,0.420454545455,0.381215469613,0.488095238095,0.49588631264,0.4440433213,0.538461538462
6,0.396648044693,0.340482573727,0.449275362319,0.426533523538,0.390820584145,0.470588235294,0.482579688658,0.451378809869,0.532567049808
7,0.408450704225,0.312335958005,0.479289940828,0.443001443001,0.385041551247,0.479289940828,0.492537313433,0.419446415898,0.552795031056
8,0.40056022409,0.340482573727,0.420454545455,0.443001443001,0.39470013947,0.470588235294,0.461988304094,0.476014760148,0.539645881447
9,0.440922190202,0.37741046832,0.440922190202,0.451378809869,0.436781609195,0.464128843338,0.506024096386,0.468428781204,0.523229246002
10,0.392757660167,0.32625994695,0.440922190202,0.464128843338,0.388888888889,0.466275659824,0.509433962264,0.466275659824,0.543209876543
11,0.404494382022,0.312335958005,0.420454545455,0.459854014599,0.360544217687,0.492537313433,0.501501501502,0.438848920863,0.514004542014
12,0.392757660167,0.344086021505,0.420454545455,0.457725947522,0.445086705202,0.488095238095,0.482579688658,0.477104874446,0.526717557252
13,0.388888888889,0.32625994695,0.416430594901,0.449275362319,0.388888888889,0.453488372093,0.483679525223,0.469507714916,0.494768310912
14,0.404494382022,0.366120218579,0.428571428571,0.461988304094,0.410437235543,0.477104874446,0.480384900074,0.457725947522,0.533742331288
15,0.424501424501,0.355013550136,0.392757660167,0.479289940828,0.398601398601,0.466275659824,0.506024096386,0.481481481481,0.523229246002
16,0.420454545455,0.340482573727,0.408450704225,0.483679525223,0.383125864454,0.455604075691,0.519756838906,0.445086705202,0.527883880825
17,0.37741046832,0.336898395722,0.488095238095,0.436781609195,0.410437235543,0.492537313433,0.497005988024,0.450326323423,0.550387596899
18,0.420454545455,0.351351351351,0.470588235294,0.461988304094,0.379310344828,0.499250374813,0.503759398496,0.433691756272,0.531393568147
19,0.408450704225,0.32625994695,0.440922190202,0.459854014599,0.404494382022,0.481481481481,0.488095238095,0.446131597975,0.537279016141
20,0.362397820163,0.362397820163,0.392757660167,0.432664756447,0.414427157001,0.494768310912,0.479289940828,0.490312965723,0.523229246002
21,0.392757660167,0.322751322751,0.445086705202,0.451378809869,0.392757660167,0.457725947522,0.493651979089,0.461988304094,0.520912547529
22,0.358695652174,0.355013550136,0.466275659824,0.414427157001,0.418439716312,0.464128843338,0.486988847584,0.478196600148,0.534919416731
23,0.396648044693,0.336898395722,0.492537313433,0.488095238095,0.40252454418,0.497005988024,0.501501501502,0.454545454545,0.538461538462
24,0.32625994695,0.351351351351,0.392757660167,0.418439716312,0.390820584145,0.449275362319,0.457725947522,0.460920379839,0.522070015221
25,0.369863013699,0.32625994695,0.436781609195,0.440922190202,0.373626373626,0.459854014599,0.477104874446,0.455604075691,0.540832049307
26,0.40056022409,0.392757660167,0.432664756447,0.455604075691,0.426533523538,0.481481481481,0.50489089541,0.484780994803,0.536098310292
27,0.336898395722,0.329787234043,0.428571428571,0.445086705202,0.398601398601,0.524390243902,0.481481481481,0.486988847584,0.546790409899
28,0.432664756447,0.355013550136,0.424501424501,0.443001443001,0.416430594901,0.453488372093,0.484780994803,0.447178002894,0.527883880825
29,0.373626373626,0.369863013699,0.420454545455,0.416430594901,0.424501424501,0.492537313433,0.449275362319,0.482579688658,0.550387596899
30,0.408450704225,0.315789473684,0.453488372093,0.453488372093,0.4064697609,0.503759398496,0.507159005275,0.446131597975,0.532567049808
31,0.355013550136,0.31926121372,0.416430594901,0.432664756447,0.385041551247,0.455604075691,0.455604075691,0.432664756447,0.538461538462
32,0.373626373626,0.344086021505,0.424501424501,0.445086705202,0.39470013947,0.48588410104,0.48588410104,0.45878920496,0.532567049808
33,0.369863013699,0.351351351351,0.440922190202,0.424501424501,0.414427157001,0.517450682853,0.486988847584,0.478196600148,0.543209876543
34,0.40056022409,0.351351351351,0.416430594901,0.453488372093,0.412429378531,0.479289940828,0.502629601803,0.472754050074,0.555209953344
35,0.381215469613,0.333333333333,0.445086705202,0.434720229555,0.386962552011,0.503759398496,0.494768310912,0.463057790783,0.517450682853
36,0.404494382022,0.312335958005,0.412429378531,0.445086705202,0.355013550136,0.470588235294,0.476014760148,0.417434443657,0.526717557252
37,0.396648044693,0.329787234043,0.436781609195,0.455604075691,0.375515818432,0.494768310912,0.499250374813,0.436781609195,0.534919416731
38,0.412429378531,0.32625994695,0.420454545455,0.432664756447,0.396648044693,0.48588410104,0.489203276247,0.448225923244,0.530221882173
39,0.381215469613,0.32625994695,0.420454545455,0.457725947522,0.383125864454,0.492537313433,0.50489089541,0.431639226915,0.537279016141
40,0.37741046832,0.355013550136,0.457725947522,0.459854014599,0.426533523538,0.474926253687,0.500375093773,0.465201465201,0.547987616099
41,0.40056022409,0.392757660167,0.432664756447,0.445086705202,0.430615164521,0.481481481481,0.515151515152,0.501501501502,0.537279016141
42,0.404494382022,0.340482573727,0.40056022409,0.459854014599,0.418439716312,0.449275362319,0.502629601803,0.480384900074,0.519756838906
43,0.373626373626,0.282051282051,0.396648044693,0.386962552011,0.362397820163,0.459854014599,0.466275659824,0.429592566119,0.539645881447
44,0.392757660167,0.344086021505,0.457725947522,0.447178002894,0.367989056088,0.499250374813,0.491424310216,0.427551748751,0.526717557252
45,0.408450704225,0.32625994695,0.436781609195,0.472754050074,0.396648044693,0.494768310912,0.508295625943,0.452432824982,0.527883880825
46,0.445086705202,0.31926121372,0.428571428571,0.506024096386,0.40056022409,0.481481481481,0.530221882173,0.439884809215,0.533742331288
47,0.366120218579,0.358695652174,0.416430594901,0.416430594901,0.420454545455,0.438848920863,0.468428781204,0.488095238095,0.529051987768
48,0.412429378531,0.333333333333,0.440922190202,0.418439716312,0.40056022409,0.508295625943,0.474926253687,0.472754050074,0.543209876543
49,0.373626373626,0.392757660167,0.412429378531,0.440922190202,0.428571428571,0.459854014599,0.499250374813,0.479289940828,0.501501501502
50,0.322751322751,0.381215469613,0.428571428571,0.385041551247,0.430615164521,0.481481481481,0.438848920863,0.489203276247,0.547987616099
51,0.408450704225,0.347708894879,0.40056022409,0.483679525223,0.428571428571,0.464128843338,0.501501501502,0.48588410104,0.518602885345
52,0.416430594901,0.333333333333,0.436781609195,0.468428781204,0.366120218579,0.451378809869,0.502629601803,0.432664756447,0.538461538462
53,0.381215469613,0.373626373626,0.392757660167,0.424501424501,0.438848920863,0.459854014599,0.477104874446,0.498127340824,0.514004542014
54,0.392757660167,0.322751322751,0.424501424501,0.432664756447,0.420454545455,0.481481481481,0.482579688658,0.45878920496,0.523229246002
55,0.358695652174,0.351351351351,0.453488372093,0.408450704225,0.430615164521,0.470588235294,0.468428781204,0.449275362319,0.529051987768
56,0.392757660167,0.30890052356,0.40056022409,0.428571428571,0.392757660167,0.490312965723,0.471670345843,0.4440433213,0.512859304085
57,0.385041551247,0.351351351351,0.424501424501,0.432664756447,0.379310344828,0.512859304085,0.50489089541,0.453488372093,0.522070015221
58,0.340482573727,0.385041551247,0.449275362319,0.434720229555,0.412429378531,0.474926253687,0.473839351511,0.471670345843,0.523229246002
59,0.37741046832,0.302083333333,0.432664756447,0.440922190202,0.398601398601,0.472754050074,0.50489089541,0.450326323423,0.536098310292
60,0.358695652174,0.347708894879,0.440922190202,0.416430594901,0.375515818432,0.479289940828,0.473839351511,0.439884809215,0.537279016141
61,0.37741046832,0.340482573727,0.436781609195,0.408450704225,0.422475106686,0.481481481481,0.461988304094,0.480384900074,0.524390243902
62,0.37741046832,0.322751322751,0.466275659824,0.434720229555,0.383125864454,0.48588410104,0.500375093773,0.463057790783,0.520912547529
63,0.388888888889,0.392757660167,0.440922190202,0.443001443001,0.424501424501,0.479289940828,0.484780994803,0.497005988024,0.519756838906
64,0.366120218579,0.355013550136,0.385041551247,0.390820584145,0.455604075691,0.468428781204,0.459854014599,0.476014760148,0.516300227445
65,0.392757660167,0.385041551247,0.432664756447,0.453488372093,0.424501424501,0.457725947522,0.488095238095,0.467351430668,0.522070015221
66,0.355013550136,0.302083333333,0.420454545455,0.385041551247,0.392757660167,0.494768310912,0.435750179469,0.440922190202,0.522070015221
67,0.344086021505,0.340482573727,0.461988304094,0.453488372093,0.4064697609,0.501501501502,0.464128843338,0.455604075691,0.547987616099
68,0.366120218579,0.351351351351,0.408450704225,0.408450704225,0.412429378531,0.479289940828,0.460920379839,0.467351430668,0.522070015221
69,0.428571428571,0.322751322751,0.416430594901,0.474926253687,0.381215469613,0.468428781204,0.503759398496,0.441961067051,0.531393568147
70,0.424501424501,0.385041551247,0.404494382022,0.447178002894,0.428571428571,0.464128843338,0.454545454545,0.467351430668,0.516300227445
71,0.366120218579,0.315789473684,0.412429378531,0.396648044693,0.390820584145,0.449275362319,0.471670345843,0.463057790783,0.519756838906
72,0.369863013699,0.366120218579,0.432664756447,0.428571428571,0.396648044693,0.506024096386,0.481481481481,0.459854014599,0.542020046261
73,0.436781609195,0.344086021505,0.428571428571,0.472754050074,0.396648044693,0.501501501502,0.499250374813,0.463057790783,0.536098310292
74,0.40056022409,0.362397820163,0.432664756447,0.424501424501,0.410437235543,0.453488372093,0.480384900074,0.456664238893,0.529051987768
75,0.392757660167,0.369863013699,0.416430594901,0.430615164521,0.445086705202,0.488095238095,0.483679525223,0.481481481481,0.533742331288
76,0.329787234043,0.340482573727,0.432664756447,0.424501424501,0.39470013947,0.474926253687,0.486988847584,0.470588235294,0.536098310292
77,0.416430594901,0.347708894879,0.461988304094,0.483679525223,0.396648044693,0.481481481481,0.520912547529,0.455604075691,0.547987616099
78,0.344086021505,0.305483028721,0.445086705202,0.398601398601,0.351351351351,0.470588235294,0.456664238893,0.421464108031,0.512859304085
79,0.351351351351,0.32625994695,0.436781609195,0.440922190202,0.424501424501,0.490312965723,0.489203276247,0.483679525223,0.523229246002
80,0.416430594901,0.355013550136,0.40056022409,0.472754050074,0.418439716312,0.455604075691,0.479289940828,0.472754050074,0.519756838906
81,0.381215469613,0.315789473684,0.440922190202,0.434720229555,0.426533523538,0.48588410104,0.490312965723,0.474926253687,0.536098310292
82,0.396648044693,0.358695652174,0.432664756447,0.457725947522,0.428571428571,0.451378809869,0.488095238095,0.481481481481,0.532567049808
83,0.392757660167,0.329787234043,0.449275362319,0.459854014599,0.388888888889,0.492537313433,0.498127340824,0.468428781204,0.563721657545
84,0.404494382022,0.295336787565,0.470588235294,0.438848920863,0.386962552011,0.481481481481,0.493651979089,0.465201465201,0.523229246002
85,0.340482573727,0.305483028721,0.436781609195,0.414427157001,0.40252454418,0.501501501502,0.466275659824,0.483679525223,0.563721657545
86,0.408450704225,0.362397820163,0.432664756447,0.434720229555,0.414427157001,0.481481481481,0.481481481481,0.465201465201,0.534919416731
87,0.432664756447,0.388888888889,0.453488372093,0.490312965723,0.430615164521,0.474926253687,0.514004542014,0.489203276247,0.527883880825
88,0.392757660167,0.347708894879,0.440922190202,0.443001443001,0.424501424501,0.470588235294,0.483679525223,0.490312965723,0.539645881447
89,0.408450704225,0.381215469613,0.432664756447,0.422475106686,0.4064697609,0.490312965723,0.481481481481,0.460920379839,0.533742331288
90,0.40056022409,0.344086021505,0.408450704225,0.440922190202,0.40252454418,0.488095238095,0.482579688658,0.466275659824,0.517450682853
91,0.408450704225,0.336898395722,0.466275659824,0.453488372093,0.4064697609,0.494768310912,0.498127340824,0.463057790783,0.534919416731
92,0.388888888889,0.408450704225,0.440922190202,0.440922190202,0.428571428571,0.481481481481,0.479289940828,0.478196600148,0.537279016141
93,0.37741046832,0.358695652174,0.40056022409,0.457725947522,0.344086021505,0.453488372093,0.503759398496,0.427551748751,0.516300227445
94,0.329787234043,0.358695652174,0.440922190202,0.424501424501,0.422475106686,0.468428781204,0.488095238095,0.469507714916,0.533742331288
95,0.396648044693,0.373626373626,0.457725947522,0.443001443001,0.412429378531,0.492537313433,0.48588410104,0.471670345843,0.549186676995
96,0.373626373626,0.381215469613,0.404494382022,0.416430594901,0.479289940828,0.451378809869,0.473839351511,0.50489089541,0.514004542014
97,0.362397820163,0.31926121372,0.412429378531,0.426533523538,0.39470013947,0.472754050074,0.474926253687,0.446131597975,0.506024096386
98,0.392757660167,0.351351351351,0.440922190202,0.418439716312,0.396648044693,0.457725947522,0.488095238095,0.439884809215,0.522070015221
99,0.412429378531,0.329787234043,0.432664756447,0.466275659824,0.379310344828,0.492537313433,0.499250374813,0.429592566119,0.550387596899
