,rand,t1s,t2s
0,0.333333333333,0.25786163522,0.261829652997
1,0.26582278481,0.261829652997,0.261829652997
2,0.342281879195,0.282051282051,0.273885350318
3,0.282051282051,0.273885350318,0.277955271565
4,0.269841269841,0.282051282051,0.294498381877
5,0.290322580645,0.290322580645,0.273885350318
6,0.25,0.294498381877,0.26582278481
7,0.273885350318,0.261829652997,0.269841269841
8,0.273885350318,0.253918495298,0.253918495298
9,0.298701298701,0.269841269841,0.269841269841
10,0.294498381877,0.286173633441,0.282051282051
11,0.302931596091,0.246105919003,0.315789473684
12,0.273885350318,0.242236024845,0.25786163522
13,0.315789473684,0.25,0.261829652997
14,0.269841269841,0.269841269841,0.294498381877
15,0.307189542484,0.269841269841,0.273885350318
16,0.315789473684,0.294498381877,0.273885350318
17,0.282051282051,0.25786163522,0.246105919003
18,0.269841269841,0.253918495298,0.25786163522
19,0.33779264214,0.286173633441,0.286173633441
20,0.302931596091,0.294498381877,0.253918495298
21,0.269841269841,0.261829652997,0.302931596091
22,0.298701298701,0.269841269841,0.277955271565
23,0.25786163522,0.25786163522,0.282051282051
24,0.324503311258,0.246105919003,0.273885350318
25,0.277955271565,0.277955271565,0.261829652997
26,0.286173633441,0.282051282051,0.286173633441
27,0.286173633441,0.238390092879,0.253918495298
28,0.324503311258,0.253918495298,0.311475409836
29,0.290322580645,0.25786163522,0.246105919003
30,0.290322580645,0.261829652997,0.286173633441
31,0.290322580645,0.242236024845,0.290322580645
32,0.307189542484,0.234567901235,0.290322580645
33,0.315789473684,0.269841269841,0.269841269841
34,0.286173633441,0.273885350318,0.307189542484
35,0.35593220339,0.25,0.26582278481
36,0.33779264214,0.282051282051,0.294498381877
37,0.282051282051,0.290322580645,0.26582278481
38,0.333333333333,0.298701298701,0.277955271565
39,0.25786163522,0.25,0.238390092879
40,0.282051282051,0.294498381877,0.219512195122
41,0.298701298701,0.219512195122,0.230769230769
42,0.219512195122,0.269841269841,0.286173633441
43,0.273885350318,0.253918495298,0.25
44,0.290322580645,0.253918495298,0.26582278481
45,0.302931596091,0.277955271565,0.282051282051
46,0.261829652997,0.282051282051,0.26582278481
47,0.25,0.253918495298,0.246105919003
48,0.302931596091,0.269841269841,0.242236024845
49,0.342281879195,0.246105919003,0.302931596091
50,0.290322580645,0.286173633441,0.294498381877
51,0.33779264214,0.286173633441,0.294498381877
52,0.282051282051,0.253918495298,0.282051282051
53,0.294498381877,0.25786163522,0.311475409836
54,0.311475409836,0.26582278481,0.261829652997
55,0.26582278481,0.25,0.277955271565
56,0.277955271565,0.286173633441,0.277955271565
57,0.286173633441,0.269841269841,0.25786163522
58,0.298701298701,0.25,0.282051282051
59,0.253918495298,0.253918495298,0.282051282051
60,0.261829652997,0.246105919003,0.282051282051
61,0.26582278481,0.230769230769,0.269841269841
62,0.333333333333,0.269841269841,0.219512195122
63,0.298701298701,0.269841269841,0.277955271565
64,0.294498381877,0.273885350318,0.25
65,0.277955271565,0.298701298701,0.269841269841
66,0.26582278481,0.242236024845,0.26582278481
67,0.302931596091,0.298701298701,0.253918495298
68,0.342281879195,0.25786163522,0.212121212121
69,0.307189542484,0.25786163522,0.246105919003
70,0.286173633441,0.261829652997,0.286173633441
71,0.25786163522,0.261829652997,0.226993865031
72,0.212121212121,0.290322580645,0.282051282051
73,0.26582278481,0.294498381877,0.253918495298
74,0.320132013201,0.261829652997,0.290322580645
75,0.223241590214,0.253918495298,0.261829652997
76,0.290322580645,0.286173633441,0.253918495298
77,0.302931596091,0.282051282051,0.294498381877
78,0.302931596091,0.298701298701,0.324503311258
79,0.273885350318,0.273885350318,0.26582278481
80,0.302931596091,0.290322580645,0.290322580645
81,0.277955271565,0.26582278481,0.253918495298
82,0.242236024845,0.242236024845,0.26582278481
83,0.307189542484,0.282051282051,0.277955271565
84,0.226993865031,0.273885350318,0.261829652997
85,0.294498381877,0.294498381877,0.269841269841
86,0.282051282051,0.25,0.294498381877
87,0.269841269841,0.261829652997,0.25
88,0.277955271565,0.302931596091,0.253918495298
89,0.311475409836,0.253918495298,0.277955271565
90,0.282051282051,0.282051282051,0.286173633441
91,0.302931596091,0.238390092879,0.294498381877
92,0.302931596091,0.277955271565,0.253918495298
93,0.298701298701,0.253918495298,0.273885350318
94,0.234567901235,0.282051282051,0.273885350318
95,0.315789473684,0.290322580645,0.302931596091
96,0.273885350318,0.294498381877,0.25786163522
97,0.277955271565,0.273885350318,0.26582278481
98,0.315789473684,0.282051282051,0.230769230769
99,0.286173633441,0.230769230769,0.261829652997
