,rand,t1s,t2s
0,0.269841269841,0.307189542484,0.365187713311
1,0.320132013201,0.346801346801,0.365187713311
2,0.290322580645,0.298701298701,0.333333333333
3,0.311475409836,0.342281879195,0.374570446735
4,0.290322580645,0.282051282051,0.365187713311
5,0.320132013201,0.351351351351,0.346801346801
6,0.298701298701,0.273885350318,0.307189542484
7,0.277955271565,0.253918495298,0.351351351351
8,0.286173633441,0.230769230769,0.324503311258
9,0.290322580645,0.294498381877,0.379310344828
10,0.282051282051,0.311475409836,0.35593220339
11,0.33779264214,0.261829652997,0.374570446735
12,0.26582278481,0.286173633441,0.384083044983
13,0.320132013201,0.333333333333,0.365187713311
14,0.311475409836,0.320132013201,0.333333333333
15,0.324503311258,0.302931596091,0.365187713311
16,0.33779264214,0.290322580645,0.35593220339
17,0.269841269841,0.33779264214,0.328903654485
18,0.253918495298,0.25786163522,0.342281879195
19,0.307189542484,0.328903654485,0.346801346801
20,0.328903654485,0.290322580645,0.379310344828
21,0.282051282051,0.307189542484,0.328903654485
22,0.282051282051,0.294498381877,0.33779264214
23,0.261829652997,0.315789473684,0.346801346801
24,0.298701298701,0.342281879195,0.360544217687
25,0.294498381877,0.365187713311,0.33779264214
26,0.261829652997,0.33779264214,0.33779264214
27,0.273885350318,0.294498381877,0.360544217687
28,0.311475409836,0.253918495298,0.438848920863
29,0.333333333333,0.315789473684,0.328903654485
30,0.328903654485,0.282051282051,0.311475409836
31,0.315789473684,0.273885350318,0.374570446735
32,0.315789473684,0.282051282051,0.365187713311
33,0.286173633441,0.311475409836,0.369863013699
34,0.269841269841,0.302931596091,0.33779264214
35,0.360544217687,0.26582278481,0.360544217687
36,0.328903654485,0.277955271565,0.35593220339
37,0.294498381877,0.328903654485,0.351351351351
38,0.342281879195,0.294498381877,0.374570446735
39,0.277955271565,0.25786163522,0.35593220339
40,0.282051282051,0.261829652997,0.33779264214
41,0.26582278481,0.273885350318,0.320132013201
42,0.261829652997,0.315789473684,0.342281879195
43,0.286173633441,0.320132013201,0.315789473684
44,0.298701298701,0.286173633441,0.315789473684
45,0.302931596091,0.307189542484,0.365187713311
46,0.298701298701,0.286173633441,0.369863013699
47,0.277955271565,0.25,0.342281879195
48,0.324503311258,0.277955271565,0.35593220339
49,0.290322580645,0.302931596091,0.302931596091
50,0.307189542484,0.302931596091,0.33779264214
51,0.33779264214,0.315789473684,0.320132013201
52,0.298701298701,0.282051282051,0.324503311258
53,0.311475409836,0.320132013201,0.33779264214
54,0.315789473684,0.324503311258,0.320132013201
55,0.253918495298,0.273885350318,0.35593220339
56,0.294498381877,0.298701298701,0.365187713311
57,0.253918495298,0.294498381877,0.324503311258
58,0.290322580645,0.302931596091,0.374570446735
59,0.277955271565,0.307189542484,0.320132013201
60,0.273885350318,0.315789473684,0.33779264214
61,0.282051282051,0.246105919003,0.351351351351
62,0.320132013201,0.26582278481,0.315789473684
63,0.298701298701,0.298701298701,0.315789473684
64,0.324503311258,0.25786163522,0.324503311258
65,0.311475409836,0.311475409836,0.346801346801
66,0.26582278481,0.26582278481,0.315789473684
67,0.35593220339,0.311475409836,0.346801346801
68,0.342281879195,0.282051282051,0.324503311258
69,0.333333333333,0.307189542484,0.290322580645
70,0.298701298701,0.277955271565,0.33779264214
71,0.294498381877,0.290322580645,0.328903654485
72,0.242236024845,0.33779264214,0.346801346801
73,0.25786163522,0.311475409836,0.346801346801
74,0.346801346801,0.290322580645,0.360544217687
75,0.290322580645,0.277955271565,0.33779264214
76,0.290322580645,0.302931596091,0.342281879195
77,0.277955271565,0.35593220339,0.384083044983
78,0.333333333333,0.328903654485,0.328903654485
79,0.286173633441,0.302931596091,0.302931596091
80,0.298701298701,0.286173633441,0.393728222997
81,0.324503311258,0.298701298701,0.342281879195
82,0.234567901235,0.269841269841,0.365187713311
83,0.346801346801,0.324503311258,0.360544217687
84,0.273885350318,0.282051282051,0.393728222997
85,0.302931596091,0.315789473684,0.346801346801
86,0.311475409836,0.25786163522,0.324503311258
87,0.25786163522,0.269841269841,0.342281879195
88,0.298701298701,0.298701298701,0.379310344828
89,0.290322580645,0.311475409836,0.398601398601
90,0.273885350318,0.307189542484,0.384083044983
91,0.282051282051,0.273885350318,0.35593220339
92,0.311475409836,0.286173633441,0.315789473684
93,0.302931596091,0.294498381877,0.369863013699
94,0.294498381877,0.346801346801,0.315789473684
95,0.282051282051,0.302931596091,0.333333333333
96,0.33779264214,0.290322580645,0.315789473684
97,0.298701298701,0.26582278481,0.311475409836
98,0.282051282051,0.351351351351,0.328903654485
99,0.282051282051,0.238390092879,0.33779264214
