,car,glass,plate,truck,Vehicles,Dinnerware,closer to vehicles,closer to dinnerware,,,,
193,0.0044622574,0.0043675841,0.0037584608,0.0040820623,0.0042721598,0.0040630224,False,True,,,,
194,0.0028036175,0.0041978257,0.0054675114,0.0041738484,0.003488733,0.0048326685,True,False,,,,
195,0.0030787501,0.003814264,0.0035047455,0.0040383012,0.0035585256,0.0036595048,True,False,,,,
196,0.0031056765,0.0034484995,0.0031933785,0.0024136132,0.0027596448,0.003320939,True,False,,,,
197,0.0034625154,0.003969683,0.0048868161,0.0028160461,0.0031392807,0.0044282495,True,False,,,,
198,0.0043000801,0.0039543071,0.0043895628,0.0031233262,0.0037117031,0.004171935,True,False,,,,
199,0.0071148329,0.0092879192,0.0069652832,0.0062494279,0.0066821304,0.0081266012,True,False,,,,
200,0.0060230216,0.0059052375,0.0064777892,0.0048819326,0.0054524771,0.0061915134,True,False,,,,
201,0.0037055228,0.0035645177,0.002859468,0.0024649476,0.0030852352,0.0032119929,True,False,,,,
202,0.0058528273,0.0051058231,0.0075402458,0.0080884153,0.0069706213,0.0063230344,False,True,,,,
203,0.003088629,0.0063344836,0.0051782172,0.0036936359,0.0033911325,0.0057563504,True,False,,,,
204,0.0038006876,0.0038075962,0.0047246411,0.0040510967,0.0039258921,0.0042661186,True,False,,,,
205,0.00433587,0.0062759082,0.0047908418,0.0041663542,0.0042511121,0.005533375,True,False,,,,
206,0.0046168765,0.0060589197,0.0073252626,0.0048884101,0.0047526433,0.0066920911,True,False,,,,
207,0.0048327165,0.0070268495,0.0057149346,0.0060486753,0.0054406959,0.006370892,True,False,,,,
208,0.0086023518,0.0087720047,0.0101055412,0.0086584229,0.0086303874,0.009438773,True,False,,,,
209,0.0029081573,0.0032929812,0.0034219663,0.0025740897,0.0027411235,0.0033574737,True,False,,,,
210,0.007134234,0.0079605658,0.0093328686,0.0087760717,0.0079551529,0.0086467172,True,False,,,,
211,0.0038037132,0.0037985499,0.0048803366,0.0035846041,0.0036941587,0.0043394433,True,False,,,,
212,0.0043230961,0.0081688787,0.0058143246,0.007103585,0.0057133406,0.0069916016,True,False,,,,
213,0.0045831676,0.0040818534,0.0044412931,0.003997451,0.0042903093,0.0042615732,False,True,,,,
214,0.0029803858,0.0030209842,0.0031107418,0.0033419467,0.0031611662,0.003065863,False,True,,,,
215,0.003893568,0.0045020478,0.004169277,0.00371506,0.003804314,0.0043356624,True,False,,,,
216,0.0027709289,0.004449009,0.0033586334,0.0025833729,0.0026771509,0.0039038212,True,False,,,,
217,0.0079238925,0.0109230951,0.0078819399,0.0057474687,0.0068356806,0.0094025175,True,False,,,,
218,0.0035650196,0.0042840825,0.0038699774,0.0034961569,0.0035305882,0.0040770299,True,False,,,,
219,0.0080933706,0.0096740353,0.0093722436,0.0096647648,0.0088790677,0.0095231394,True,False,,,,
220,0.005151544,0.0056797764,0.0046203674,0.0046884442,0.0049199941,0.0051500719,True,False,,,,
221,0.0089704806,0.0106183708,0.0113909033,0.0081081826,0.0085393316,0.011004637,True,False,,,,
222,0.0065267693,0.0056463893,0.0083918234,0.0046316007,0.005579185,0.0070191064,True,False,,,,
223,0.002972845,0.0034501533,0.0028015437,0.0033086651,0.003140755,0.0031258485,False,True,,,,
224,0.004036326,0.0052676989,0.0048352953,0.0035612847,0.0037988054,0.0050514971,True,False,,,,
225,0.0044145713,0.0048729671,0.0053691941,0.0045060061,0.0044602887,0.0051210806,True,False,,,,
226,0.0029487633,0.0037610346,0.0045385964,0.0033963282,0.0031725457,0.0041498155,True,False,,,,
227,0.0036898378,0.0062071456,0.0055409224,0.0043868555,0.0040383466,0.005874034,True,False,,,,
228,0.0041118458,0.0082719548,0.0049999647,0.0071920274,0.0056519366,0.0066359597,True,False,,,,
229,0.0054662942,0.0044682509,0.0037704168,0.0047243088,0.0050953015,0.0041193339,False,True,,,,
230,0.0028227066,0.0065198066,0.004300129,0.0032811061,0.0030519063,0.0054099678,True,False,,,,
231,0.0054894761,0.0054353065,0.0063825645,0.0061641495,0.0058268128,0.0059089355,True,False,,,,
232,0.0063299393,0.0056878582,0.0055210345,0.0054316831,0.0058808112,0.0056044463,False,True,,,,
233,0.0025709429,0.0042642848,0.0033429605,0.0044757856,0.0035233642,0.0038036227,True,False,,,,
234,0.0060277562,0.0057406097,0.0053670117,0.0045998574,0.0053138068,0.0055538107,True,False,,,,
235,0.0031866919,0.0046012983,0.0059760678,0.0030902238,0.0031384579,0.0052886831,True,False,,,,
