,car,glass,plate,truck,Vehicles,Dinnerware,closer to vehicles,closer to dinnerware,,,,
0,0.0086361787,0.0048589864,0.0041147462,0.0051357586,0.0068859686,0.0044868663,False,True,,,,
1,0.0038034402,0.0037222378,0.0049393045,0.0052163077,0.004509874,0.0043307711,False,True,,,,
2,0.0084342384,0.0071256286,0.0078889715,0.0061570863,0.0072956623,0.0075073001,True,False,,Ordering,,
3,0.0036104798,0.0030054886,0.0026711569,0.0040568317,0.0038336558,0.0028383227,False,True,,First,Vehicle,3040
4,0.0027230552,0.0038768822,0.0035790133,0.0037238208,0.003223438,0.0037279478,True,False,,Second,Dinnerware,2960
5,0.003134855,0.0029610507,0.0030094537,0.0041382578,0.0036365564,0.0029852522,False,True,,,,
6,0.0077003638,0.0061516437,0.0058666726,0.0082357444,0.0079680541,0.0060091581,False,True,,Number,,
7,0.0080837266,0.0076360818,0.0064573881,0.0061013451,0.0070925359,0.007046735,False,True,,Break Closer to Vehicles,1263,
8,0.0059312988,0.0042116881,0.0036075602,0.0045471075,0.0052392032,0.0039096241,False,True,,Break Closer to Dinnerware,4737,
9,0.0066568881,0.0060716846,0.0062153965,0.0061842713,0.0064205797,0.0061435406,False,True,,,,
10,0.0057534604,0.0047125506,0.004584395,0.0042166266,0.0049850435,0.0046484728,False,True,,Proportion,,
11,0.0057946897,0.0048089035,0.0040903937,0.0056802406,0.0057374652,0.0044496486,False,True,,Break Closer to Vehicles,0.2105,
12,0.0057883502,0.0081924169,0.0081673702,0.0079667496,0.0068775499,0.0081798935,True,False,,Break Closer to Dinnerware,0.7895,
13,0.0049497574,0.0033099847,0.0034313315,0.0047615123,0.0048556349,0.0033706581,False,True,,,,
14,0.0092737356,0.0090412057,0.0055049832,0.008630044,0.0089518898,0.0072730944,False,True,,,,
15,0.0055364446,0.0061548184,0.0051213277,0.005342383,0.0054394138,0.005638073,True,False,,,,
16,0.0052552929,0.0041230485,0.0038073496,0.0048662964,0.0050607947,0.003965199,False,True,,,,
17,0.0070565367,0.004973804,0.0052780657,0.0050877285,0.0060721326,0.0051259349,False,True,,,,
18,0.0076662618,0.0068546061,0.0076441073,0.0069365073,0.0073013845,0.0072493567,False,True,,,,
19,0.0064480244,0.0043442788,0.004187744,0.0075941598,0.0070210921,0.0042660114,False,True,,,,
20,0.0052016677,0.0044868809,0.0040947727,0.0047558435,0.0049787556,0.0042908268,False,True,,,,
21,0.0031090012,0.0024845112,0.0022771404,0.002997699,0.0030533501,0.0023808258,False,True,,,,
22,0.003803912,0.0045636962,0.0032762473,0.0047038073,0.0042538597,0.0039199718,False,True,,,,
23,0.0042692803,0.0048451527,0.0038057875,0.0055132679,0.0048912741,0.0043254701,False,True,,,,
24,0.0036272919,0.0026546324,0.0035590508,0.0033994351,0.0035133635,0.0031068416,False,True,,,,
25,0.0061397681,0.0058282915,0.0050164018,0.0066285445,0.0063841563,0.0054223467,False,True,,,,
26,0.0043989607,0.002842455,0.0032727784,0.0042511742,0.0043250675,0.0030576167,False,True,,,,
27,0.0036031122,0.0032435719,0.0031614028,0.0037326244,0.0036678683,0.0032024873,False,True,,,,
28,0.0048410691,0.0042002068,0.0039119428,0.005248634,0.0050448515,0.0040560748,False,True,,,,
29,0.0043303922,0.0040582884,0.0040943933,0.0038552755,0.0040928338,0.0040763409,False,True,,,,
30,0.0031156602,0.0033653157,0.0030266461,0.0029361096,0.0030258849,0.0031959809,True,False,,,,
31,0.0039971333,0.0025168656,0.0027886652,0.0027991635,0.0033981484,0.0026527654,False,True,,,,
32,0.0051596314,0.0039525654,0.0042747796,0.0056516494,0.0054056404,0.0041136725,False,True,,,,
33,0.0046697378,0.004353364,0.0034933194,0.0042985206,0.0044841292,0.0039233417,False,True,,,,
34,0.0045243687,0.0048378785,0.0044518716,0.003351866,0.0039381174,0.0046448751,True,False,,,,
35,0.0031889393,0.0042166756,0.0047238866,0.0036553855,0.0034221624,0.0044702811,True,False,,,,
36,0.0043301044,0.0035108659,0.0050052137,0.0055774397,0.0049537721,0.0042580398,False,True,,,,
37,0.0054164552,0.0045975212,0.0046050204,0.0061652936,0.0057908744,0.0046012708,False,True,,,,
38,0.0034169682,0.0034083495,0.0036859029,0.0038044451,0.0036107066,0.0035471262,False,True,,,,
39,0.0049682684,0.0050544663,0.0042331951,0.0033416695,0.004154969,0.0046438307,True,False,,,,
