,car,glass,plate,truck,Vehicles,Dinnerware,closer to vehicles,closer to dinnerware,,,,
0,0.0373201027,0.0272842436,0.0341595607,0.0392406386,0.0382803706,0.0307219022,False,True,,,,
1,0.0262341816,0.0326657522,0.0257900097,0.0264623704,0.026348276,0.0292278809,True,False,,,,
2,0.0254635063,0.0172270496,0.0165600034,0.0171653764,0.0213144413,0.0168935265,False,True,,,,
3,0.0257596761,0.0281825356,0.031066164,0.0237992058,0.024779441,0.0296243498,True,False,,Ordering,,
4,0.0279320354,0.0253108301,0.0341988973,0.0464671031,0.0371995692,0.0297548637,False,True,,First,Vehicle,3000
5,0.0200433653,0.0234945857,0.0178186083,0.0159129256,0.0179781455,0.020656597,True,False,,Second,Dinnerware,1500
6,0.0126802398,0.01500917,0.0215611547,0.0153250769,0.0140026584,0.0182851623,True,False,,,,
7,0.0288270097,0.0240137327,0.02979172,0.0237075185,0.0262672641,0.0269027264,True,False,,Number,,
8,0.039022903,0.0376947113,0.0281197572,0.029659738,0.0343413205,0.0329072342,False,True,,Break Closer to Vehicles,2568,
9,0.0213610328,0.0219623002,0.0186867009,0.0190865517,0.0202237922,0.0203245005,True,False,,Break Closer to Dinnerware,3432,
10,0.0342978584,0.0336450073,0.0370092134,0.0308225691,0.0325602138,0.0353271103,True,False,,,,
11,0.0248333125,0.0233556856,0.0184393707,0.0255822096,0.025207761,0.0208975282,False,True,,Proportion,,
12,0.0299996669,0.0338040294,0.0446779309,0.0566015899,0.0433006284,0.0392409802,False,True,,Break Closer to Vehicles,0.428,
13,0.0188766197,0.0221620802,0.0117577833,0.017618947,0.0182477834,0.0169599318,False,True,,Break Closer to Dinnerware,0.572,
14,0.0202180273,0.0160528844,0.021107522,0.0155677909,0.0178929091,0.0185802032,True,False,,,,
15,0.038183042,0.0341167545,0.0341352618,0.0335729937,0.0358780178,0.0341260081,False,True,,,,
16,0.028562475,0.0198417646,0.0154769641,0.0171274629,0.0228449689,0.0176593643,False,True,,,,
17,0.044262351,0.0392217122,0.0314212992,0.0397679595,0.0420151553,0.0353215057,False,True,,,,
18,0.0264852029,0.0210937557,0.0218990248,0.024354598,0.0254199004,0.0214963902,False,True,,,,
19,0.0429245835,0.0250700498,0.0351891626,0.0315858682,0.0372552259,0.0301296062,False,True,,,,
20,0.0218091461,0.0256750633,0.0293081723,0.0235844928,0.0226968195,0.0274916178,True,False,,,,
21,0.0281634717,0.024823519,0.0263383538,0.0305586607,0.0293610662,0.0255809364,False,True,,,,
22,0.0400320248,0.0380574138,0.0380112713,0.0417514993,0.040891762,0.0380343426,False,True,,,,
23,0.0386276055,0.0341963419,0.0395331804,0.033980292,0.0363039488,0.0368647611,True,False,,,,
24,0.0364641609,0.0314414833,0.0350056626,0.0377000875,0.0370821242,0.0332235729,False,True,,,,
25,0.0209875366,0.0345933811,0.0303740677,0.0177072063,0.0193473714,0.0324837244,True,False,,,,
26,0.0136219941,0.0114150244,0.0098456016,0.0125753313,0.0130986627,0.010630313,False,True,,,,
27,0.0381995377,0.0195678159,0.0378162794,0.0245022,0.0313508688,0.0286920477,False,True,,,,
28,0.0250432736,0.0314293809,0.0246169511,0.022024602,0.0235339378,0.028023166,True,False,,,,
29,0.0683405379,0.0497058609,0.0808820963,0.0771301246,0.0727353313,0.0652939786,False,True,,,,
30,0.0192147879,0.0211226839,0.0182734221,0.0172944349,0.0182546114,0.019698053,True,False,,,,
31,0.0498269613,0.0433453115,0.0486579328,0.0456321307,0.047729546,0.0460016221,False,True,,,,
32,0.02925826,0.0266515985,0.0246261251,0.0217281073,0.0254931837,0.0256388618,True,False,,,,
33,0.0289670049,0.0517360421,0.0264902567,0.0281802986,0.0285736517,0.0391131494,True,False,,,,
34,0.0326324476,0.0342871645,0.0208992325,0.0234162592,0.0280243534,0.0275931985,False,True,,,,
35,0.0667436114,0.064472177,0.0541512122,0.0515573817,0.0591504966,0.0593116946,True,False,,,,
36,0.0228221969,0.0213273141,0.0243042762,0.0226805941,0.0227513955,0.0228157952,True,False,,,,
37,0.0150287793,0.0184191824,0.0240807339,0.0297516079,0.0223901936,0.0212499582,False,True,,,,
38,0.0228278485,0.0333989403,0.0240989022,0.023430909,0.0231293787,0.0287489212,True,False,,,,
39,0.0205193804,0.0195838004,0.0204257358,0.0322598141,0.0263895973,0.0200047681,False,True,,,,
40,0.0322612685,0.0404126771,0.0359904701,0.0350154356,0.0336383521,0.0382015736,True,False,,,,
41,0.0265623196,0.0186273795,0.0207822809,0.0293626955,0.0279625075,0.0197048302,False,True,,,,
42,0.0212062914,0.0220376204,0.022300961,0.0183732698,0.0197897806,0.0221692907,True,False,,,,
43,0.0380466388,0.0393231441,0.0365086879,0.0494133762,0.0437300075,0.037915916,False,True,,,,
44,0.0402904334,0.0376664917,0.0422248512,0.0368673739,0.0385789037,0.0399456714,True,False,,,,
45,0.0276465713,0.0271006864,0.0246262045,0.0180231722,0.0228348718,0.0258634454,True,False,,,,
46,0.0265377532,0.0315157873,0.0306708773,0.0353459735,0.0309418634,0.0310933323,True,False,,,,
47,0.025718578,0.020380276,0.0138128414,0.0225044412,0.0241115096,0.0170965587,False,True,,,,
48,0.0290421598,0.0251796727,0.0312899387,0.0327152331,0.0308786965,0.0282348057,False,True,,,,
49,0.040256599,0.041848105,0.0368399728,0.0433815834,0.0418190912,0.0393440389,False,True,,,,
50,0.0442520557,0.0392392306,0.0342106747,0.0354300325,0.0398410441,0.0367249526,False,True,,,,
51,0.0266539275,0.0214546802,0.0194680012,0.0146827065,0.020668317,0.0204613407,False,True,,,,
52,0.0299872468,0.0323704977,0.0255757091,0.0388944918,0.0344408693,0.0289731034,False,True,,,,
53,0.0286489687,0.0359478709,0.0306223471,0.030944222,0.0297965954,0.033285109,True,False,,,,
54,0.0788082485,0.0760659472,0.0561171963,0.0628906882,0.0708494683,0.0660915717,False,True,,,,
55,0.0181292461,0.0263702869,0.0190177735,0.0269103342,0.0225197901,0.0226940302,True,False,,,,
56,0.0237146676,0.0241203213,0.0250617177,0.0231168062,0.0234157369,0.0245910195,True,False,,,,
57,0.0313022955,0.0283319509,0.026918977,0.0256511137,0.0284767046,0.027625464,False,True,,,,
58,0.0151756666,0.0124537914,0.0139782993,0.0171360587,0.0161558626,0.0132160454,False,True,,,,
59,0.0532866854,0.048699368,0.0598239977,0.0516873611,0.0524870232,0.0542616829,True,False,,,,
60,0.0212046886,0.0205262651,0.0258966227,0.0154422723,0.0183234804,0.0232114439,True,False,,,,
61,0.0265125878,0.0227282387,0.0254744323,0.0230011844,0.0247568861,0.0241013355,False,True,,,,
62,0.0160084008,0.0132453425,0.016238308,0.0150850484,0.0155467246,0.0147418253,False,True,,,,
63,0.0345864778,0.0307480762,0.0340786995,0.0265356553,0.0305610665,0.0324133879,True,False,,,,
64,0.0236898697,0.0289334461,0.0351437378,0.0239458185,0.0238178441,0.032038592,True,False,,,,
65,0.023737147,0.0237881007,0.0220122874,0.0235818622,0.0236595046,0.022900194,False,True,,,,
