0.210552	-0.0937293	-0.0174599	0.287079	0.0966334	0.211217	0.120229	0.0710778	-0.0217894	0.373672	-0.161244	0.0647831	-0.00158334	0.511267	0.150392	0.0249217	0.0347953	-0.247126	-0.0894152	-0.140787	0.00638507	0.135766	0.0883515	-0.22826	0.18018	0.101027	-0.00237311	0.160117	-0.0706038	-0.125137	0.347574	-0.144958	-0.0443412	0.13216	-0.248435	0.0272338	-0.238985	0.155221	0.149941	-0.237331	-0.0656331	-0.39741	-0.133481	0.334519	-0.0608778	0.293461	-0.0257424	-0.144563	0.00105638	0.102825	0.199473	0.36001	0.170512	0.233763	0.145235	0.140657	0.0838049	-0.0177613	0.0227442	-0.179388	0.0841884	0.04325	-0.227895	-0.112059	-0.191358	-0.0949274	-0.149356	0.128343	-0.00709384	-0.146702	-0.248451	0.119722	0.127492	-0.264458	-0.225273	-0.130293	-0.0195732	-0.0815182	-0.0529376	0.190521	0.0256206	-0.0835252	-0.0451677	-0.520438	0.0685505	0.28706	0.125525	-0.0163145	0.484796	0.0565246	0.135181	-0.465592	-0.26697	0.156958	-0.196926	-0.269343	-0.247791	0.00874802	-0.280757	0.0697312	
0.206697	-0.266081	-0.149672	0.0364595	0.238879	0.368474	0.171718	0.0550809	0.029854	0.325829	-0.383925	-0.335991	-0.229413	0.54711	0.502354	-0.168686	-0.112907	-0.241076	-0.0634273	-0.408242	0.303329	0.00640557	-0.040531	-0.119343	0.354999	0.364596	-0.0597121	0.294966	-0.152107	-0.0742849	0.578884	-0.0832616	-0.333006	-0.0875361	-0.434921	0.217286	-0.487073	0.286035	-0.111808	0.0440673	0.198317	-0.300686	-0.218743	0.592609	-0.19528	0.332675	0.017397	-0.0209529	-0.269675	0.390165	0.112361	0.428171	0.10589	0.0502063	0.172853	0.22729	0.205586	-0.320625	0.0907693	-0.352406	-0.0594744	0.0166	0.0974405	0.215796	-0.25055	0.117763	-0.0939093	0.117548	-0.0580018	-0.054714	-0.12804	0.201308	-0.0746386	-0.0707317	-0.218264	0.145344	-0.0784352	-0.00499068	-0.350067	0.261999	0.0407289	-0.0345159	0.145856	-0.596972	-0.0604647	0.303344	-0.0695061	0.449332	0.40907	0.0174207	-0.0670976	-0.539326	-0.311983	0.0705183	-0.144248	0.00736043	0.0521989	0.151077	-0.324723	0.437836	
0.178686	-0.163192	-0.00527755	0.109224	0.0421828	0.110322	0.223436	-0.0193951	-0.0121136	0.374106	-0.0774236	0.00229963	-0.0549686	0.348302	0.251083	0.0214709	0.047978	-0.185912	0.077888	-0.132588	0.142609	-0.00804291	-0.0740894	-0.0949459	0.0958071	0.141422	-0.0589905	0.0906081	0.00632166	-0.0806435	0.312666	-0.121238	-0.122638	-0.0867504	-0.159736	0.179373	-0.216473	0.0882906	0.0839593	-0.111016	0.0037289	-0.194338	-0.103009	0.189455	-0.0209941	0.238762	-0.0153172	-0.00676901	-0.0121787	0.0983656	0.101632	0.282602	-0.00118347	0.102244	0.167067	0.056173	0.0818467	-0.0615839	0.0153217	-0.196613	0.0367741	0.0569893	-0.128914	-0.0288739	-0.0500589	0.00737827	-0.0622562	0.0254199	-0.110588	-0.0727877	-0.198724	-0.0582608	0.0936905	-0.0504464	-0.165387	-0.00753946	-0.13799	-0.13014	0.0516534	0.102217	0.0629397	-0.208541	0.0530554	-0.347371	0.105838	0.219286	0.0247253	0.148693	0.239182	0.0236641	-0.0215021	-0.325561	-0.0605441	0.178231	-0.107413	-0.172733	-0.111023	-0.0526743	-0.187428	0.18758	
0.293472	-0.307403	-0.237592	0.11925	0.122172	0.137825	0.0153898	-0.0698144	0.0338726	0.435094	-0.205281	-0.0371828	-0.0824027	0.467751	0.37204	-0.123531	-0.120756	-0.185639	0.0422529	-0.145363	0.071546	-0.0252328	-0.0150221	-0.197195	0.541706	0.341777	0.0859556	0.271924	-0.337816	-0.236361	0.487938	-0.0307045	-0.437795	0.00541517	-0.465941	0.112399	-0.486214	0.332233	-0.0608105	-0.209009	0.220556	-0.437764	-0.101353	0.358665	-0.143637	0.339074	-0.227493	-0.0516427	-0.147264	0.107021	0.0818847	0.422248	0.0709876	0.201661	0.0558939	0.116212	-0.0609105	-0.226893	0.0499261	-0.303693	0.176069	0.209288	0.03323	0.132293	0.059359	0.163495	-0.164882	0.0312563	-0.24495	-0.141303	-0.0610693	-0.0370194	0.229611	-0.0714998	-0.144823	-0.0188042	0.0754712	-0.133419	-0.0491382	0.395679	0.171933	-0.0867651	-0.0925547	-0.859156	0.0498058	0.237031	-0.115635	0.332448	0.323189	-0.00969672	-0.240919	-0.431432	-0.0645174	0.182232	-0.150186	-0.0419461	0.0370283	0.102433	-0.397111	0.359641	
0.245663	-0.0516042	0.1045	0.152854	8.61754e-05	0.145527	0.152501	-0.0184054	-0.0730774	0.464421	-0.217611	-0.0061942	0.0275883	0.37778	0.287944	0.0214818	0.052712	-0.227578	-0.0930009	-0.0839234	0.126467	-0.0591769	-0.101914	-0.049593	0.0958577	0.0671599	-0.0597979	0.0392085	0.0545607	-0.0343357	0.382235	-0.120266	-0.0952894	0.0404826	-0.267088	0.0949057	-0.244855	0.0807394	-0.0218048	-0.0977951	-0.0921812	-0.302754	-0.180871	0.235121	0.0509249	0.273045	-0.146468	-0.0529306	0.0822186	0.00324955	0.172034	0.258896	0.0445558	0.142107	0.158398	0.0874614	0.148158	-0.0642221	-0.0424906	-0.207644	0.101584	0.143454	-0.256967	-0.0917398	-0.223304	0.0486931	-0.138852	-0.0141853	-0.172224	-0.201505	-0.377026	0.0817628	0.0550285	-0.163668	-0.197506	-0.0362489	-0.120588	-0.0933739	0.0809043	0.0264864	-0.000824668	-0.216492	-0.0272992	-0.411859	0.111444	0.163521	0.0659693	0.0327739	0.306071	0.0271632	0.0159119	-0.505876	-0.0987942	0.264254	-0.0873984	-0.280443	-0.148157	-0.167862	-0.204545	0.149973	
0.0590546	-0.13562	-0.029815	0.163877	-0.0132338	0.0960819	0.199759	-0.0412861	-0.0817268	0.282347	-0.117075	-0.0509711	-0.0548238	0.267029	0.264375	0.0372391	0.0439912	-0.0921384	0.0195117	-0.126176	0.129056	-0.0281856	-0.135991	-0.0127554	0.0583553	0.19314	-0.0525245	0.0946245	0.0335334	-0.00912386	0.302467	-0.128774	-0.146867	-0.0264904	-0.146921	0.197041	-0.111704	0.0645583	0.0195328	-0.0521313	-0.0422303	-0.173337	-0.0581235	0.12707	-0.0378125	0.259025	0.000242243	0.00763339	-0.0315916	0.091857	0.088616	0.161607	0.0991288	0.0545682	0.0659617	0.00184228	0.166453	-0.065701	-0.00515752	-0.185649	0.0108182	-0.012434	-0.15734	-0.052627	-0.000558981	-0.0800887	-0.141597	0.0562698	-0.0880047	-0.0330484	-0.190411	-0.0146871	0.091876	-0.141493	-0.102547	-0.0079959	-0.130155	-0.0927547	0.000271555	0.0445038	0.031653	-0.107936	0.034758	-0.330479	0.0673461	0.190134	0.0603564	0.136676	0.112179	0.115165	0.0137281	-0.289242	-0.0620611	0.116042	-0.0372084	-0.170952	-0.174524	-0.0395056	-0.0828697	0.17205	
0.219846	-0.0528405	0.0106454	0.111059	0.0531629	0.129968	0.0765387	-0.170751	-0.174968	0.314332	-0.197172	-0.0596175	0.0438857	0.419296	0.306732	-0.0103602	0.0450235	-0.153493	0.0332527	-0.238059	0.0404329	-0.0340435	-0.160454	-0.114261	0.214846	0.157591	-0.164626	0.094933	0.0174315	0.0330489	0.413033	-0.0709584	-0.199513	0.130645	-0.198362	0.155309	-0.391517	0.22707	0.0483879	-0.131898	-0.0881243	-0.297694	-0.17536	0.462225	-0.189624	0.24581	-0.242663	0.00499414	-0.0461051	0.148253	0.109374	0.147506	0.033924	0.0370868	0.113895	0.135861	-0.000714243	-0.205133	0.19495	-0.267561	-0.00890401	0.116635	-0.233351	-0.040939	-0.189946	0.0922433	-0.0935009	0.0377881	0.00707621	0.00147673	-0.287128	0.0383237	-0.000726572	-0.13138	-0.107951	0.0450266	-0.0487359	0.00841009	-0.149463	0.269202	-0.0536706	-0.027136	0.122935	-0.540931	-0.0170948	0.295519	-0.0011549	0.0562674	0.244285	0.146105	0.0813501	-0.382305	-0.203598	0.203967	-0.249311	-0.154921	-0.0903067	-0.0579127	-0.128677	0.215527	
0.11873	-0.17942	-0.0039581	0.12517	0.0826022	0.125327	0.199004	-0.143693	-0.14745	0.328663	-0.0901131	-0.121514	0.0799854	0.398161	0.265421	-0.0191263	0.0987663	-0.25513	-0.022985	-0.171204	0.0642597	-0.155214	-0.0343201	0.0122445	0.11325	0.17119	-0.117571	0.159308	0.152627	-0.141324	0.290669	-0.0143552	-0.189663	0.0196623	-0.228849	0.204387	-0.173231	0.0835688	-0.0310381	-0.147038	0.02486	-0.160903	-0.104666	0.261061	-0.124333	0.255439	-0.11153	-0.0320111	-0.0532033	0.119879	0.10864	0.156756	-0.0340013	-0.0237328	0.116529	0.102347	0.147639	-0.0454868	0.0449152	-0.213243	0.0365122	0.0138744	-0.128345	0.0139396	-0.0768102	0.0101863	-0.169339	0.0999709	-0.147312	-0.00828987	-0.194125	-0.010468	0.152522	-0.186005	-0.186901	-0.00236134	-0.104671	-0.0972968	-0.141101	0.150158	0.106575	-0.156451	0.0833479	-0.325393	0.0375009	0.209126	0.018689	0.125772	0.294948	-0.0685905	-0.0332252	-0.460155	-0.119649	0.137635	-0.187559	-0.222387	-0.0495193	0.0765654	-0.0723334	0.201417	
0.0850756	-0.238457	-0.312038	0.132879	0.288872	0.220181	0.175822	-0.0846681	-0.292672	0.560525	-0.120898	-0.18488	0.0720212	0.532382	0.326482	-0.222568	0.132897	-0.0817546	-0.154438	-0.559655	0.0838715	-0.076939	-0.00147417	0.0450144	0.444137	0.0461797	-0.177926	0.231523	0.0564661	0.0188145	0.554749	-0.251186	-0.149018	0.101007	-0.333376	0.00964334	-0.433889	0.137927	0.0811966	-0.218017	0.134029	-0.501574	-0.300361	0.486286	-0.21368	0.263427	-0.450618	0.198752	-0.209505	0.225941	0.270898	0.286975	0.169479	0.185547	0.0946632	0.236829	0.120227	-0.170569	0.0353884	-0.195423	-0.231525	-0.192243	0.0826322	-0.0662094	-0.417891	-0.0248074	-0.0396691	0.174071	0.012935	-0.164394	-0.311972	-0.0868337	-0.0540186	-0.213283	-0.0713161	0.100939	-0.170526	0.0176014	-0.418516	0.280519	0.0482327	-0.146734	-0.152633	-0.387938	0.0937994	0.356603	0.0465083	0.144875	0.364806	0.0535787	0.130827	-0.744695	-0.218452	0.0172388	-0.189492	-0.244654	-0.167769	-0.167207	-0.226551	0.00143452	
0.103673	-0.0406291	0.0347837	0.230357	-0.0264797	0.186004	0.250803	-0.126764	-0.232759	0.315727	-0.172562	-0.153878	-0.100875	0.400445	0.260774	0.0751048	0.0203884	-0.0717962	0.0449895	-0.191318	0.211524	-0.120751	-0.0519256	0.063313	0.0608366	0.222331	-0.0340968	-0.0429174	0.132736	0.0262628	0.291917	-0.126297	-0.087328	0.0163246	-0.11545	0.122384	-0.304312	0.0528439	0.08061	0.0425756	-0.0741085	-0.360661	-0.0509554	0.229347	0.127826	0.308004	0.184029	-0.052694	0.0152511	0.0917089	-0.0166529	0.298153	0.198323	0.136663	0.168241	-0.0548869	0.258112	-0.0987331	0.0613266	-0.132267	-0.066141	-0.119733	-0.239195	-0.00619043	-0.106094	-0.169152	-0.234661	0.0664431	-0.109533	0.0169673	-0.209857	-0.00111485	-0.0355135	-0.117909	-0.0794114	-0.103625	-0.209206	-0.16173	-0.126995	0.0990182	0.053114	-0.0668029	-0.0779108	-0.284181	0.0672731	0.177997	-0.0017695	0.0664409	0.0501838	0.0802442	-0.13576	-0.470329	-0.0280539	-0.0235324	-0.108318	-0.187616	-0.206777	-0.112908	-0.0513342	0.148381	
