,car,glass,plate,truck,Vehicles,Dinnerware,closer to vehicles,closer to dinnerware,,,,,
534,0.1257352006,0.1252803435,0.146171133,0.1375314521,0.1316333263,0.1357257383,True,False,,,,,
535,0.0592060958,0.0673371425,0.0768432411,0.0673261446,0.0632661202,0.0720901918,True,False,,,,,
536,0.0592377254,0.0648581653,0.0647338775,0.0555712808,0.0574045031,0.0647960214,True,False,,,,,
537,0.0543440578,0.0671311225,0.0568536646,0.0484586125,0.0514013352,0.0619923935,True,False,,,,,
538,0.0955594354,0.1277869944,0.143918484,0.0914158147,0.0934876251,0.1358527392,True,False,,,,,
539,0.093947641,0.0962364019,0.1026968075,0.1077385109,0.1008430759,0.0994666047,False,True,,,,,
540,0.0538317352,0.0629797893,0.0636378979,0.0423768463,0.0481042907,0.0633088436,True,False,,,,,
541,0.1074010275,0.0732649226,0.0917383945,0.0590763444,0.083238686,0.0825016586,False,True,,,,,
542,0.0820610135,0.1183467861,0.1102986499,0.0666009324,0.0743309729,0.114322718,True,False,,,,,
543,0.0809293427,0.0875108171,0.0722821791,0.0473595695,0.0641444561,0.0798964981,True,False,,,,,
544,0.0684421886,0.1401578876,0.0741039757,0.0618614702,0.0651518294,0.1071309317,True,False,,,,,
545,0.1002109471,0.0712922917,0.0963064246,0.0715975378,0.0859042424,0.0837993582,False,True,,,,,
546,0.1211962532,0.1026461634,0.1601818016,0.095533251,0.1083647521,0.1314139825,True,False,,,,,
547,0.1230084837,0.097688567,0.1175763975,0.1018241002,0.112416292,0.1076324823,False,True,,,,,
548,0.064765995,0.0693671454,0.0712344822,0.0499292148,0.0573476049,0.0703008138,True,False,,,,,
549,0.1487412941,0.1333088352,0.1056664023,0.1343712589,0.1415562765,0.1194876188,False,True,,,,,
550,0.1164961279,0.1567743066,0.0967304482,0.0829649429,0.0997305354,0.1267523774,True,False,,,,,
551,0.1048553517,0.1424272708,0.1151912022,0.0975129374,0.1011841446,0.1288092365,True,False,,,,,
552,0.0506607042,0.0646849532,0.0771211643,0.068816075,0.0597383896,0.0709030588,True,False,,,,,
553,0.1604826313,0.1010519297,0.1284828198,0.1056222867,0.133052459,0.1147673747,False,True,,,,,
554,0.0847479564,0.0954966273,0.1097602129,0.0756232279,0.0801855921,0.1026284201,True,False,,,,,
555,0.0919911195,0.1040526188,0.0905416989,0.0993393039,0.0956652117,0.0972971588,True,False,,,,,
556,0.0853902588,0.1057353246,0.105342989,0.0690755052,0.077232882,0.1055391568,True,False,,,,,
557,0.0826783694,0.045156232,0.0901226261,0.0446354343,0.0636569019,0.067639429,True,False,,,,,
558,0.1026048835,0.086296437,0.0554436585,0.0735174705,0.088061177,0.0708700478,False,True,,,,,
559,0.1099531673,0.1199336527,0.0998033046,0.0784209744,0.0941870708,0.1098684787,True,False,,,,,
560,0.0832753722,0.0656365245,0.1065964914,0.0789461453,0.0811107588,0.086116508,True,False,,,,,
561,0.0989607547,0.1143598025,0.1193678069,0.1129241811,0.1059424679,0.1168638047,True,False,,,,,
562,0.1430151744,0.1276854984,0.1411621128,0.121701807,0.1323584907,0.1344238056,True,False,,,,,
563,0.0641455629,0.0479687705,0.0766954957,0.0603156948,0.0622306289,0.0623321331,True,False,,,,,
564,0.1500112863,0.1251275473,0.1213288817,0.1334750005,0.1417431434,0.1232282145,False,True,,,,,
565,0.0809177054,0.0656211228,0.0620069243,0.0601795792,0.0705486423,0.0638140235,False,True,,,,,
566,0.0989054317,0.1101605612,0.0999671613,0.1010060799,0.0999557558,0.1050638613,True,False,,,,,
567,0.1049917958,0.142260536,0.1267773509,0.1052149501,0.105103373,0.1345189434,True,False,,,,,
568,0.0906515589,0.0789848777,0.0828666245,0.0665681827,0.0786098708,0.0809257511,True,False,,,,,
569,0.0666500962,0.0814753646,0.0637908513,0.0584983906,0.0625742434,0.0726331079,True,False,,,,,
570,0.145562714,0.1091372442,0.1352657212,0.0853703355,0.1154665247,0.1222014827,True,False,,,,,
571,0.1281900125,0.1148166643,0.0877484765,0.0780636412,0.1031268269,0.1012825704,False,True,,,,,
572,0.09977526,0.1108997166,0.1193386996,0.1146072569,0.1071912585,0.1151192081,True,False,,,,,
573,0.0897319521,0.0704799967,0.0767244086,0.0467406585,0.0682363053,0.0736022026,True,False,,,,,
574,0.0784050292,0.0825111376,0.1019557255,0.0791920841,0.0787985566,0.0922334315,True,False,,,,,
575,0.1254396826,0.0713364632,0.0726882288,0.0739185139,0.0996790983,0.072012346,False,True,,,,,
576,0.1355112253,0.1127814277,0.1400412887,0.1225674516,0.1290393385,0.1264113582,False,True,,,,,
577,0.1029463611,0.0991215919,0.1115348702,0.092651184,0.0977987726,0.1053282311,True,False,,,,,
578,0.0623516008,0.0672028005,0.080673546,0.0575855237,0.0599685622,0.0739381732,True,False,,,,,
579,0.0605258003,0.0767527452,0.0985176636,0.069758608,0.0651422041,0.0876352044,True,False,,,,,
580,0.0546188256,0.0971892476,0.0636548437,0.0561208282,0.0553698269,0.0804220457,True,False,,,,,
581,0.1223496684,0.1458283446,0.1997988561,0.1384440487,0.1303968586,0.1728136003,True,False,,,,,
582,0.0763300154,0.0821595099,0.0713146355,0.1027617526,0.089545884,0.0767370727,False,True,,,,,
583,0.1185725154,0.1197209193,0.1275393683,0.1015338163,0.1100531659,0.1236301438,True,False,,,,,
584,0.1130896382,0.1197207996,0.1240502831,0.0993214636,0.1062055509,0.1218855413,True,False,,,,,
585,0.1227152414,0.2031036321,0.1612566407,0.1205187613,0.1216170013,0.1821801364,True,False,,,,,
586,0.1082070668,0.1460936713,0.0672923936,0.102898918,0.1055529924,0.1066930324,True,False,,,,,
587,0.0539792371,0.0916790297,0.1078276777,0.091237069,0.072608153,0.0997533537,True,False,,,,,
588,0.1540782266,0.1154245643,0.1495857412,0.0920015336,0.1230398801,0.1325051528,True,False,,,,,
589,0.0691208786,0.0555397634,0.0776951944,0.0748653103,0.0719930944,0.0666174789,False,True,,,,,
590,0.1346318074,0.104824005,0.1128246744,0.0817755367,0.108203672,0.1088243397,True,False,,,,,
591,0.0607888671,0.0874612566,0.078394402,0.0525993736,0.0566941203,0.0829278293,True,False,,,,,
592,0.1163183227,0.0896770124,0.095666117,0.089683261,0.1030007919,0.0926715647,False,True,,,,,
593,0.1415802282,0.1466009087,0.1360965833,0.0982669494,0.1199235888,0.141348746,True,False,,,,,
594,0.10438247,0.0867535062,0.0948534913,0.0804356413,0.0924090557,0.0908034987,False,True,,,,,
595,0.1036372516,0.072247784,0.0736404135,0.059639347,0.0816382993,0.0729440987,False,True,,,,,
596,0.0981696396,0.1240581914,0.1134028245,0.0981046232,0.0981371314,0.1187305079,True,False,,,,,
597,0.100751629,0.1135461671,0.0984354282,0.0905663562,0.0956589926,0.1059907976,True,False,,,,,
598,0.0738568223,0.049856239,0.0799330263,0.046399789,0.0601283057,0.0648946327,True,False,,,,,
599,0.1211538233,0.123097016,0.1295695806,0.1035077303,0.1123307768,0.1263332983,True,False,,,,,
600,0.1358187508,0.0972439435,0.0618022324,0.0789487267,0.1073837388,0.079523088,False,True,,,,,
601,0.1231162255,0.1603590573,0.1208340139,0.1219820625,0.122549144,0.1405965356,True,False,,,,,
602,0.1141995399,0.1320873599,0.0984327961,0.1173056247,0.1157525823,0.115260078,False,True,,,,,
603,0.0581172828,0.0963235526,0.0826657955,0.0541299495,0.0561236162,0.0894946741,True,False,,,,,
604,0.0898861684,0.0929757327,0.0967929742,0.0751842469,0.0825352077,0.0948843535,True,False,,,,,
605,0.0517866227,0.0691896889,0.0879255549,0.0572855472,0.0545360849,0.0785576219,True,False,,,,,
606,0.1126859905,0.1406498777,0.156963439,0.0993172307,0.1060016106,0.1488066583,True,False,,,,,
607,0.0854304095,0.0666682189,0.0766530596,0.0589502533,0.0721903314,0.0716606392,False,True,,,,,
608,0.1683222827,0.1626431574,0.2095072034,0.1433960761,0.1558591794,0.1860751804,True,False,,,,,
609,0.0426954932,0.0630592714,0.0882138219,0.0413219948,0.042008744,0.0756365466,True,False,,,,,
610,0.1147953555,0.1300387942,0.117988776,0.1111410909,0.1129682232,0.1240137851,True,False,,,,,
611,0.1074777695,0.0945072254,0.1155317705,0.0892145894,0.0983461794,0.105019498,True,False,,,,,
612,0.1296927881,0.1159092877,0.1267383506,0.1202352489,0.1249640185,0.1213238192,False,True,,,,,
613,0.0649882107,0.1023397854,0.0884015313,0.0649268124,0.0649575115,0.0953706584,True,False,,,,,
614,0.0773839559,0.0744761371,0.0892625647,0.0834197133,0.0804018346,0.0818693509,True,False,,,,,
615,0.0984613827,0.1041482971,0.1089458754,0.0942582341,0.0963598084,0.1065470862,True,False,,,,,
616,0.0772566808,0.0845420057,0.0901860181,0.0663068408,0.0717817608,0.0873640119,True,False,,,,,
617,0.0933918987,0.0902036015,0.1240673565,0.0825536174,0.0879727581,0.107135479,True,False,,,,,
618,0.0493955049,0.0565454197,0.0487318018,0.0482649823,0.0488302436,0.0526386107,True,False,,,,,
619,0.0566387698,0.0679439416,0.066202883,0.0337845854,0.0452116776,0.0670734123,True,False,,,,,
620,0.0990237582,0.1303235435,0.1057434918,0.1176952766,0.1083595174,0.1180335176,True,False,,,,,
621,0.1213954348,0.1576562788,0.1381678693,0.1180133038,0.1197043693,0.1479120741,True,False,,,,,
622,0.1220648177,0.1336798473,0.1460248759,0.0941324916,0.1080986547,0.1398523616,True,False,,,,,
623,0.1267598566,0.1563436067,0.1316538148,0.0907656416,0.1087627491,0.1439987108,True,False,,,,,
624,0.1602683767,0.1521496351,0.1560079636,0.1519583857,0.1561133812,0.1540787994,False,True,,,,,
625,0.1265925524,0.1331790531,0.0776476601,0.089933016,0.1082627842,0.1054133566,False,True,,,,,
626,0.124969209,0.1324365057,0.1467579236,0.108593231,0.11678122,0.1395972146,True,False,,,,,
627,0.1100289822,0.1284969399,0.1162394403,0.0908621108,0.1004455465,0.1223681901,True,False,,,,,
628,0.1420921899,0.1024877612,0.1018700526,0.0775052808,0.1097987354,0.1021789069,False,True,,,,,
629,0.0806994033,0.0575374603,0.0856840724,0.0587310524,0.0697152278,0.0716107664,True,False,,,,,
630,0.0814608892,0.0925137999,0.0808406941,0.0862451573,0.0838530232,0.086677247,True,False,,,,,
631,0.1021103992,0.0909309308,0.0955920214,0.0830326781,0.0925715387,0.0932614761,True,False,,,,,
632,0.0922223472,0.0558607712,0.0613519141,0.0598636295,0.0760429883,0.0586063427,False,True,,,,,
633,0.0670410718,0.0684145539,0.0861884719,0.0869212634,0.0769811676,0.0773015129,True,False,,,,,
634,0.1074858536,0.0946814266,0.1355973737,0.079669954,0.0935779038,0.1151394001,True,False,,,,,
635,0.1590790555,0.1272782406,0.1062970485,0.0943988294,0.1267389425,0.1167876446,False,True,,,,,
636,0.0688275037,0.0665728814,0.0549948863,0.0421274348,0.0554774693,0.0607838839,True,False,,,,,
637,0.1189530597,0.1187647986,0.1361332767,0.1149007947,0.1169269272,0.1274490376,True,False,,,,,
638,0.1168556648,0.1012529859,0.1031899183,0.1209894836,0.1189225742,0.1022214521,False,True,,,,,
639,0.0817529649,0.0677235187,0.0776950223,0.0764533955,0.0791031802,0.0727092705,False,True,,,,,
640,0.0771976319,0.0836640547,0.0784303435,0.0710939371,0.0741457845,0.0810471991,True,False,,,,,
641,0.0759005711,0.0853989625,0.1046056115,0.0733458333,0.0746232022,0.095002287,True,False,,,,,
642,0.0525443291,0.0949045282,0.102620956,0.0691384399,0.0608413845,0.0987627421,True,False,,,,,
643,0.1104280534,0.1091625131,0.0937900062,0.0913803622,0.1009042078,0.1014762597,True,False,,,,,
644,0.165132695,0.1591414449,0.1806999089,0.1359050716,0.1505188833,0.1699206769,True,False,,,,,
645,0.1006974527,0.1026107973,0.1034531159,0.0713113584,0.0860044056,0.1030319566,True,False,,,,,
646,0.0840723799,0.1397636259,0.0995925634,0.0783151013,0.0811937406,0.1196780946,True,False,,,,,
647,0.236399439,0.1591361033,0.2059993289,0.1955309931,0.215965216,0.1825677161,False,True,,,,,
648,0.0647876646,0.0484409183,0.0801509461,0.0783716009,0.0715796327,0.0642959322,False,True,,,,,
649,0.1033837417,0.1603680578,0.1588068122,0.1205631197,0.1119734307,0.159587435,True,False,,,,,
650,0.1128102119,0.1023352912,0.1198531434,0.0848540807,0.0988321463,0.1110942173,True,False,,,,,
651,0.1138260841,0.1092386214,0.091649072,0.1034767578,0.1086514209,0.1004438467,False,True,,,,,
652,0.0484926322,0.0634699211,0.06213546,0.0606782846,0.0545854584,0.0628026905,True,False,,,,,
653,0.0644274451,0.1004536144,0.0920484311,0.0888889685,0.0766582068,0.0962510228,True,False,,,,,
654,0.109422087,0.1017927583,0.111130217,0.118252635,0.113837361,0.1064614877,False,True,,,,,
655,0.0867224084,0.0926611317,0.1055092916,0.1112965906,0.0990094995,0.0990852116,True,False,,,,,
656,0.0980891836,0.1271674464,0.1112148793,0.0840066428,0.0910479132,0.1191911629,True,False,,,,,
657,0.2102233261,0.1772031699,0.1749142583,0.1247857688,0.1675045474,0.1760587141,True,False,,,,,
658,0.0619035562,0.0785331734,0.092307538,0.0681668539,0.0650352051,0.0854203557,True,False,,,,,
659,0.1624789734,0.1469442204,0.1523232421,0.0924754743,0.1274772239,0.1496337313,True,False,,,,,
660,0.1145941261,0.1444995582,0.0924871893,0.0650031892,0.0897986576,0.1184933738,True,False,,,,,
661,0.0719208909,0.1040853611,0.0739641595,0.0912661027,0.0815934968,0.0890247603,True,False,,,,,
662,0.1010908734,0.134411391,0.1717680521,0.1073692722,0.1042300728,0.1530897215,True,False,,,,,
663,0.0699495464,0.0499810621,0.0549587857,0.057112336,0.0635309412,0.0524699239,False,True,,,,,
664,0.1063271908,0.0816327959,0.0805455805,0.0995204524,0.1029238216,0.0810891882,False,True,,,,,
665,0.0906958212,0.0750025515,0.0747202745,0.0730091078,0.0818524645,0.074861413,False,True,,,,,
666,0.160216792,0.1881921045,0.132975334,0.1288289066,0.1445228493,0.1605837192,True,False,,,,,
667,0.0875098332,0.0912069964,0.0703253202,0.0541173919,0.0708136125,0.0807661583,True,False,,,,,
668,0.1132292431,0.1006812034,0.0996800202,0.0815887825,0.0974090128,0.1001806118,True,False,,,,,
669,0.1550899215,0.1315199706,0.1554918876,0.1624648185,0.15877737,0.1435059291,False,True,,,,,
670,0.0500071602,0.0738181513,0.1073228477,0.0749596528,0.0624834065,0.0905704995,True,False,,,,,
671,0.1441574171,0.1405204073,0.1420264885,0.1350061032,0.1395817602,0.1412734479,True,False,,,,,
672,0.0840116122,0.13372553,0.1150446621,0.0800346416,0.0820231269,0.124385096,True,False,,,,,
673,0.07435619,0.0721406146,0.0754812282,0.0667693291,0.0705627595,0.0738109214,True,False,,,,,
674,0.0837282105,0.0616810629,0.0863886968,0.0560748898,0.0699015501,0.0740348799,True,False,,,,,
675,0.0521133676,0.0406126535,0.0459698371,0.0386021923,0.04535778,0.0432912453,False,True,,,,,
676,0.1444975325,0.1687427717,0.195274305,0.135432782,0.1399651572,0.1820085384,True,False,,,,,
677,0.1094085326,0.14646756,0.148709099,0.1235406532,0.1164745929,0.1475883295,True,False,,,,,
678,0.135578515,0.1603020202,0.1253950277,0.1406772484,0.1381278817,0.142848524,True,False,,,,,
679,0.0868177488,0.0689211112,0.0922035016,0.0752828447,0.0810502968,0.0805623064,False,True,,,,,
680,0.0972230111,0.1146697889,0.1075739105,0.1328283044,0.1150256577,0.1111218497,False,True,,,,,
681,0.2031977927,0.1975443581,0.2416232772,0.2219890214,0.212593407,0.2195838177,True,False,,,,,
682,0.0541882062,0.0544082317,0.0610589939,0.0562225194,0.0552053628,0.0577336128,True,False,,,,,
683,0.1234663503,0.0758750692,0.1563848482,0.1115654409,0.1175158956,0.1161299587,False,True,,,,,
684,0.0724147072,0.097426767,0.0972437657,0.0755326424,0.0739736748,0.0973352664,True,False,,,,,
685,0.0702068721,0.0871293064,0.0997198584,0.0691593273,0.0696830997,0.0934245824,True,False,,,,,
686,0.1032244556,0.1118745498,0.09493761,0.0620002868,0.0826123712,0.1034060799,True,False,,,,,
687,0.0661297024,0.1026671301,0.0876074387,0.0713178782,0.0687237903,0.0951372844,True,False,,,,,
688,0.0613662115,0.1159115574,0.1026287806,0.0722094166,0.0667878141,0.109270169,True,False,,,,,
689,0.051257206,0.0593219585,0.0565153785,0.045183247,0.0482202265,0.0579186685,True,False,,,,,
690,0.0771840709,0.0817710249,0.0657748089,0.0778734295,0.0775287502,0.0737729169,False,True,,,,,
691,0.074826993,0.0866714717,0.052151471,0.0615390089,0.0681830009,0.0694114714,True,False,,,,,
692,0.1179471003,0.0977630459,0.1054784591,0.0845887513,0.1012679258,0.1016207525,True,False,,,,,
693,0.0768465992,0.0838276216,0.0860041421,0.0704543567,0.0736504779,0.0849158818,True,False,,,,,
694,0.0898434412,0.0798375154,0.071390136,0.080015854,0.0849296476,0.0756138257,False,True,,,,,
695,0.0889387731,0.0948443936,0.0870335601,0.0851627564,0.0870507648,0.0909389768,True,False,,,,,
696,0.1135209945,0.1167937237,0.1078290126,0.1036303283,0.1085756614,0.1123113682,True,False,,,,,
697,0.0994121896,0.1365013815,0.1514279062,0.102957701,0.1011849453,0.1439646439,True,False,,,,,
698,0.0982868999,0.1205419946,0.1166373974,0.1008512168,0.0995690584,0.118589696,True,False,,,,,
699,0.0948208542,0.09572009,0.1139494557,0.0729747731,0.0838978136,0.1048347728,True,False,,,,,
700,0.1355274518,0.1566290083,0.1890520459,0.1325215238,0.1340244878,0.1728405271,True,False,,,,,
701,0.0692346018,0.0630931154,0.0812874829,0.0653065104,0.0672705561,0.0721902991,True,False,,,,,
702,0.0808830227,0.0763228716,0.0781775369,0.0603982063,0.0706406145,0.0772502043,True,False,,,,,
703,0.0909402188,0.114365918,0.0995828721,0.0748978371,0.082919028,0.106974395,True,False,,,,,
704,0.1721395012,0.1173001553,0.1407958495,0.1393822235,0.1557608624,0.1290480024,False,True,,,,,
705,0.1382219588,0.1323016515,0.2209386232,0.1626215885,0.1504217737,0.1766201373,True,False,,,,,
706,0.1059970995,0.1310233138,0.1058578949,0.1267911715,0.1163941355,0.1184406044,True,False,,,,,
707,0.0954569397,0.1479337313,0.1148290111,0.1089359731,0.1021964564,0.1313813712,True,False,,,,,
708,0.0470367903,0.0514621822,0.0502753768,0.0516312322,0.0493340112,0.0508687795,True,False,,,,,
709,0.1558928579,0.1690753621,0.1861808532,0.1757557094,0.1658242837,0.1776281077,True,False,,,,,
710,0.0698015892,0.0697993019,0.06616896,0.0423123388,0.056056964,0.067984131,True,False,,,,,
711,0.1208667596,0.1505080121,0.1675522411,0.101942967,0.1114048633,0.1590301266,True,False,,,,,
712,0.1379758595,0.0978113788,0.1146857954,0.1060981295,0.1220369945,0.1062485871,False,True,,,,,
713,0.2203071291,0.1586764178,0.1405070923,0.1779542783,0.1991307037,0.1495917551,False,True,,,,,
714,0.1339319524,0.1523532032,0.1316887636,0.1075083145,0.1207201335,0.1420209834,True,False,,,,,
715,0.0699422595,0.0908392572,0.1959625662,0.0913560464,0.0806491529,0.1434009117,True,False,,,,,
716,0.1623256954,0.2743785593,0.1584636934,0.1700323505,0.166179023,0.2164211263,True,False,,,,,
717,0.1565825792,0.1466783903,0.1671810774,0.1195520624,0.1380673208,0.1569297338,True,False,,,,,
718,0.1233409766,0.1506007953,0.1417736249,0.1270610926,0.1252010346,0.1461872101,True,False,,,,,
719,0.073553444,0.1000810544,0.0867382294,0.0771675887,0.0753605164,0.0934096419,True,False,,,,,
720,0.0921891884,0.090296784,0.1022702735,0.0624207511,0.0773049697,0.0962835288,True,False,,,,,
721,0.0597462146,0.0715956475,0.0733782133,0.0713898492,0.0655680319,0.0724869304,True,False,,,,,
722,0.0548058267,0.0663660177,0.088539405,0.0457119954,0.050258911,0.0774527114,True,False,,,,,
723,0.1663179134,0.1312059765,0.1553571884,0.1522629381,0.1592904257,0.1432815825,False,True,,,,,
724,0.0796229404,0.0749719906,0.0841381379,0.0814280123,0.0805254764,0.0795550643,False,True,,,,,
725,0.0495606851,0.0523355838,0.0672459008,0.0747830781,0.0621718816,0.0597907423,False,True,,,,,
726,0.1220447601,0.0777281768,0.0654692284,0.0595595099,0.090802135,0.0715987026,False,True,,,,,
727,0.0689962362,0.0556314807,0.0875270554,0.0540208417,0.061508539,0.071579268,True,False,,,,,
728,0.0547842635,0.0566314169,0.0551271695,0.0507353293,0.0527597964,0.0558792932,True,False,,,,,
729,0.101302901,0.0805492817,0.0735780306,0.0614356501,0.0813692755,0.0770636562,False,True,,,,,
730,0.1152947541,0.1270457199,0.1366847212,0.0993917142,0.1073432342,0.1318652206,True,False,,,,,
731,0.0836857305,0.0886413243,0.1240533999,0.080474648,0.0820801892,0.1063473621,True,False,,,,,
732,0.2114188828,0.1592223966,0.1787931123,0.1127017393,0.1620603111,0.1690077545,True,False,,,,,
733,0.1478078969,0.1138111148,0.1373404318,0.1062163778,0.1270121374,0.1255757733,False,True,,,,,
734,0.1470884366,0.1298323828,0.1492524792,0.1381130249,0.1426007308,0.139542431,False,True,,,,,
735,0.0761514347,0.094815107,0.0902081621,0.0806089711,0.0783802029,0.0925116346,True,False,,,,,
736,0.1150110198,0.1441407337,0.1188047905,0.108284535,0.1116477774,0.1314727621,True,False,,,,,
737,0.0922393497,0.1049184264,0.1063951639,0.1406047311,0.1164220404,0.1056567952,False,True,,,,,
738,0.0975479335,0.1051140014,0.0826759511,0.0697200201,0.0836339768,0.0938949763,True,False,,,,,
739,0.1189028105,0.1415215818,0.1584589239,0.1423482699,0.1306255402,0.1499902529,True,False,,,,,
740,0.0746285162,0.0829436405,0.0701352928,0.0946884366,0.0846584764,0.0765394666,False,True,,,,,
741,0.0789898826,0.0958158618,0.0663935578,0.0735198355,0.076254859,0.0811047098,True,False,,,,,
742,0.0713246787,0.0683455521,0.0920023155,0.0439082419,0.0576164603,0.0801739338,True,False,,,,,
743,0.1032881476,0.0954870772,0.1355163066,0.1025230197,0.1029055836,0.1155016919,True,False,,,,,
744,0.1000546879,0.1088551571,0.0905909671,0.0670289786,0.0835418332,0.0997230621,True,False,,,,,
745,0.0814543225,0.133122355,0.0705824144,0.1064884321,0.0939713773,0.1018523847,True,False,,,,,
746,0.0551141217,0.076471918,0.0794227988,0.061485483,0.0582998023,0.0779473584,True,False,,,,,
747,0.1326932462,0.1517605379,0.1211759608,0.1186546429,0.1256739445,0.1364682493,True,False,,,,,
748,0.0869468461,0.1125111161,0.0949708242,0.0766182069,0.0817825265,0.1037409702,True,False,,,,,
749,0.1038526187,0.116148768,0.0797127411,0.0825306506,0.0931916347,0.0979307546,True,False,,,,,
750,0.0663052911,0.107506027,0.1174838415,0.06610066,0.0662029755,0.1124949342,True,False,,,,,
751,0.1106543808,0.2021172554,0.1189516705,0.1411657921,0.1259100864,0.1605344629,True,False,,,,,
752,0.0570092507,0.0606093379,0.0564032311,0.0369732835,0.0469912671,0.0585062845,True,False,,,,,
753,0.1399033243,0.1247368312,0.1285905243,0.0933463795,0.1166248519,0.1266636777,True,False,,,,,
754,0.0622678707,0.0636370761,0.0934266068,0.0789867916,0.0706273311,0.0785318414,True,False,,,,,
755,0.0860819425,0.0903318356,0.1065069498,0.0673864481,0.0767341953,0.0984193927,True,False,,,,,
756,0.0879185756,0.1125600932,0.1065875795,0.1000711185,0.0939948471,0.1095738364,True,False,,,,,
757,0.1619277513,0.1568912465,0.1432678379,0.1373785638,0.1496531575,0.1500795422,True,False,,,,,
758,0.1563146461,0.1745942459,0.1884702706,0.170130942,0.163222794,0.1815322582,True,False,,,,,
759,0.1223229096,0.121710293,0.1229890757,0.1204102479,0.1213665788,0.1223496844,True,False,,,,,
760,0.0971789809,0.1392419228,0.1033407079,0.0915524688,0.0943657248,0.1212913153,True,False,,,,,
761,0.1081036602,0.1458992404,0.1028588961,0.0628575725,0.0854806164,0.1243790683,True,False,,,,,
762,0.0630704239,0.0498666714,0.0683634405,0.0607895723,0.0619299981,0.059115056,False,True,,,,,
763,0.0671960148,0.0672694296,0.0375999037,0.0711677165,0.0691818656,0.0524346666,False,True,,,,,
764,0.0683351456,0.0841964608,0.0903141066,0.0639644832,0.0661498144,0.0872552837,True,False,,,,,
765,0.0889216464,0.0803619696,0.0811545551,0.0851403688,0.0870310076,0.0807582624,False,True,,,,,
766,0.093317578,0.1586276374,0.0997423756,0.1027776291,0.0980476035,0.1291850065,True,False,,,,,
767,0.0853737086,0.087236206,0.0700755561,0.0839452109,0.0846594597,0.078655881,False,True,,,,,
768,0.1212306437,0.1578406085,0.1323522995,0.1414008576,0.1313157506,0.145096454,True,False,,,,,
769,0.1126723295,0.1697071704,0.1081971016,0.1044435229,0.1085579262,0.138952136,True,False,,,,,
770,0.1002561754,0.089041199,0.0943664372,0.0896284521,0.0949423137,0.0917038181,False,True,,,,,
771,0.1164936492,0.1111400984,0.0911665261,0.0955852538,0.1060394515,0.1011533122,False,True,,,,,
772,0.0611122508,0.0607075636,0.0505594972,0.0504579212,0.055785086,0.0556335304,False,True,,,,,
773,0.1096569694,0.085557622,0.0973929617,0.0804330044,0.0950449869,0.0914752918,False,True,,,,,
774,0.1469903266,0.1057099188,0.0972710522,0.095126425,0.1210583758,0.1014904855,False,True,,,,,
775,0.0570065155,0.0912630703,0.074558292,0.070381507,0.0636940113,0.0829106811,True,False,,,,,
776,0.0698222799,0.0929708392,0.1067245688,0.0865638557,0.0781930678,0.099847704,True,False,,,,,
777,0.0820260078,0.1001827654,0.099400798,0.1156696662,0.098847837,0.0997917817,True,False,,,,,
778,0.0738384515,0.1032558216,0.0869742988,0.0754092575,0.0746238545,0.0951150602,True,False,,,,,
779,0.0464856813,0.0510010736,0.036157792,0.0478164855,0.0471510834,0.0435794328,False,True,,,,,
780,0.0880375295,0.0758512654,0.0709984612,0.0789972064,0.083517368,0.0734248633,False,True,,,,,
781,0.146973004,0.1007350234,0.1109450754,0.1131042996,0.1300386518,0.1058400494,False,True,,,,,
782,0.1693420434,0.1704694096,0.2726211691,0.1753811775,0.1723616105,0.2215452893,True,False,,,,,
783,0.1406786286,0.1272942116,0.1039476935,0.0839685695,0.1123235991,0.1156209526,True,False,,,,,
784,0.0869298116,0.0757596237,0.0930268516,0.0738384627,0.0803841371,0.0843932376,True,False,,,,,
785,0.1366500968,0.1155208233,0.0946185674,0.1201290358,0.1283895663,0.1050696953,False,True,,,,,
786,0.1345459979,0.1525196156,0.0971538898,0.0729032795,0.1037246387,0.1248367527,True,False,,,,,
787,0.1255825176,0.0990710764,0.0839668428,0.0700067613,0.0977946394,0.0915189596,False,True,,,,,
788,0.1141610167,0.1233687966,0.0951348761,0.0894498753,0.101805446,0.1092518363,True,False,,,,,
789,0.1182366493,0.1033383643,0.1421117005,0.1219280778,0.1200823635,0.1227250324,True,False,,,,,
790,0.0829770605,0.0837656846,0.0726411237,0.1132846965,0.0981308785,0.0782034042,False,True,,,,,
791,0.1606808682,0.1281058273,0.163504251,0.1242243884,0.1424526283,0.1458050391,True,False,,,,,
792,0.0844429095,0.0815081197,0.0970699517,0.0635899154,0.0740164124,0.0892890357,True,False,,,,,
793,0.0662613034,0.0805461577,0.0734061533,0.0633705853,0.0648159444,0.0769761555,True,False,,,,,
794,0.0900021616,0.0741956783,0.0921593439,0.0684686193,0.0792353905,0.0831775111,True,False,,,,,
795,0.0717339486,0.0827655933,0.0775029814,0.065837882,0.0687859153,0.0801342874,True,False,,,,,
796,0.2339195327,0.1408408263,0.1912557512,0.1357003893,0.184809961,0.1660482888,False,True,,,,,
797,0.0652080408,0.066933377,0.0602883693,0.0544000208,0.0598040308,0.0636108731,True,False,,,,,
798,0.0960086739,0.0923517686,0.1297646728,0.0705729891,0.0832908315,0.1110582207,True,False,,,,,
799,0.1516758238,0.1070769379,0.1038434211,0.0641105055,0.1078931646,0.1054601795,False,True,,,,,
