,car,glass,plate,truck,Vehicles,Dinnerware,closer to vehicles,closer to dinnerware,,,
42,0.0043855068,0.0035553167,0.0028666665,0.0031643022,0.0037749045,0.0032109916,False,True,,,
43,0.0029065012,0.0037659128,0.0031330188,0.0028624306,0.0028844659,0.0034494658,True,False,,,
44,0.0041501573,0.0073899576,0.0070856684,0.0056047175,0.0048774374,0.007237813,True,False,,,
45,0.0027305279,0.0036051677,0.0039986773,0.0039953573,0.0033629426,0.0038019225,True,False,,,
46,0.0049791158,0.0051009802,0.0088549687,0.0073841224,0.0061816191,0.0069779745,True,False,,,
47,0.0049595314,0.0034656955,0.0041903704,0.0036646181,0.0043120747,0.003828033,False,True,,,
48,0.0080732899,0.0076799409,0.0066783157,0.0052201493,0.0066467196,0.0071791283,True,False,,,
49,0.0041964855,0.0046139746,0.0057158961,0.0045998571,0.0043981713,0.0051649353,True,False,,,
50,0.003896268,0.0041135879,0.0060573964,0.0044325442,0.0041644061,0.0050854922,True,False,,,
51,0.0091015562,0.0093252957,0.0075579239,0.0096611229,0.0093813395,0.0084416098,False,True,,,
52,0.0093930603,0.0103062397,0.0132320729,0.0092631399,0.0093281001,0.0117691563,True,False,,,
53,0.0041376098,0.0056414873,0.0051489087,0.0045609167,0.0043492633,0.005395198,True,False,,,
54,0.0081165993,0.0051967834,0.0048061841,0.0067323722,0.0074244857,0.0050014837,False,True,,,
55,0.0078565093,0.0092630538,0.0068067437,0.0068469702,0.0073517397,0.0080348987,True,False,,,
56,0.0060577887,0.0059762696,0.0073888117,0.0076822717,0.0068700302,0.0066825407,False,True,,,
57,0.00644289,0.006653409,0.0058751434,0.0057539726,0.0060984313,0.0062642762,True,False,,,
58,0.0050606365,0.0048274229,0.0061353002,0.0053026461,0.0051816413,0.0054813616,True,False,,,
59,0.0065791868,0.0057128282,0.0053103929,0.0069048327,0.0067420097,0.0055116105,False,True,,,
60,0.006951919,0.006597411,0.007226215,0.0083524478,0.0076521834,0.006911813,False,True,,,
61,0.0093791121,0.0091744177,0.0086103289,0.0100722176,0.0097256649,0.0088923733,False,True,,,
62,0.0035249211,0.0034607382,0.0036218525,0.0028252969,0.003175109,0.0035412953,True,False,,,
63,0.0031089907,0.0052509566,0.004694801,0.0041173877,0.0036131892,0.0049728788,True,False,,,
64,0.0035245005,0.0041200019,0.0037147002,0.003026756,0.0032756282,0.0039173511,True,False,,,
65,0.0057266256,0.0069756069,0.0082614155,0.0073154801,0.0065210529,0.0076185112,True,False,,,
66,0.0046143256,0.0058391604,0.0055799028,0.0067710321,0.0056926789,0.0057095316,True,False,,,
67,0.0068399831,0.0076803456,0.0081311599,0.0061559365,0.0064979598,0.0079057527,True,False,,,
68,0.0041366038,0.0033149325,0.0035444129,0.0027773003,0.003456952,0.0034296727,False,True,,,
69,0.0036932074,0.0055903545,0.0041710454,0.0035284871,0.0036108472,0.0048806999,True,False,,,
70,0.0059461672,0.005817036,0.0040447545,0.0044284727,0.00518732,0.0049308953,False,True,,,
71,0.005841149,0.006588183,0.0063974258,0.0044325707,0.0051368599,0.0064928044,True,False,,,
72,0.0087238101,0.0082686333,0.0062040939,0.0089657889,0.0088447995,0.0072363636,False,True,,,
73,0.0044180122,0.0049017152,0.0041121432,0.0045883788,0.0045031955,0.0045069292,True,False,,,
74,0.0028347824,0.0040698585,0.0040020521,0.0032665564,0.0030506694,0.0040359553,True,False,,,
75,0.009564377,0.0092058064,0.0078759218,0.0072158076,0.0083900923,0.0085408641,True,False,,,
76,0.0078880164,0.012017901,0.0105607941,0.0079392925,0.0079136544,0.0112893476,True,False,,,
77,0.0048796409,0.0038077538,0.0040102443,0.0035768915,0.0042282662,0.0039089991,False,True,,,
78,0.0054647942,0.0078186341,0.008113842,0.0039797196,0.0047222569,0.007966238,True,False,,,
79,0.0053138152,0.0047552325,0.0051246048,0.0045163534,0.0049150843,0.0049399187,True,False,,,
80,0.0080927905,0.005321561,0.0055257394,0.0064568926,0.0072748415,0.0054236502,False,True,,,
81,0.0053168582,0.0040364229,0.0049405007,0.0045229192,0.0049198887,0.0044884618,False,True,,,
82,0.0024887096,0.0030852655,0.0022028217,0.0024118088,0.0024502592,0.0026440436,True,False,,,
83,0.0070452568,0.0052405565,0.0039389782,0.0032764644,0.0051608606,0.0045897673,False,True,,,
84,0.0060155814,0.006368976,0.0042493403,0.0065192844,0.0062674329,0.0053091582,False,True,,,
85,0.0053207495,0.0086277968,0.0051354719,0.0085248586,0.0069228041,0.0068816343,False,True,,,
86,0.0054227057,0.004086951,0.0039721009,0.0044239858,0.0049233457,0.004029526,False,True,,,
87,0.0049804341,0.0048354167,0.0058218911,0.005015568,0.0049980011,0.0053286539,True,False,,,
88,0.0042222318,0.0059823864,0.004531968,0.0058664827,0.0050443573,0.0052571772,True,False,,,
89,0.0045652573,0.0066939192,0.0045452572,0.0026136211,0.0035894392,0.0056195882,True,False,,,
90,0.0037377159,0.0043249281,0.0038072262,0.0048736198,0.0043056678,0.0040660771,False,True,,,
91,0.0070120362,0.0059070123,0.0065910622,0.0062006122,0.0066063242,0.0062490373,False,True,,,
92,0.0054242846,0.0036851491,0.0035716006,0.0055073533,0.005465819,0.0036283749,False,True,,,
93,0.0062089802,0.0060062935,0.0066091551,0.0074987263,0.0068538533,0.0063077243,False,True,,,
94,0.0062880591,0.006940867,0.0046539919,0.0051444971,0.0057162781,0.0057974295,True,False,,,
95,0.005807025,0.0050951737,0.0044641494,0.0052840548,0.0055455399,0.0047796616,False,True,,,
96,0.0039126687,0.0035434977,0.0028744692,0.0063871895,0.0051499291,0.0032089835,False,True,,,
97,0.0093968006,0.0061980019,0.0072071754,0.0124965698,0.0109466852,0.0067025887,False,True,,,
98,0.0046983234,0.0038226326,0.004428145,0.0037732729,0.0042357982,0.0041253888,False,True,,,
99,0.0053987963,0.005745359,0.005252476,0.0058323108,0.0056155535,0.0054989175,False,True,,,
100,0.0098693136,0.0062536234,0.0089241073,0.0087549466,0.0093121301,0.0075888653,False,True,,,
101,0.0026801712,0.0025131889,0.0031861683,0.002847953,0.0027640621,0.0028496786,True,False,,,
102,0.0055124297,0.0055815885,0.0044373752,0.0048563451,0.0051843874,0.0050094819,False,True,,,
103,0.0087456369,0.008241815,0.0069756651,0.0077057015,0.0082256692,0.0076087401,False,True,,,
104,0.0050126297,0.0058061483,0.0060414257,0.0039889202,0.0045007749,0.005923787,True,False,,,
105,0.0058243673,0.0075173077,0.0092108284,0.0053982789,0.0056113231,0.008364068,True,False,,,
106,0.00256191,0.0031429093,0.0038337536,0.0032774839,0.0029196969,0.0034883314,True,False,,,
107,0.0064448035,0.0051023125,0.004420731,0.0063714083,0.0064081059,0.0047615217,False,True,,,
108,0.0040775142,0.0036533854,0.0040344317,0.0047022537,0.0043898839,0.0038439085,False,True,,,
109,0.0040770827,0.0025536758,0.0029844973,0.0032674222,0.0036722524,0.0027690866,False,True,,,
110,0.0057808693,0.0060765921,0.0050302643,0.005835941,0.0058084051,0.0055534282,False,True,,,
111,0.0081080987,0.0067999347,0.0069983417,0.0087039076,0.0084060031,0.0068991382,False,True,,,
112,0.0053561874,0.0084621903,0.0065808397,0.0050377868,0.0051969871,0.007521515,True,False,,,
113,0.0050287119,0.0035397465,0.0051118743,0.0049564271,0.0049925695,0.0043258104,False,True,,,
114,0.0061272249,0.0068076405,0.0059012166,0.0068331528,0.0064801888,0.0063544285,False,True,,,
115,0.0069764235,0.005177376,0.0047748801,0.0036788194,0.0053276214,0.004976128,False,True,,,
116,0.0049806653,0.0043779268,0.0040799305,0.0063912716,0.0056859684,0.0042289287,False,True,,,
117,0.0057535475,0.004003984,0.0034807489,0.0036175599,0.0046855537,0.0037423664,False,True,,,
118,0.0060415943,0.0073410733,0.0074267186,0.0045498524,0.0052957233,0.007383896,True,False,,,
119,0.0025513278,0.0029733348,0.0036012005,0.0038579927,0.0032046602,0.0032872676,True,False,,,
120,0.0038669386,0.0049594017,0.0037315575,0.0037050534,0.003785996,0.0043454796,True,False,,,
121,0.0027216974,0.0026622682,0.0029992445,0.0027569652,0.0027393313,0.0028307564,True,False,,,
122,0.0078462488,0.0040415053,0.0059826126,0.0057651394,0.0068056941,0.005012059,False,True,,,
123,0.0091856839,0.0120492624,0.0083185383,0.0067620462,0.0079738651,0.0101839004,True,False,,,
124,0.0044597096,0.0039501321,0.0043455176,0.0048412503,0.00465048,0.0041478249,False,True,,,
125,0.0069752156,0.0063247703,0.0071616658,0.005580382,0.0062777988,0.0067432181,True,False,,,
126,0.0046757448,0.0036182617,0.0040018093,0.0053194233,0.004997584,0.0038100355,False,True,,,
127,0.0097102883,0.0058710558,0.0055782383,0.0089970167,0.0093536525,0.005724647,False,True,,,
128,0.0053058569,0.0067235931,0.0060612238,0.0056111785,0.0054585177,0.0063924084,True,False,,,
129,0.003453361,0.0041697612,0.0045454725,0.0035789665,0.0035161637,0.0043576168,True,False,,,
130,0.0060208133,0.0078397889,0.0053601342,0.0050783441,0.0055495787,0.0065999615,True,False,,,
131,0.0050646612,0.004995122,0.0068119593,0.0045287031,0.0047966822,0.0059035407,True,False,,,
132,0.0050355742,0.0053421458,0.0057221137,0.0062639114,0.0056497428,0.0055321297,False,True,,,
133,0.0042833264,0.0060007719,0.0050852021,0.0048916561,0.0045874913,0.005542987,True,False,,,
134,0.012267688,0.0082367208,0.0090200737,0.009357529,0.0108126085,0.0086283972,False,True,,,
135,0.0052884743,0.00337686,0.0047785923,0.0030942656,0.0041913699,0.0040777262,False,True,,,
136,0.0042481982,0.0025932596,0.0023381034,0.0036250821,0.0039366401,0.0024656815,False,True,,,
137,0.0043671468,0.004567666,0.0034333021,0.0053888694,0.0048780081,0.004000484,False,True,,,
138,0.0061820743,0.0069019484,0.0061735793,0.0070613129,0.0066216936,0.0065377638,False,True,,,
139,0.0051588526,0.0056811686,0.0056879191,0.005992595,0.0055757238,0.0056845439,True,False,,,
140,0.0075849807,0.0106517937,0.0113425061,0.0102658103,0.0089253955,0.0109971499,True,False,,,
141,0.0047294079,0.0054105373,0.0055416574,0.003828742,0.004279075,0.0054760974,True,False,,,
142,0.008048258,0.0057260548,0.006404237,0.0079879266,0.0080180923,0.0060651459,False,True,,,
143,0.0055841351,0.0083723856,0.0065841413,0.0057329211,0.0056585281,0.0074782635,True,False,,,
144,0.0045394802,0.0051930134,0.0040066039,0.0056228656,0.0050811729,0.0045998086,False,True,,,
145,0.0040299114,0.00407349,0.0048844177,0.0051908505,0.0046103809,0.0044789538,False,True,,,
146,0.0074757429,0.0065617374,0.0064883929,0.0101634879,0.0088196154,0.0065250651,False,True,,,
147,0.0055001885,0.0052506509,0.0039663722,0.0051486997,0.0053244441,0.0046085115,False,True,,,
148,0.0036007756,0.0048324199,0.0027900035,0.0025568822,0.0030788289,0.0038112117,True,False,,,
149,0.0069668099,0.0059193564,0.0060597122,0.005832508,0.0063996589,0.0059895343,False,True,,,
150,0.0074740357,0.0055752077,0.0070895541,0.0080094971,0.0077417664,0.0063323809,False,True,,,
151,0.004202218,0.0043732412,0.0061792785,0.0053307126,0.0047664653,0.0052762598,True,False,,,
152,0.0049761504,0.0057597414,0.0050141488,0.0062018222,0.0055889863,0.0053869451,False,True,,,
153,0.003910838,0.0059317597,0.0046562152,0.0038015196,0.0038561788,0.0052939875,True,False,,,
154,0.0041270643,0.0043675037,0.0041644521,0.0061220488,0.0051245566,0.0042659779,False,True,,,
155,0.0077462648,0.0086538743,0.0059537206,0.008940626,0.0083434454,0.0073037975,False,True,,,
156,0.0079884571,0.0064543222,0.0058996331,0.006376851,0.0071826541,0.0061769776,False,True,,,
157,0.0054766371,0.0058428062,0.0051961133,0.0048640399,0.0051703385,0.0055194597,True,False,,,
158,0.0087047322,0.0062080596,0.0063925211,0.0066530814,0.0076789068,0.0063002903,False,True,,,
159,0.0033356906,0.0035243964,0.0037919838,0.003787089,0.0035613898,0.0036581901,True,False,,,
160,0.0048314677,0.005814594,0.0045510928,0.0042052789,0.0045183733,0.0051828434,True,False,,,
161,0.0081097464,0.0104202831,0.0085896754,0.0096346288,0.0088721876,0.0095049793,True,False,,,
162,0.0064761296,0.0042881277,0.0043269155,0.0046558415,0.0055659855,0.0043075216,False,True,,,
163,0.0090104548,0.0056702123,0.0060624405,0.0070448086,0.0080276317,0.0058663264,False,True,,,
164,0.0044196791,0.0063928236,0.0081173926,0.0039817708,0.0042007249,0.0072551081,True,False,,,
165,0.0039448258,0.0052432346,0.005803173,0.003920403,0.0039326144,0.0055232038,True,False,,,
166,0.0052289984,0.0047790496,0.0053897867,0.0046151721,0.0049220853,0.0050844182,True,False,,,
167,0.006022276,0.0048271182,0.0053867495,0.0048835992,0.0054529376,0.0051069339,False,True,,,
168,0.0058429419,0.0057301942,0.0054376837,0.0043505827,0.0050967623,0.0055839389,True,False,,,
169,0.0061816026,0.0044337343,0.0053863718,0.0080793751,0.0071304889,0.0049100531,False,True,,,
170,0.0096226619,0.0108511073,0.0071752893,0.0080147804,0.0088187211,0.0090131983,True,False,,,
171,0.0050802355,0.0026353951,0.0030842634,0.0045022448,0.0047912401,0.0028598293,False,True,,,
172,0.0109171833,0.0052892303,0.0032736357,0.0049064986,0.0079118409,0.004281433,False,True,,,
173,0.0057446073,0.0051783399,0.0059357167,0.0066278609,0.0061862341,0.0055570283,False,True,,,
174,0.00449924,0.0061151608,0.0054459973,0.0053998053,0.0049495226,0.005780579,True,False,,,
175,0.0040549505,0.0031836433,0.0043100627,0.0037951341,0.0039250423,0.003746853,False,True,,,
176,0.0067352086,0.0055698773,0.0058148945,0.0046819595,0.0057085841,0.0056923859,False,True,,,
177,0.0057425609,0.0070161856,0.0051258374,0.0058843966,0.0058134787,0.0060710115,True,False,,,
178,0.0048369653,0.005537541,0.003954491,0.0041907006,0.0045138329,0.004746016,True,False,,,
179,0.0044894904,0.0055453773,0.0062223401,0.0037447327,0.0041171116,0.0058838587,True,False,,,
180,0.0056799465,0.0055462074,0.0047780702,0.0052502391,0.0054650928,0.0051621388,False,True,,,
181,0.004629429,0.0035862539,0.002861709,0.0046270391,0.004628234,0.0032239815,False,True,,,
182,0.0050569682,0.0050595029,0.0051753639,0.0052249059,0.0051409371,0.0051174334,False,True,,,
183,0.0051309645,0.0048731994,0.0047671151,0.0064630935,0.005797029,0.0048201572,False,True,,,
184,0.0053312582,0.004875387,0.0043423051,0.0045667892,0.0049490237,0.0046088461,False,True,,,
185,0.0055588612,0.0066690475,0.0071264353,0.0041890778,0.0048739695,0.0068977414,True,False,,,
186,0.0050944234,0.0060441142,0.0074953637,0.0056264648,0.0053604441,0.006769739,True,False,,,
187,0.004120901,0.0036506311,0.0038799817,0.0033396592,0.0037302801,0.0037653064,True,False,,,
188,0.0057449646,0.0095679425,0.0103497544,0.0079597524,0.0068523585,0.0099588484,True,False,,,
189,0.0083141216,0.0087441795,0.0049754079,0.006740933,0.0075275273,0.0068597937,False,True,,,
190,0.0030877863,0.0033733504,0.0030494861,0.0027873877,0.002937587,0.0032114183,True,False,,,
191,0.0032459769,0.0050448628,0.0055153026,0.0043541823,0.0038000796,0.0052800827,True,False,,,
192,0.0067048744,0.0076543617,0.0053103519,0.007084827,0.0068948507,0.0064823568,False,True,,,
193,0.0057646152,0.0041746882,0.0039395606,0.0046744269,0.0052195211,0.0040571244,False,True,,,
194,0.0032085869,0.0040976241,0.0044575937,0.0033767145,0.0032926507,0.0042776089,True,False,,,
195,0.004101839,0.0031126094,0.003601205,0.0048891631,0.004495501,0.0033569072,False,True,,,
196,0.0054629693,0.0048070958,0.0058245216,0.0060675808,0.005765275,0.0053158087,False,True,,,
197,0.0040001119,0.0039241646,0.0037027357,0.0037170895,0.0038586007,0.0038134501,False,True,,,
198,0.0041631882,0.0041736087,0.0044006964,0.0036608359,0.003912012,0.0042871525,True,False,,,
199,0.0083071985,0.0076498671,0.0073819145,0.0075514506,0.0079293246,0.0075158908,False,True,,,
200,0.0061173098,0.0049566516,0.0059122731,0.0057771027,0.0059472062,0.0054344624,False,True,,,
201,0.0048158159,0.0036332101,0.0037615572,0.00317697,0.0039963929,0.0036973836,False,True,,,
202,0.0049687407,0.0051498468,0.0065851045,0.0096698007,0.0073192707,0.0058674757,False,True,,,
203,0.0052160448,0.0058775494,0.0077956256,0.0044930861,0.0048545654,0.0068365875,True,False,,,
204,0.0043843814,0.0056151197,0.0044228094,0.0042984902,0.0043414358,0.0050189645,True,False,,,
205,0.0059633185,0.0047693552,0.0068579023,0.0078241108,0.0068937146,0.0058136287,False,True,,,
206,0.0061488741,0.0091728911,0.0087886765,0.0108999229,0.0085243985,0.0089807838,True,False,,,
207,0.0042143251,0.0066181075,0.0050693396,0.0062173398,0.0052158324,0.0058437236,True,False,,,
208,0.0064400823,0.0058181051,0.0082477681,0.0059242652,0.0061821737,0.0070329366,True,False,,,
209,0.0030892589,0.0018872332,0.0024366938,0.0022931224,0.0026911907,0.0021619635,False,True,,,
210,0.0054939837,0.0056750718,0.0066570208,0.0067145654,0.0061042746,0.0061660463,True,False,,,
211,0.0045367933,0.0047066007,0.0072838977,0.0055251164,0.0050309549,0.0059952492,True,False,,,
212,0.0042903644,0.0042211253,0.0042850502,0.0067289214,0.0055096429,0.0042530878,False,True,,,
213,0.003817282,0.0032298174,0.0038099083,0.0041625255,0.0039899038,0.0035198629,False,True,,,
214,0.0032714106,0.0025079568,0.0030249741,0.003542616,0.0034070133,0.0027664654,False,True,,,
215,0.0042801635,0.0049715214,0.0049655112,0.0042880081,0.0042840858,0.0049685163,True,False,,,
216,0.0048651301,0.0066867685,0.0050848274,0.0052045472,0.0050348386,0.0058857979,True,False,,,
217,0.0061862564,0.0043460344,0.0046189407,0.0047991507,0.0054927035,0.0044824876,False,True,,,
218,0.008228781,0.0066855063,0.0055038591,0.007121436,0.0076751085,0.0060946827,False,True,,,
219,0.0062890332,0.0054664049,0.0049963426,0.0059252452,0.0061071392,0.0052313737,False,True,,,
220,0.0062042131,0.0059381681,0.0051307878,0.0055440433,0.0058741282,0.0055344779,False,True,,,
221,0.0070982411,0.0063275438,0.0101918601,0.0063038405,0.0067010408,0.0082597019,True,False,,,
222,0.0059741905,0.0067822042,0.0077773229,0.0049801623,0.0054771764,0.0072797636,True,False,,,
223,0.003590735,0.0037375727,0.0038660873,0.003487492,0.0035391135,0.00380183,True,False,,,
224,0.0071275848,0.0117370789,0.0111360233,0.0090188565,0.0080732207,0.0114365511,True,False,,,
225,0.003933595,0.0056305954,0.005942237,0.0045216565,0.0042276258,0.0057864162,True,False,,,
226,0.0031681422,0.0037475931,0.0043130147,0.0038114602,0.0034898012,0.0040303039,True,False,,,
227,0.0025783591,0.0035887158,0.0036876761,0.0032958005,0.0029370798,0.0036381959,True,False,,,
228,0.0052449236,0.0102912753,0.00855504,0.0080040376,0.0066244806,0.0094231576,True,False,,,
229,0.0096693921,0.0077425773,0.0096974839,0.0078986213,0.0087840067,0.0087200306,False,True,,,
230,0.0057583155,0.005629844,0.0053161454,0.004855085,0.0053067002,0.0054729947,True,False,,,
231,0.0037472758,0.0036947395,0.0031667843,0.0041694666,0.0039583712,0.0034307619,False,True,,,
232,0.0057851982,0.006095225,0.0046483399,0.0060663712,0.0059257847,0.0053717825,False,True,,,
233,0.0032545131,0.0035489575,0.0055991917,0.0043938966,0.0038242049,0.0045740746,True,False,,,
234,0.0037650268,0.0035054488,0.0033385641,0.0036483505,0.0037066887,0.0034220064,False,True,,,
235,0.007882775,0.0066922618,0.0069372904,0.0077087941,0.0077957846,0.0068147761,False,True,,,
236,0.0099824354,0.0054466413,0.0060245582,0.0078705144,0.0089264749,0.0057355998,False,True,,,
237,0.0060349124,0.008346311,0.0063412445,0.0052428881,0.0056389002,0.0073437778,True,False,,,
238,0.0055265317,0.0072717819,0.006534675,0.006441318,0.0059839248,0.0069032284,True,False,,,
239,0.0037116777,0.0045213115,0.003713967,0.0031445705,0.0034281241,0.0041176392,True,False,,,
240,0.0043186679,0.0061049027,0.0031850479,0.0041729323,0.0042458001,0.0046449753,True,False,,,
241,0.0038858145,0.0038010608,0.002803967,0.0034070793,0.0036464469,0.0033025139,False,True,,,
242,0.0039092064,0.0028615835,0.0041801635,0.004273019,0.0040911127,0.0035208735,False,True,,,
243,0.0052396444,0.0062584768,0.0071044186,0.0046307268,0.0049351856,0.0066814477,True,False,,,
244,0.0040848054,0.0038353463,0.003966359,0.0040082631,0.0040465342,0.0039008526,False,True,,,
245,0.0047003819,0.0042798515,0.0037865818,0.0031188978,0.0039096399,0.0040332167,True,False,,,
246,0.0072571772,0.0100443372,0.0109379681,0.0062456653,0.0067514213,0.0104911527,True,False,,,
247,0.0057731835,0.006365505,0.0059414563,0.0095236235,0.0076484035,0.0061534807,False,True,,,
248,0.0074155691,0.0045472017,0.0047070948,0.0054979298,0.0064567495,0.0046271482,False,True,,,
249,0.0039779891,0.0038289402,0.0045741895,0.0040527779,0.0040153835,0.0042015648,True,False,,,
250,0.0055480538,0.0050567904,0.0045193155,0.004006583,0.0047773184,0.0047880529,True,False,,,
251,0.005099777,0.0051898802,0.0059617828,0.0053043652,0.0052020711,0.0055758315,True,False,,,
252,0.0050281145,0.0054876233,0.0066643233,0.0054095723,0.0052188434,0.0060759733,True,False,,,
253,0.0045663518,0.004844495,0.0059088247,0.0051544553,0.0048604035,0.0053766598,True,False,,,
254,0.006669313,0.0054065232,0.0058958516,0.0060941926,0.0063817528,0.0056511874,False,True,,,
255,0.0074584475,0.0073026634,0.0079829808,0.0083569541,0.0079077008,0.0076428221,False,True,,,
256,0.004742592,0.0040151856,0.0040615186,0.0047236556,0.0047331238,0.0040383521,False,True,,,
257,0.0069936521,0.0060128635,0.0066948576,0.0076630247,0.0073283384,0.0063538605,False,True,,,
258,0.0055455453,0.0056168797,0.0054211357,0.0055816596,0.0055636024,0.0055190077,False,True,,,
259,0.0071851878,0.0063958831,0.0055299083,0.0058625991,0.0065238934,0.0059628957,False,True,,,
260,0.0040210902,0.007596116,0.0076106957,0.0055009592,0.0047610247,0.0076034058,True,False,,,
261,0.0070177854,0.0054502628,0.0053396023,0.0067986459,0.0069082157,0.0053949325,False,True,,,
262,0.0071991748,0.0063783029,0.0061757859,0.0077268074,0.0074629911,0.0062770444,False,True,,,
263,0.0062042474,0.0090184711,0.0099966806,0.005117166,0.0056607067,0.0095075758,True,False,,,
264,0.0069775671,0.0082539293,0.0074401844,0.0084320738,0.0077048204,0.0078470569,True,False,,,
265,0.0045635295,0.0076250339,0.0055216781,0.0050367144,0.004800122,0.006573356,True,False,,,
266,0.0046990576,0.0045711293,0.0054175079,0.0026304025,0.00366473,0.0049943186,True,False,,,
267,0.0044748086,0.0034186331,0.003714759,0.0050051287,0.0047399687,0.003566696,False,True,,,
268,0.0045156768,0.0042639141,0.0027985691,0.0038051423,0.0041604095,0.0035312416,False,True,,,
269,0.0034721754,0.0031468314,0.0045654749,0.00378634,0.0036292577,0.0038561531,True,False,,,
270,0.0090031379,0.0088342251,0.0098644017,0.008240486,0.008621812,0.0093493134,True,False,,,
271,0.0062449961,0.0039969544,0.0034557846,0.0036159132,0.0049304547,0.0037263695,False,True,,,
272,0.006046054,0.005772232,0.0056700492,0.0072667841,0.0066564191,0.0057211406,False,True,,,
