,person,particular,expand,irritates
0,0.414848954937,0.132270719941,0.229477077436,0.26185530202
1,0.424827114974,0.149307523974,0.228521138256,0.30233158043
2,0.408830849256,0.152984080012,0.240967760438,0.268265465166
3,0.416299263839,0.153839082179,0.274038773977,0.259863083792
4,0.427315214566,0.167921002578,0.238203290949,0.238023504264
5,0.416327408749,0.13976248887,0.224689126239,0.231025075145
6,0.412214713528,0.147131151882,0.221381649888,0.265934541902
7,0.406557597445,0.208269240716,0.224240290989,0.237917603627
8,0.421625701687,0.151422806915,0.214013437932,0.225352103359
9,0.39942520802,0.162226562112,0.291814730198,0.282271640036
10,0.399286084553,0.186165084751,0.293261345802,0.296186749008
11,0.391989159789,0.181447040681,0.242427478117,0.236689692549
12,0.397187074805,0.136925246569,0.25272960095,0.286954908265
13,0.390225222131,0.159739988389,0.235270404461,0.234564722672
14,0.407108431718,0.159988087547,0.240543977531,0.234806962782
15,0.402059057553,0.165209716096,0.292509858619,0.249688477561
16,0.420655925153,0.172679342365,0.234162168009,0.229579498668
17,0.413728345711,0.14164523699,0.228979710465,0.255156441887
18,0.403234836597,0.192177134983,0.264352053222,0.28357206993
19,0.425103936098,0.116651163096,0.261865096069,0.267897836748
20,0.407836288386,0.143860150578,0.244304733716,0.236460010948
21,0.40746934343,0.153044397527,0.282984866623,0.261171907554
22,0.385969508454,0.143120031852,0.254883966475,0.26461908753
23,0.4171779792,0.141016053354,0.256913767163,0.301145681123
24,0.411680730897,0.145820566072,0.297380662544,0.242584077456
25,0.407420029638,0.160536843351,0.241323864665,0.253030048388
26,0.431726407803,0.157205131476,0.268968920706,0.240246168193
27,0.410779375285,0.201087267022,0.240235286048,0.219662134814
28,0.420289305808,0.198044935941,0.268018093828,0.286107750425
29,0.413649052375,0.184513501034,0.250167917976,0.254525577972
30,0.405890419537,0.15397259047,0.258212460948,0.2677940926
31,0.441470565171,0.161444519983,0.293080741851,0.281987513185
32,0.412048277818,0.172845469973,0.280205084477,0.22823348367
33,0.429249911328,0.16680636499,0.259016799147,0.284156672198
34,0.449788749233,0.145410692349,0.247305603799,0.237792697481
35,0.447044636682,0.193893436192,0.249297947669,0.25212220812
36,0.420865185908,0.150215209113,0.225106215815,0.240848769438
37,0.407282698737,0.158925188371,0.243264638727,0.293092373672
38,0.428486677291,0.156358897237,0.218325559044,0.260597931189
39,0.438871412475,0.189466191773,0.237703885448,0.262328783118
40,0.421080543983,0.179812157708,0.263670285399,0.275521658935
41,0.398725814568,0.163833092726,0.266206684077,0.256530269794
42,0.436860058493,0.176727654329,0.234346868931,0.247597086026
43,0.377718090216,0.127570854328,0.284700514292,0.276707535981
44,0.386992615948,0.173217080791,0.266735298171,0.280007125294
45,0.404328820196,0.172147021295,0.336654322989,0.31042321819
46,0.424114076703,0.156382670977,0.216077526004,0.236320135551
47,0.431031325711,0.177147726302,0.270977297752,0.272403318814
48,0.399488180803,0.13477912661,0.242388857392,0.259121524232
49,0.400496918663,0.192955167884,0.26548341955,0.292042872043
50,0.40182433478,0.193436213189,0.292229771904,0.262755197965
51,0.386187569746,0.151657103903,0.27624237779,0.281164559621
52,0.404818978268,0.13079234846,0.245359909026,0.242320908293
53,0.412121175648,0.149220331276,0.237376632085,0.21062241271
54,0.356971790661,0.146844940488,0.226254066462,0.256848549862
55,0.405683792035,0.154449312899,0.253398098866,0.261497359913
56,0.383582941843,0.155903431541,0.247269824764,0.254807736146
57,0.398414222971,0.131651422439,0.261100450008,0.27068255836
58,0.40803316693,0.179313487907,0.264496694332,0.285234963021
59,0.40311712848,0.154447425206,0.250906524952,0.269444772462
60,0.377064929601,0.169550254113,0.245746831621,0.249825628416
61,0.41945693561,0.202634331165,0.24596787609,0.257273542248
62,0.392991789328,0.18017843063,0.23046762807,0.260610537821
63,0.384407410062,0.163082830518,0.239034438999,0.248346533579
64,0.41189278863,0.182050499299,0.281633794428,0.254751715936
65,0.386483310783,0.110788709345,0.275508800749,0.275514607437
66,0.41255354961,0.135110527147,0.258710929006,0.243056571659
67,0.406642174868,0.155183308463,0.227693756218,0.237874631356
68,0.436838916769,0.190951729454,0.255386726425,0.237814279716
69,0.401655426052,0.152432162912,0.258357815992,0.262965799854
70,0.407559163974,0.159288598828,0.248526161185,0.25890545816
71,0.430119318127,0.16155536002,0.280797415154,0.271863259231
72,0.419424606633,0.155121630051,0.264118935497,0.250715343178
73,0.369776018725,0.131918661141,0.250766929099,0.257416884446
74,0.384776737753,0.148234162514,0.23848686915,0.228056485281
75,0.382454232475,0.148173246881,0.235635570211,0.256223899012
76,0.401683393374,0.143033003066,0.271021800099,0.264699171488
77,0.378061707755,0.152572544669,0.243892442667,0.27147331959
78,0.393549251874,0.165893750642,0.287223322376,0.258158800421
79,0.399284529381,0.190931908858,0.208224176492,0.240974806275
80,0.382968724344,0.156250401719,0.273840895175,0.270410441864
81,0.417494539497,0.120408061765,0.262335391772,0.293225194663
82,0.435353184311,0.174259883929,0.255981943102,0.249236208606
83,0.419837568594,0.175416551232,0.269597644973,0.247742391668
84,0.426377166053,0.206178050488,0.259117165478,0.286261288834
85,0.405260774632,0.162865603382,0.264980337974,0.249973248041
86,0.390219488908,0.150723444982,0.266773221632,0.261357206048
87,0.385278581503,0.148067091819,0.241587698408,0.253938044978
88,0.453904172075,0.161106784821,0.254527158132,0.238014975052
89,0.402536340006,0.153486704219,0.262870544065,0.261598976379
90,0.424020342319,0.161195185624,0.281185741079,0.257827579234
91,0.453269014121,0.157310662922,0.250601221327,0.245294722618
92,0.396060304105,0.129557219207,0.243078959449,0.257520998757
93,0.374774323027,0.150541164196,0.254493956859,0.248825963734
94,0.396635538001,0.155665850261,0.262550313993,0.255409362101
95,0.42533437064,0.139005470287,0.252171746226,0.245993242592
96,0.400439075656,0.173219228149,0.286319681467,0.268494870429
97,0.404586043363,0.141292646151,0.256914750034,0.268296644036
98,0.412378426563,0.158927544128,0.226571853243,0.220597717618
99,0.358543498288,0.133380610973,0.264371070961,0.246065245696
