,person,particular,expand,irritates
0,0.434123959389,0.103152640141,0.27237570322,0.30343397294
1,0.505509571487,0.166546036483,0.289991051148,0.36268459474
2,0.428183368754,0.167642347395,0.259643921043,0.387092638925
3,0.446198216861,0.137614483472,0.251482667135,0.339727891138
4,0.438799627593,0.159296330002,0.273900311152,0.344751069144
5,0.417309885351,0.152617866292,0.251751360321,0.377318148587
6,0.471323817172,0.150653737875,0.243669094137,0.315188957834
7,0.436379164952,0.14015743295,0.272305296522,0.322627779938
8,0.435010523926,0.127536202393,0.296706059936,0.373123592323
9,0.45806345918,0.132050970785,0.253656003009,0.334270182949
10,0.406035618845,0.152633498742,0.277114735963,0.329009779214
11,0.415852929586,0.159025849378,0.240462761609,0.33551766192
12,0.458730937515,0.116807501193,0.21490702474,0.359387603117
13,0.49082045212,0.185146879306,0.266977152147,0.3823240367
14,0.439929489906,0.196742134555,0.298204272686,0.364805297015
15,0.456870914062,0.167869000722,0.305228960533,0.365921752028
16,0.452113864194,0.176160031405,0.261097051743,0.336895229595
17,0.442903243887,0.153194262656,0.250745129903,0.376207110605
18,0.448993608718,0.150304835815,0.233294235774,0.357633952492
19,0.42035587877,0.133764136155,0.291988089658,0.352364910159
20,0.456969890939,0.149924547098,0.287566996269,0.358403638967
21,0.408854165837,0.123982099278,0.292110753207,0.339080440176
22,0.436462996655,0.175833360525,0.262358008882,0.364646371254
23,0.447167033296,0.14424203766,0.296885501213,0.391555405088
24,0.440964012378,0.117533566538,0.287311092705,0.338294695143
25,0.501622912878,0.153451323869,0.274346666214,0.342877791489
26,0.431370762458,0.174291963695,0.221769701324,0.359614330278
27,0.453788212671,0.118906707051,0.282952842863,0.333325549939
28,0.417082775237,0.149840693093,0.227555597588,0.321009939502
29,0.428608081581,0.146300576731,0.252514556193,0.313516992587
30,0.44540204305,0.184516737484,0.282378854277,0.331423977684
31,0.452408602542,0.149393967667,0.301018297559,0.329945031024
32,0.451804997764,0.123391216292,0.276812102448,0.339670744636
33,0.447058067372,0.137534977922,0.248909504209,0.294148229796
34,0.455197291227,0.173197958256,0.221903598562,0.352117671733
35,0.453395134698,0.125997274973,0.294789051342,0.392575330934
36,0.418729148346,0.127385766708,0.24858202019,0.314811349626
37,0.446747449495,0.151294709782,0.217433470223,0.331426528138
38,0.429639737448,0.124850161548,0.273963087342,0.347230316217
39,0.452243567719,0.135958418238,0.242491749211,0.325166007425
40,0.464573958021,0.164107377794,0.276007017677,0.347226691499
41,0.427298313321,0.1361004539,0.290655885972,0.345192304581
42,0.446152855364,0.133086545857,0.304834393148,0.353441394439
43,0.48234607642,0.145275847067,0.278824724521,0.354759932309
44,0.403369172871,0.134550142994,0.28351840767,0.353036375148
45,0.413612930757,0.147515808642,0.271971782317,0.355082282368
46,0.399273413091,0.131393717247,0.271717466953,0.334647740775
47,0.45721050516,0.146866877803,0.273532504616,0.311327311265
48,0.407254681733,0.149364734606,0.271524761197,0.356870339416
49,0.457268750295,0.176907168323,0.267042339529,0.358827487169
50,0.443803354911,0.14214452522,0.264159355918,0.346483122864
51,0.44268872676,0.159860904329,0.291129012111,0.336579639486
52,0.443586209076,0.135977906512,0.258341452843,0.3840659463
53,0.479232092076,0.146647983489,0.22947529533,0.368750938118
54,0.428755631562,0.180537534339,0.301310045882,0.35031220973
55,0.431674334932,0.181414913593,0.25967603876,0.348317166777
56,0.446232869952,0.161939567203,0.290323299535,0.373359152843
57,0.422213112514,0.158744800881,0.282011093234,0.337727297105
58,0.427530876504,0.118087799871,0.296826168687,0.353718950867
59,0.46243502139,0.159567917977,0.288916532678,0.349553697655
60,0.457083205754,0.148736174068,0.249913808512,0.331491214193
61,0.448519943632,0.161992231419,0.300652813684,0.387578528466
62,0.439440550131,0.13520208445,0.243421508311,0.314520537261
63,0.38505068855,0.107472502051,0.25908942656,0.383835092214
64,0.431493326166,0.150364443323,0.314164627972,0.408157868762
65,0.453134671858,0.152859660895,0.249430337907,0.371189521696
66,0.42747077119,0.142511933453,0.272467407045,0.332890440959
67,0.444996952318,0.139034144734,0.274531282409,0.3783757306
68,0.406890122396,0.101853904658,0.273437527873,0.338716725924
69,0.401936240781,0.114534486442,0.252224992427,0.351720846269
70,0.447101830153,0.139293910986,0.259162102142,0.38359368542
