,rand,t1s,t2s
0,0.388888888889,0.0416666666667,0.190476190476
1,0.428571428571,0.0416666666667,0.234567901235
2,0.298701298701,0.0309278350515,0.123595505618
3,0.26582278481,0.0309278350515,0.204819277108
4,0.282051282051,0.0752688172043,0.176470588235
5,0.351351351351,0.0204081632653,0.234567901235
6,0.388888888889,0.0752688172043,0.219512195122
7,0.351351351351,0.0526315789474,0.234567901235
8,0.282051282051,0.0416666666667,0.162790697674
9,0.369863013699,0.0,0.219512195122
10,0.315789473684,0.0869565217391,0.219512195122
11,0.315789473684,0.0416666666667,0.190476190476
12,0.298701298701,0.0526315789474,0.149425287356
13,0.298701298701,0.0416666666667,0.298701298701
14,0.315789473684,0.0204081632653,0.162790697674
15,0.315789473684,0.0309278350515,0.219512195122
16,0.315789473684,0.0416666666667,0.149425287356
17,0.369863013699,0.0526315789474,0.204819277108
18,0.26582278481,0.0309278350515,0.219512195122
19,0.388888888889,0.0869565217391,0.123595505618
20,0.351351351351,0.0989010989011,0.282051282051
21,0.333333333333,0.0204081632653,0.204819277108
22,0.25,0.0309278350515,0.219512195122
23,0.449275362319,0.0526315789474,0.298701298701
24,0.25,0.0309278350515,0.25
25,0.333333333333,0.063829787234,0.26582278481
26,0.492537313433,0.0869565217391,0.149425287356
27,0.282051282051,0.0309278350515,0.190476190476
28,0.388888888889,0.0869565217391,0.204819277108
29,0.351351351351,0.0526315789474,0.234567901235
30,0.282051282051,0.0526315789474,0.123595505618
31,0.333333333333,0.0526315789474,0.204819277108
32,0.351351351351,0.0416666666667,0.282051282051
33,0.298701298701,0.0416666666667,0.136363636364
34,0.315789473684,0.0204081632653,0.25
35,0.428571428571,0.0309278350515,0.26582278481
36,0.470588235294,0.123595505618,0.234567901235
37,0.333333333333,0.063829787234,0.190476190476
38,0.449275362319,0.0309278350515,0.204819277108
39,0.408450704225,0.0416666666667,0.282051282051
40,0.26582278481,0.0204081632653,0.190476190476
41,0.315789473684,0.0204081632653,0.162790697674
42,0.298701298701,0.0204081632653,0.176470588235
43,0.428571428571,0.0526315789474,0.162790697674
44,0.315789473684,0.063829787234,0.190476190476
45,0.369863013699,0.0309278350515,0.219512195122
46,0.351351351351,0.0309278350515,0.176470588235
47,0.298701298701,0.0416666666667,0.26582278481
48,0.315789473684,0.063829787234,0.190476190476
49,0.428571428571,0.0309278350515,0.234567901235
50,0.388888888889,0.063829787234,0.234567901235
51,0.315789473684,0.0204081632653,0.282051282051
52,0.282051282051,0.0752688172043,0.190476190476
53,0.408450704225,0.0989010989011,0.190476190476
54,0.408450704225,0.0526315789474,0.149425287356
55,0.333333333333,0.0204081632653,0.149425287356
56,0.408450704225,0.0309278350515,0.25
57,0.369863013699,0.0752688172043,0.204819277108
58,0.369863013699,0.0526315789474,0.219512195122
59,0.298701298701,0.0526315789474,0.204819277108
60,0.315789473684,0.010101010101,0.25
61,0.408450704225,0.0526315789474,0.282051282051
62,0.388888888889,0.010101010101,0.282051282051
63,0.351351351351,0.0526315789474,0.219512195122
64,0.351351351351,0.0204081632653,0.26582278481
65,0.315789473684,0.111111111111,0.204819277108
66,0.369863013699,0.0416666666667,0.219512195122
67,0.315789473684,0.0416666666667,0.26582278481
68,0.298701298701,0.0416666666667,0.190476190476
69,0.315789473684,0.0204081632653,0.234567901235
70,0.298701298701,0.0526315789474,0.234567901235
71,0.388888888889,0.010101010101,0.136363636364
72,0.333333333333,0.0,0.190476190476
73,0.333333333333,0.010101010101,0.204819277108
74,0.315789473684,0.010101010101,0.315789473684
75,0.428571428571,0.010101010101,0.204819277108
76,0.298701298701,0.063829787234,0.176470588235
77,0.449275362319,0.0416666666667,0.204819277108
78,0.333333333333,0.0869565217391,0.219512195122
79,0.315789473684,0.010101010101,0.282051282051
80,0.351351351351,0.0416666666667,0.282051282051
81,0.408450704225,0.063829787234,0.204819277108
