,random_100,socialstudies_science_100,science_socialstudies_100,random_200,socialstudies_science_200,science_socialstudies_200,random_300,socialstudies_science_300,science_socialstudies_300
0,0.282051282051,0.290322580645,0.351351351351,0.25786163522,0.320132013201,0.346801346801,0.293103448276,0.312910284464,0.382488479263
1,0.282051282051,0.307189542484,0.351351351351,0.294498381877,0.328903654485,0.315789473684,0.312910284464,0.321585903084,0.333333333333
2,0.333333333333,0.282051282051,0.307189542484,0.351351351351,0.320132013201,0.324503311258,0.363636363636,0.348314606742,0.339285714286
3,0.25786163522,0.290322580645,0.351351351351,0.282051282051,0.333333333333,0.346801346801,0.312910284464,0.360544217687,0.385681293303
4,0.298701298701,0.360544217687,0.298701298701,0.273885350318,0.365187713311,0.324503311258,0.298701298701,0.345291479821,0.333333333333
5,0.273885350318,0.351351351351,0.360544217687,0.282051282051,0.320132013201,0.342281879195,0.312910284464,0.339285714286,0.385681293303
6,0.242236024845,0.298701298701,0.290322580645,0.302931596091,0.290322580645,0.33779264214,0.312910284464,0.315789473684,0.351351351351
7,0.26582278481,0.298701298701,0.379310344828,0.333333333333,0.286173633441,0.374570446735,0.379310344828,0.312910284464,0.376146788991
8,0.282051282051,0.290322580645,0.324503311258,0.298701298701,0.315789473684,0.290322580645,0.333333333333,0.312910284464,0.330376940133
9,0.25,0.307189542484,0.360544217687,0.286173633441,0.346801346801,0.311475409836,0.293103448276,0.321585903084,0.333333333333
10,0.282051282051,0.273885350318,0.333333333333,0.307189542484,0.315789473684,0.342281879195,0.321585903084,0.339285714286,0.363636363636
11,0.315789473684,0.307189542484,0.333333333333,0.286173633441,0.320132013201,0.35593220339,0.318681318681,0.324503311258,0.351351351351
12,0.242236024845,0.351351351351,0.351351351351,0.286173633441,0.294498381877,0.33779264214,0.301518438178,0.321585903084,0.345291479821
13,0.242236024845,0.351351351351,0.324503311258,0.290322580645,0.324503311258,0.333333333333,0.301518438178,0.369863013699,0.369863013699
14,0.273885350318,0.351351351351,0.351351351351,0.282051282051,0.324503311258,0.342281879195,0.268498942918,0.360544217687,0.348314606742
15,0.307189542484,0.351351351351,0.388888888889,0.277955271565,0.328903654485,0.369863013699,0.333333333333,0.330376940133,0.360544217687
16,0.25786163522,0.315789473684,0.226993865031,0.269841269841,0.315789473684,0.273885350318,0.284796573876,0.327433628319,0.284796573876
17,0.315789473684,0.342281879195,0.307189542484,0.315789473684,0.320132013201,0.307189542484,0.342281879195,0.310043668122,0.330376940133
