,random_100,socialstudies_science_100,science_socialstudies_100,random_200,socialstudies_science_200,science_socialstudies_200,random_300,socialstudies_science_300,science_socialstudies_300
0,0.117318435754,0.212121212121,0.204819277108,0.0582010582011,0.0869565217391,0.0526315789474,0.025641025641,0.0526315789474,0.0362694300518
1,0.129943502825,0.290322580645,0.117318435754,0.0362694300518,0.0416666666667,0.0416666666667,0.0362694300518,0.0416666666667,0.00502512562814
2,0.136363636364,0.183431952663,0.149425287356,0.025641025641,0.025641025641,0.0752688172043,0.0204081632653,0.0416666666667,0.0204081632653
3,0.149425287356,0.219512195122,0.176470588235,0.0695187165775,0.0582010582011,0.0752688172043,0.0526315789474,0.0526315789474,0.0526315789474
4,0.123595505618,0.219512195122,0.129943502825,0.0309278350515,0.0989010989011,0.0362694300518,0.0309278350515,0.0695187165775,0.0309278350515
5,0.169590643275,0.183431952663,0.156069364162,0.025641025641,0.0362694300518,0.0471204188482,0.0416666666667,0.0362694300518,0.0471204188482
6,0.183431952663,0.212121212121,0.149425287356,0.0362694300518,0.0752688172043,0.063829787234,0.0416666666667,0.0471204188482,0.0471204188482
7,0.142857142857,0.234567901235,0.123595505618,0.0416666666667,0.0582010582011,0.0526315789474,0.0362694300518,0.0471204188482,0.0582010582011
8,0.25786163522,0.226993865031,0.142857142857,0.0810810810811,0.0362694300518,0.0695187165775,0.0471204188482,0.063829787234,0.0526315789474
9,0.226993865031,0.242236024845,0.204819277108,0.0695187165775,0.0526315789474,0.0362694300518,0.0471204188482,0.0362694300518,0.0810810810811
10,0.129943502825,0.234567901235,0.142857142857,0.0471204188482,0.0526315789474,0.0526315789474,0.0362694300518,0.0362694300518,0.0526315789474
11,0.123595505618,0.273885350318,0.176470588235,0.0362694300518,0.0928961748634,0.063829787234,0.0362694300518,0.0471204188482,0.0695187165775
12,0.149425287356,0.25786163522,0.204819277108,0.025641025641,0.0869565217391,0.0695187165775,0.0526315789474,0.0471204188482,0.0416666666667
13,0.204819277108,0.273885350318,0.226993865031,0.0582010582011,0.0582010582011,0.0869565217391,0.0416666666667,0.0471204188482,0.0362694300518
14,0.0989010989011,0.234567901235,0.136363636364,0.025641025641,0.0582010582011,0.0362694300518,0.063829787234,0.0416666666667,0.0309278350515
