,random_100,science_languagearts_100,languagearts_science_100,random_200,science_languagearts_200,languagearts_science_200,random_300,science_languagearts_300,languagearts_science_300
0,0.290322580645,0.282051282051,0.333333333333,0.0695187165775,0.0695187165775,0.117318435754,0.0752688172043,0.0810810810811,0.0752688172043
1,0.26582278481,0.282051282051,0.360544217687,0.063829787234,0.0869565217391,0.149425287356,0.063829787234,0.0752688172043,0.0810810810811
2,0.290322580645,0.333333333333,0.351351351351,0.0989010989011,0.0810810810811,0.0989010989011,0.0526315789474,0.0582010582011,0.0810810810811
3,0.273885350318,0.242236024845,0.290322580645,0.0869565217391,0.0989010989011,0.0869565217391,0.0309278350515,0.0471204188482,0.0810810810811
4,0.242236024845,0.282051282051,0.290322580645,0.063829787234,0.104972375691,0.0928961748634,0.0362694300518,0.0752688172043,0.0752688172043
5,0.282051282051,0.342281879195,0.298701298701,0.0810810810811,0.117318435754,0.063829787234,0.063829787234,0.0752688172043,0.0752688172043
6,0.290322580645,0.290322580645,0.351351351351,0.136363636364,0.0582010582011,0.104972375691,0.0989010989011,0.063829787234,0.063829787234
7,0.298701298701,0.290322580645,0.408450704225,0.0752688172043,0.0810810810811,0.117318435754,0.0526315789474,0.0309278350515,0.0810810810811
8,0.290322580645,0.26582278481,0.388888888889,0.0695187165775,0.0869565217391,0.156069364162,0.0416666666667,0.0526315789474,0.104972375691
9,0.298701298701,0.351351351351,0.333333333333,0.0752688172043,0.0869565217391,0.123595505618,0.0362694300518,0.0471204188482,0.0752688172043
10,0.25786163522,0.307189542484,0.25786163522,0.0752688172043,0.111111111111,0.0928961748634,0.0362694300518,0.0471204188482,0.063829787234
11,0.307189542484,0.351351351351,0.290322580645,0.0695187165775,0.111111111111,0.123595505618,0.063829787234,0.0989010989011,0.0416666666667
12,0.307189542484,0.315789473684,0.315789473684,0.0526315789474,0.0989010989011,0.0869565217391,0.063829787234,0.0471204188482,0.0695187165775
13,0.298701298701,0.282051282051,0.324503311258,0.0869565217391,0.0695187165775,0.0869565217391,0.0526315789474,0.0471204188482,0.0526315789474
