,random_100,business_languagearts_100,languagearts_business_100,random_200,business_languagearts_200,languagearts_business_200,random_300,business_languagearts_300,languagearts_business_300
0,0.360544217687,0.515151515152,0.492537313433,0.123595505618,0.123595505618,0.162790697674,0.0526315789474,0.0928961748634,0.111111111111
1,0.360544217687,0.503759398496,0.587301587302,0.136363636364,0.136363636364,0.204819277108,0.0928961748634,0.123595505618,0.204819277108
2,0.379310344828,0.503759398496,0.492537313433,0.169590643275,0.212121212121,0.176470588235,0.0752688172043,0.0989010989011,0.156069364162
3,0.369863013699,0.481481481481,0.515151515152,0.142857142857,0.183431952663,0.169590643275,0.104972375691,0.0810810810811,0.104972375691
4,0.449275362319,0.492537313433,0.503759398496,0.149425287356,0.176470588235,0.176470588235,0.0582010582011,0.111111111111,0.117318435754
5,0.398601398601,0.481481481481,0.526717557252,0.162790697674,0.212121212121,0.162790697674,0.0752688172043,0.156069364162,0.149425287356
6,0.388888888889,0.550387596899,0.459854014599,0.176470588235,0.190476190476,0.149425287356,0.0928961748634,0.123595505618,0.136363636364
7,0.418439716312,0.492537313433,0.503759398496,0.149425287356,0.169590643275,0.183431952663,0.0928961748634,0.104972375691,0.117318435754
8,0.408450704225,0.574803149606,0.492537313433,0.129943502825,0.204819277108,0.169590643275,0.123595505618,0.117318435754,0.183431952663
9,0.418439716312,0.492537313433,0.492537313433,0.142857142857,0.204819277108,0.162790697674,0.0989010989011,0.111111111111,0.156069364162
10,0.388888888889,0.481481481481,0.503759398496,0.117318435754,0.169590643275,0.162790697674,0.063829787234,0.0989010989011,0.117318435754
11,0.418439716312,0.503759398496,0.503759398496,0.149425287356,0.156069364162,0.129943502825,0.123595505618,0.183431952663,0.0989010989011
12,0.470588235294,0.550387596899,0.5625,0.183431952663,0.183431952663,0.176470588235,0.0989010989011,0.111111111111,0.117318435754
13,0.379310344828,0.526717557252,0.515151515152,0.149425287356,0.176470588235,0.149425287356,0.0810810810811,0.117318435754,0.117318435754
14,0.438848920863,0.492537313433,0.481481481481,0.190476190476,0.162790697674,0.162790697674,0.111111111111,0.117318435754,0.142857142857
15,0.388888888889,0.526717557252,0.503759398496,0.142857142857,0.149425287356,0.197604790419,0.136363636364,0.117318435754,0.142857142857
16,0.388888888889,0.515151515152,0.503759398496,0.156069364162,0.183431952663,0.169590643275,0.063829787234,0.117318435754,0.104972375691
17,0.379310344828,0.526717557252,0.550387596899,0.142857142857,0.136363636364,0.156069364162,0.123595505618,0.0989010989011,0.111111111111
18,0.418439716312,0.503759398496,0.470588235294,0.156069364162,0.212121212121,0.162790697674,0.104972375691,0.123595505618,0.149425287356
19,0.398601398601,0.481481481481,0.538461538462,0.183431952663,0.156069364162,0.169590643275,0.0695187165775,0.0695187165775,0.142857142857
20,0.408450704225,0.481481481481,0.550387596899,0.156069364162,0.169590643275,0.162790697674,0.111111111111,0.129943502825,0.162790697674
21,0.408450704225,0.470588235294,0.515151515152,0.197604790419,0.190476190476,0.162790697674,0.104972375691,0.0989010989011,0.104972375691
22,0.379310344828,0.515151515152,0.515151515152,0.176470588235,0.176470588235,0.162790697674,0.104972375691,0.142857142857,0.156069364162
23,0.388888888889,0.515151515152,0.5625,0.149425287356,0.183431952663,0.204819277108,0.0928961748634,0.136363636364,0.104972375691
24,0.360544217687,0.503759398496,0.550387596899,0.136363636364,0.204819277108,0.176470588235,0.117318435754,0.117318435754,0.162790697674
25,0.408450704225,0.503759398496,0.526717557252,0.142857142857,0.183431952663,0.183431952663,0.0810810810811,0.0989010989011,0.129943502825
26,0.398601398601,0.481481481481,0.459854014599,0.117318435754,0.149425287356,0.190476190476,0.0810810810811,0.129943502825,0.156069364162
27,0.408450704225,0.538461538462,0.481481481481,0.142857142857,0.142857142857,0.156069364162,0.123595505618,0.123595505618,0.0810810810811
28,0.438848920863,0.470588235294,0.515151515152,0.176470588235,0.136363636364,0.162790697674,0.104972375691,0.123595505618,0.0928961748634
29,0.369863013699,0.470588235294,0.470588235294,0.149425287356,0.149425287356,0.183431952663,0.111111111111,0.0752688172043,0.111111111111
30,0.351351351351,0.503759398496,0.538461538462,0.129943502825,0.183431952663,0.234567901235,0.0989010989011,0.117318435754,0.123595505618
31,0.398601398601,0.459854014599,0.492537313433,0.136363636364,0.117318435754,0.149425287356,0.123595505618,0.136363636364,0.0989010989011
32,0.398601398601,0.550387596899,0.526717557252,0.190476190476,0.169590643275,0.156069364162,0.0989010989011,0.183431952663,0.142857142857
33,0.408450704225,0.515151515152,0.515151515152,0.156069364162,0.169590643275,0.190476190476,0.111111111111,0.117318435754,0.117318435754
34,0.418439716312,0.515151515152,0.538461538462,0.111111111111,0.149425287356,0.212121212121,0.0810810810811,0.129943502825,0.142857142857
35,0.379310344828,0.515151515152,0.515151515152,0.162790697674,0.183431952663,0.190476190476,0.0526315789474,0.129943502825,0.104972375691
36,0.342281879195,0.503759398496,0.503759398496,0.149425287356,0.162790697674,0.197604790419,0.0695187165775,0.0928961748634,0.123595505618
37,0.369863013699,0.470588235294,0.503759398496,0.123595505618,0.162790697674,0.142857142857,0.111111111111,0.111111111111,0.176470588235
38,0.438848920863,0.492537313433,0.481481481481,0.117318435754,0.176470588235,0.149425287356,0.0695187165775,0.111111111111,0.0869565217391
39,0.398601398601,0.481481481481,0.550387596899,0.162790697674,0.162790697674,0.156069364162,0.111111111111,0.0989010989011,0.162790697674
40,0.342281879195,0.526717557252,0.459854014599,0.117318435754,0.169590643275,0.156069364162,0.0869565217391,0.183431952663,0.104972375691
41,0.418439716312,0.515151515152,0.515151515152,0.129943502825,0.176470588235,0.234567901235,0.0810810810811,0.117318435754,0.149425287356
42,0.459854014599,0.503759398496,0.503759398496,0.142857142857,0.190476190476,0.212121212121,0.0989010989011,0.142857142857,0.123595505618
43,0.418439716312,0.550387596899,0.503759398496,0.183431952663,0.190476190476,0.149425287356,0.123595505618,0.162790697674,0.129943502825
44,0.351351351351,0.470588235294,0.503759398496,0.104972375691,0.190476190476,0.212121212121,0.104972375691,0.117318435754,0.104972375691
45,0.333333333333,0.481481481481,0.515151515152,0.117318435754,0.169590643275,0.162790697674,0.104972375691,0.117318435754,0.117318435754
46,0.369863013699,0.459854014599,0.515151515152,0.117318435754,0.156069364162,0.190476190476,0.0752688172043,0.0928961748634,0.0928961748634
47,0.398601398601,0.481481481481,0.550387596899,0.136363636364,0.169590643275,0.149425287356,0.0928961748634,0.136363636364,0.123595505618
48,0.398601398601,0.515151515152,0.503759398496,0.104972375691,0.190476190476,0.162790697674,0.0810810810811,0.129943502825,0.111111111111
49,0.398601398601,0.515151515152,0.492537313433,0.136363636364,0.142857142857,0.142857142857,0.104972375691,0.111111111111,0.111111111111
