,random_100,socialstudies_health_100,health_socialstudies_100,random_200,socialstudies_health_200,health_socialstudies_200,random_300,socialstudies_health_300,health_socialstudies_300
0,0.219512195122,0.273885350318,0.307189542484,0.294498381877,0.328903654485,0.320132013201,0.315789473684,0.376146788991,0.351351351351
1,0.342281879195,0.234567901235,0.190476190476,0.40350877193,0.277955271565,0.242236024845,0.401869158879,0.342281879195,0.26582278481
2,0.379310344828,0.324503311258,0.298701298701,0.328903654485,0.311475409836,0.384083044983,0.39211136891,0.354401805869,0.395348837209
3,0.298701298701,0.342281879195,0.333333333333,0.320132013201,0.384083044983,0.294498381877,0.360544217687,0.385681293303,0.304347826087
4,0.26582278481,0.234567901235,0.282051282051,0.282051282051,0.324503311258,0.294498381877,0.336302895323,0.339285714286,0.339285714286
5,0.290322580645,0.242236024845,0.219512195122,0.365187713311,0.269841269841,0.226993865031,0.398601398601,0.25786163522,0.263157894737
6,0.360544217687,0.307189542484,0.324503311258,0.384083044983,0.365187713311,0.315789473684,0.418439716312,0.388888888889,0.336302895323
7,0.282051282051,0.290322580645,0.242236024845,0.286173633441,0.320132013201,0.290322580645,0.339285714286,0.369863013699,0.290322580645
8,0.315789473684,0.212121212121,0.234567901235,0.342281879195,0.223241590214,0.26582278481,0.388888888889,0.293103448276,0.324503311258
9,0.315789473684,0.324503311258,0.290322580645,0.294498381877,0.342281879195,0.324503311258,0.336302895323,0.351351351351,0.366742596811
10,0.351351351351,0.26582278481,0.242236024845,0.360544217687,0.35593220339,0.307189542484,0.395348837209,0.345291479821,0.315789473684
11,0.324503311258,0.234567901235,0.298701298701,0.374570446735,0.25,0.324503311258,0.39211136891,0.276595744681,0.363636363636
12,0.369863013699,0.282051282051,0.26582278481,0.393728222997,0.315789473684,0.307189542484,0.401869158879,0.339285714286,0.327433628319
13,0.298701298701,0.25,0.282051282051,0.333333333333,0.273885350318,0.302931596091,0.382488479263,0.284796573876,0.310043668122
14,0.333333333333,0.315789473684,0.290322580645,0.346801346801,0.346801346801,0.315789473684,0.363636363636,0.382488479263,0.348314606742
15,0.25786163522,0.242236024845,0.324503311258,0.311475409836,0.277955271565,0.346801346801,0.342281879195,0.310043668122,0.366742596811
16,0.369863013699,0.190476190476,0.26582278481,0.369863013699,0.242236024845,0.273885350318,0.385681293303,0.276595744681,0.282051282051
17,0.351351351351,0.25786163522,0.290322580645,0.388888888889,0.302931596091,0.294498381877,0.405152224824,0.330376940133,0.312910284464
18,0.307189542484,0.25786163522,0.290322580645,0.324503311258,0.261829652997,0.33779264214,0.369863013699,0.310043668122,0.342281879195
19,0.315789473684,0.315789473684,0.333333333333,0.324503311258,0.360544217687,0.346801346801,0.351351351351,0.382488479263,0.37299771167
20,0.315789473684,0.190476190476,0.226993865031,0.324503311258,0.226993865031,0.307189542484,0.376146788991,0.255230125523,0.345291479821
21,0.418439716312,0.25786163522,0.26582278481,0.374570446735,0.311475409836,0.307189542484,0.37299771167,0.354401805869,0.360544217687
22,0.342281879195,0.226993865031,0.26582278481,0.360544217687,0.273885350318,0.286173633441,0.379310344828,0.318681318681,0.304347826087
23,0.298701298701,0.369863013699,0.25786163522,0.324503311258,0.384083044983,0.286173633441,0.379310344828,0.418439716312,0.336302895323
24,0.273885350318,0.333333333333,0.324503311258,0.261829652997,0.374570446735,0.346801346801,0.324503311258,0.421800947867,0.379310344828
25,0.351351351351,0.290322580645,0.273885350318,0.351351351351,0.307189542484,0.298701298701,0.388888888889,0.357466063348,0.339285714286
26,0.324503311258,0.324503311258,0.307189542484,0.35593220339,0.311475409836,0.324503311258,0.385681293303,0.363636363636,0.379310344828
27,0.26582278481,0.25,0.298701298701,0.365187713311,0.307189542484,0.290322580645,0.401869158879,0.315789473684,0.327433628319
28,0.315789473684,0.298701298701,0.273885350318,0.328903654485,0.360544217687,0.294498381877,0.342281879195,0.351351351351,0.304347826087
29,0.307189542484,0.282051282051,0.25786163522,0.328903654485,0.311475409836,0.290322580645,0.382488479263,0.357466063348,0.324503311258
30,0.298701298701,0.307189542484,0.307189542484,0.273885350318,0.315789473684,0.298701298701,0.312910284464,0.342281879195,0.342281879195
31,0.369863013699,0.273885350318,0.273885350318,0.33779264214,0.26582278481,0.277955271565,0.382488479263,0.312910284464,0.279317697228
32,0.290322580645,0.298701298701,0.290322580645,0.315789473684,0.290322580645,0.290322580645,0.357466063348,0.336302895323,0.327433628319
33,0.360544217687,0.290322580645,0.234567901235,0.360544217687,0.290322580645,0.282051282051,0.376146788991,0.339285714286,0.295896328294
34,0.282051282051,0.351351351351,0.219512195122,0.307189542484,0.302931596091,0.253918495298,0.345291479821,0.354401805869,0.25786163522
35,0.234567901235,0.273885350318,0.298701298701,0.273885350318,0.282051282051,0.320132013201,0.304347826087,0.304347826087,0.336302895323
36,0.25786163522,0.226993865031,0.273885350318,0.286173633441,0.286173633441,0.294498381877,0.342281879195,0.310043668122,0.336302895323
37,0.234567901235,0.26582278481,0.307189542484,0.261829652997,0.277955271565,0.328903654485,0.282051282051,0.333333333333,0.37299771167
38,0.298701298701,0.324503311258,0.26582278481,0.324503311258,0.324503311258,0.273885350318,0.395348837209,0.366742596811,0.336302895323
39,0.234567901235,0.26582278481,0.315789473684,0.25786163522,0.311475409836,0.311475409836,0.298701298701,0.339285714286,0.333333333333
40,0.282051282051,0.273885350318,0.219512195122,0.298701298701,0.342281879195,0.277955271565,0.312910284464,0.388888888889,0.298701298701
41,0.342281879195,0.315789473684,0.242236024845,0.328903654485,0.311475409836,0.307189542484,0.382488479263,0.339285714286,0.293103448276
42,0.282051282051,0.226993865031,0.183431952663,0.298701298701,0.246105919003,0.208459214502,0.360544217687,0.276595744681,0.237113402062
43,0.360544217687,0.324503311258,0.26582278481,0.374570446735,0.311475409836,0.294498381877,0.379310344828,0.345291479821,0.318681318681
44,0.25,0.315789473684,0.25,0.282051282051,0.324503311258,0.273885350318,0.342281879195,0.318681318681,0.354401805869
45,0.25786163522,0.273885350318,0.324503311258,0.333333333333,0.311475409836,0.35593220339,0.348314606742,0.369863013699,0.366742596811
46,0.324503311258,0.282051282051,0.282051282051,0.365187713311,0.33779264214,0.320132013201,0.401869158879,0.366742596811,0.330376940133
47,0.307189542484,0.25,0.324503311258,0.346801346801,0.328903654485,0.315789473684,0.376146788991,0.348314606742,0.388888888889
48,0.333333333333,0.307189542484,0.234567901235,0.35593220339,0.315789473684,0.273885350318,0.395348837209,0.366742596811,0.301518438178
49,0.212121212121,0.226993865031,0.190476190476,0.277955271565,0.294498381877,0.230769230769,0.318681318681,0.348314606742,0.255230125523
