,random_100,business_science_100,science_business_100,random_200,business_science_200,science_business_200,random_300,business_science_300,science_business_300
0,0.333333333333,0.360544217687,0.342281879195,0.111111111111,0.123595505618,0.0869565217391,0.0810810810811,0.104972375691,0.0526315789474
1,0.307189542484,0.290322580645,0.438848920863,0.149425287356,0.063829787234,0.156069364162,0.0752688172043,0.0810810810811,0.117318435754
2,0.212121212121,0.234567901235,0.408450704225,0.0526315789474,0.0526315789474,0.117318435754,0.0695187165775,0.0752688172043,0.123595505618
3,0.290322580645,0.273885350318,0.398601398601,0.0752688172043,0.0810810810811,0.149425287356,0.0810810810811,0.0810810810811,0.111111111111
4,0.360544217687,0.342281879195,0.307189542484,0.0869565217391,0.117318435754,0.0752688172043,0.0810810810811,0.0752688172043,0.063829787234
5,0.324503311258,0.360544217687,0.418439716312,0.0928961748634,0.111111111111,0.156069364162,0.0928961748634,0.0989010989011,0.0869565217391
6,0.26582278481,0.324503311258,0.307189542484,0.0695187165775,0.117318435754,0.117318435754,0.0810810810811,0.111111111111,0.111111111111
7,0.282051282051,0.26582278481,0.408450704225,0.117318435754,0.142857142857,0.183431952663,0.0695187165775,0.0928961748634,0.0869565217391
8,0.25,0.324503311258,0.342281879195,0.0989010989011,0.0989010989011,0.162790697674,0.0752688172043,0.0928961748634,0.104972375691
9,0.273885350318,0.290322580645,0.388888888889,0.0810810810811,0.0928961748634,0.142857142857,0.0362694300518,0.129943502825,0.0752688172043
10,0.282051282051,0.290322580645,0.333333333333,0.0928961748634,0.0869565217391,0.142857142857,0.0752688172043,0.0810810810811,0.0928961748634
11,0.315789473684,0.324503311258,0.428571428571,0.142857142857,0.0989010989011,0.169590643275,0.129943502825,0.0989010989011,0.0810810810811
12,0.282051282051,0.219512195122,0.418439716312,0.0752688172043,0.0582010582011,0.169590643275,0.0752688172043,0.063829787234,0.0869565217391
13,0.25,0.351351351351,0.398601398601,0.0752688172043,0.0989010989011,0.162790697674,0.063829787234,0.0752688172043,0.117318435754
14,0.212121212121,0.282051282051,0.369863013699,0.0752688172043,0.0928961748634,0.111111111111,0.0471204188482,0.0928961748634,0.117318435754
15,0.183431952663,0.25786163522,0.342281879195,0.0526315789474,0.0582010582011,0.142857142857,0.0526315789474,0.063829787234,0.0928961748634
16,0.25786163522,0.25,0.438848920863,0.0695187165775,0.0582010582011,0.142857142857,0.0582010582011,0.0989010989011,0.123595505618
17,0.273885350318,0.324503311258,0.342281879195,0.0695187165775,0.0989010989011,0.136363636364,0.0582010582011,0.0695187165775,0.0582010582011
18,0.25786163522,0.324503311258,0.360544217687,0.0752688172043,0.123595505618,0.129943502825,0.063829787234,0.0989010989011,0.063829787234
19,0.351351351351,0.333333333333,0.360544217687,0.0928961748634,0.0989010989011,0.123595505618,0.063829787234,0.0989010989011,0.104972375691
20,0.298701298701,0.351351351351,0.315789473684,0.117318435754,0.0869565217391,0.149425287356,0.0869565217391,0.0810810810811,0.0752688172043
21,0.298701298701,0.333333333333,0.298701298701,0.0989010989011,0.176470588235,0.104972375691,0.063829787234,0.0695187165775,0.0810810810811
22,0.290322580645,0.219512195122,0.369863013699,0.0810810810811,0.0928961748634,0.162790697674,0.0582010582011,0.0695187165775,0.0752688172043
23,0.26582278481,0.333333333333,0.351351351351,0.149425287356,0.0869565217391,0.156069364162,0.0989010989011,0.0989010989011,0.136363636364
