,random_100,business_science_100,science_business_100,random_200,business_science_200,science_business_200,random_300,business_science_300,science_business_300
0,0.449275362319,0.226993865031,0.360544217687,0.4440433213,0.311475409836,0.398601398601,0.518987341772,0.301518438178,0.382488479263
1,0.449275362319,0.333333333333,0.360544217687,0.465201465201,0.388888888889,0.413427561837,0.456310679612,0.421800947867,0.435406698565
2,0.418439716312,0.298701298701,0.212121212121,0.449275362319,0.360544217687,0.26582278481,0.481481481481,0.39211136891,0.287553648069
3,0.342281879195,0.369863013699,0.307189542484,0.413427561837,0.398601398601,0.346801346801,0.425178147268,0.408450704225,0.363636363636
4,0.449275362319,0.242236024845,0.282051282051,0.476014760148,0.374570446735,0.324503311258,0.485148514851,0.382488479263,0.363636363636
5,0.398601398601,0.282051282051,0.307189542484,0.498127340824,0.393728222997,0.374570446735,0.477832512315,0.401869158879,0.388888888889
6,0.408450704225,0.290322580645,0.333333333333,0.481481481481,0.360544217687,0.408450704225,0.470588235294,0.415094339623,0.421800947867
7,0.369863013699,0.315789473684,0.324503311258,0.4440433213,0.393728222997,0.374570446735,0.438848920863,0.388888888889,0.360544217687
8,0.398601398601,0.408450704225,0.307189542484,0.476014760148,0.388888888889,0.369863013699,0.492537313433,0.449275362319,0.363636363636
9,0.470588235294,0.273885350318,0.226993865031,0.465201465201,0.379310344828,0.302931596091,0.503759398496,0.435406698565,0.330376940133
10,0.398601398601,0.324503311258,0.242236024845,0.470588235294,0.384083044983,0.282051282051,0.470588235294,0.37299771167,0.295896328294
11,0.398601398601,0.290322580645,0.25,0.470588235294,0.360544217687,0.315789473684,0.452784503632,0.385681293303,0.345291479821
12,0.398601398601,0.307189542484,0.25,0.454545454545,0.369863013699,0.328903654485,0.438848920863,0.398601398601,0.351351351351
13,0.428571428571,0.298701298701,0.282051282051,0.454545454545,0.379310344828,0.320132013201,0.452784503632,0.411764705882,0.345291479821
14,0.408450704225,0.324503311258,0.342281879195,0.465201465201,0.408450704225,0.428571428571,0.477832512315,0.431980906921,0.435406698565
15,0.418439716312,0.307189542484,0.219512195122,0.509433962264,0.374570446735,0.342281879195,0.5,0.382488479263,0.348314606742
16,0.449275362319,0.298701298701,0.242236024845,0.515151515152,0.379310344828,0.35593220339,0.449275362319,0.376146788991,0.351351351351
17,0.428571428571,0.315789473684,0.242236024845,0.4440433213,0.384083044983,0.315789473684,0.481481481481,0.405152224824,0.348314606742
18,0.360544217687,0.298701298701,0.342281879195,0.476014760148,0.35593220339,0.369863013699,0.459854014599,0.395348837209,0.388888888889
19,0.408450704225,0.369863013699,0.273885350318,0.449275362319,0.379310344828,0.365187713311,0.44578313253,0.379310344828,0.360544217687
20,0.351351351351,0.282051282051,0.273885350318,0.393728222997,0.398601398601,0.346801346801,0.421800947867,0.459854014599,0.339285714286
21,0.428571428571,0.290322580645,0.351351351351,0.481481481481,0.413427561837,0.365187713311,0.481481481481,0.428571428571,0.363636363636
22,0.369863013699,0.26582278481,0.25,0.492537313433,0.35593220339,0.333333333333,0.463414634146,0.360544217687,0.348314606742
23,0.369863013699,0.342281879195,0.298701298701,0.40350877193,0.408450704225,0.369863013699,0.442307692308,0.415094339623,0.369863013699
24,0.418439716312,0.242236024845,0.282051282051,0.486988847584,0.311475409836,0.360544217687,0.522842639594,0.336302895323,0.39211136891
25,0.418439716312,0.290322580645,0.290322580645,0.481481481481,0.33779264214,0.346801346801,0.485148514851,0.345291479821,0.354401805869
26,0.398601398601,0.342281879195,0.273885350318,0.454545454545,0.398601398601,0.320132013201,0.459854014599,0.449275362319,0.342281879195
27,0.360544217687,0.351351351351,0.234567901235,0.438848920863,0.360544217687,0.294498381877,0.470588235294,0.408450704225,0.321585903084
28,0.459854014599,0.26582278481,0.315789473684,0.454545454545,0.342281879195,0.315789473684,0.474201474201,0.369863013699,0.363636363636
29,0.398601398601,0.342281879195,0.379310344828,0.486988847584,0.342281879195,0.374570446735,0.466992665037,0.37299771167,0.39211136891
30,0.408450704225,0.298701298701,0.333333333333,0.476014760148,0.35593220339,0.360544217687,0.481481481481,0.363636363636,0.351351351351
31,0.418439716312,0.324503311258,0.333333333333,0.433691756272,0.374570446735,0.388888888889,0.425178147268,0.385681293303,0.39211136891
32,0.360544217687,0.290322580645,0.360544217687,0.423487544484,0.369863013699,0.398601398601,0.428571428571,0.363636363636,0.388888888889
33,0.351351351351,0.290322580645,0.298701298701,0.454545454545,0.40350877193,0.374570446735,0.470588235294,0.385681293303,0.388888888889
34,0.388888888889,0.298701298701,0.25,0.476014760148,0.384083044983,0.315789473684,0.466992665037,0.411764705882,0.318681318681
35,0.351351351351,0.298701298701,0.298701298701,0.413427561837,0.408450704225,0.346801346801,0.421800947867,0.408450704225,0.348314606742
