,random_100,socialstudies_science_100,science_socialstudies_100,random_200,socialstudies_science_200,science_socialstudies_200,random_300,socialstudies_science_300,science_socialstudies_300
0,0.183431952663,0.25786163522,0.25,0.0471204188482,0.129943502825,0.104972375691,0.0695187165775,0.0309278350515,0.0471204188482
1,0.219512195122,0.282051282051,0.242236024845,0.0928961748634,0.123595505618,0.0752688172043,0.0582010582011,0.0416666666667,0.0752688172043
2,0.212121212121,0.282051282051,0.307189542484,0.0416666666667,0.0810810810811,0.111111111111,0.025641025641,0.0526315789474,0.0752688172043
3,0.190476190476,0.307189542484,0.226993865031,0.0869565217391,0.0989010989011,0.063829787234,0.0362694300518,0.0416666666667,0.0526315789474
4,0.204819277108,0.226993865031,0.25786163522,0.0695187165775,0.0928961748634,0.0810810810811,0.0416666666667,0.0471204188482,0.0695187165775
5,0.25,0.298701298701,0.25,0.063829787234,0.104972375691,0.111111111111,0.0526315789474,0.0526315789474,0.0526315789474
6,0.212121212121,0.25786163522,0.282051282051,0.0928961748634,0.0869565217391,0.063829787234,0.0416666666667,0.025641025641,0.0526315789474
7,0.242236024845,0.307189542484,0.212121212121,0.0582010582011,0.0695187165775,0.0989010989011,0.0309278350515,0.0752688172043,0.0752688172043
8,0.282051282051,0.282051282051,0.176470588235,0.0810810810811,0.136363636364,0.0752688172043,0.0471204188482,0.0695187165775,0.063829787234
9,0.234567901235,0.26582278481,0.25,0.063829787234,0.0928961748634,0.0526315789474,0.0362694300518,0.063829787234,0.0416666666667
10,0.197604790419,0.298701298701,0.234567901235,0.0362694300518,0.063829787234,0.0928961748634,0.0582010582011,0.0582010582011,0.0752688172043
11,0.26582278481,0.290322580645,0.25,0.0695187165775,0.0928961748634,0.0928961748634,0.0582010582011,0.0471204188482,0.0362694300518
12,0.226993865031,0.26582278481,0.25,0.0471204188482,0.117318435754,0.117318435754,0.063829787234,0.0471204188482,0.0471204188482
13,0.197604790419,0.282051282051,0.26582278481,0.063829787234,0.0810810810811,0.129943502825,0.063829787234,0.0526315789474,0.0416666666667
14,0.212121212121,0.25786163522,0.234567901235,0.0582010582011,0.111111111111,0.0695187165775,0.0695187165775,0.0582010582011,0.0416666666667
15,0.234567901235,0.183431952663,0.26582278481,0.0416666666667,0.0582010582011,0.0989010989011,0.0471204188482,0.0526315789474,0.0526315789474
16,0.204819277108,0.290322580645,0.226993865031,0.0471204188482,0.0695187165775,0.0752688172043,0.0582010582011,0.0582010582011,0.0362694300518
17,0.26582278481,0.290322580645,0.273885350318,0.0810810810811,0.0869565217391,0.0928961748634,0.0526315789474,0.0471204188482,0.0752688172043
18,0.242236024845,0.242236024845,0.315789473684,0.0471204188482,0.0752688172043,0.104972375691,0.0416666666667,0.0582010582011,0.0752688172043
19,0.290322580645,0.273885350318,0.212121212121,0.0582010582011,0.0869565217391,0.063829787234,0.063829787234,0.063829787234,0.0362694300518
20,0.226993865031,0.298701298701,0.234567901235,0.0526315789474,0.0928961748634,0.0869565217391,0.0416666666667,0.0362694300518,0.0582010582011
21,0.162790697674,0.25786163522,0.26582278481,0.0582010582011,0.0695187165775,0.0869565217391,0.0416666666667,0.0526315789474,0.0526315789474
22,0.26582278481,0.25786163522,0.290322580645,0.0989010989011,0.0869565217391,0.0752688172043,0.0471204188482,0.0309278350515,0.0471204188482
23,0.169590643275,0.26582278481,0.273885350318,0.0471204188482,0.0989010989011,0.0752688172043,0.0362694300518,0.0810810810811,0.0582010582011
24,0.204819277108,0.307189542484,0.25,0.063829787234,0.0989010989011,0.0869565217391,0.0526315789474,0.0928961748634,0.0526315789474
25,0.219512195122,0.282051282051,0.242236024845,0.0416666666667,0.0928961748634,0.0526315789474,0.0416666666667,0.0362694300518,0.0526315789474
