,random_100,industrialarts_science_100,science_industrialarts_100,random_200,industrialarts_science_200,science_industrialarts_200,random_300,industrialarts_science_300,science_industrialarts_300
0,0.282051282051,0.290322580645,0.290322580645,0.0928961748634,0.104972375691,0.123595505618,0.0989010989011,0.0471204188482,0.0810810810811
1,0.298701298701,0.282051282051,0.307189542484,0.111111111111,0.104972375691,0.156069364162,0.0869565217391,0.0869565217391,0.0752688172043
2,0.25,0.242236024845,0.307189542484,0.0810810810811,0.0928961748634,0.0695187165775,0.0869565217391,0.0582010582011,0.0695187165775
3,0.351351351351,0.282051282051,0.282051282051,0.123595505618,0.0928961748634,0.0869565217391,0.0869565217391,0.0869565217391,0.111111111111
4,0.25786163522,0.333333333333,0.324503311258,0.0869565217391,0.0989010989011,0.142857142857,0.0582010582011,0.0810810810811,0.0810810810811
5,0.315789473684,0.26582278481,0.25,0.111111111111,0.104972375691,0.0928961748634,0.0869565217391,0.0928961748634,0.0526315789474
6,0.351351351351,0.351351351351,0.226993865031,0.123595505618,0.169590643275,0.0989010989011,0.0928961748634,0.0695187165775,0.0582010582011
7,0.273885350318,0.342281879195,0.360544217687,0.0810810810811,0.117318435754,0.136363636364,0.0416666666667,0.0526315789474,0.0869565217391
8,0.351351351351,0.307189542484,0.26582278481,0.142857142857,0.0928961748634,0.0869565217391,0.0752688172043,0.0582010582011,0.0582010582011
9,0.298701298701,0.324503311258,0.273885350318,0.142857142857,0.156069364162,0.117318435754,0.063829787234,0.0526315789474,0.0695187165775
10,0.324503311258,0.324503311258,0.351351351351,0.104972375691,0.0989010989011,0.136363636364,0.063829787234,0.0810810810811,0.0695187165775
11,0.369863013699,0.290322580645,0.315789473684,0.111111111111,0.129943502825,0.0989010989011,0.0695187165775,0.0752688172043,0.0928961748634
12,0.307189542484,0.290322580645,0.226993865031,0.0928961748634,0.142857142857,0.0752688172043,0.0869565217391,0.0989010989011,0.0362694300518
13,0.26582278481,0.26582278481,0.226993865031,0.104972375691,0.111111111111,0.0752688172043,0.0526315789474,0.0928961748634,0.0309278350515
14,0.290322580645,0.290322580645,0.351351351351,0.111111111111,0.142857142857,0.156069364162,0.0989010989011,0.0810810810811,0.0695187165775
15,0.282051282051,0.315789473684,0.26582278481,0.0869565217391,0.129943502825,0.104972375691,0.0582010582011,0.0928961748634,0.0526315789474
16,0.290322580645,0.342281879195,0.369863013699,0.111111111111,0.136363636364,0.111111111111,0.0471204188482,0.0810810810811,0.0869565217391
17,0.324503311258,0.307189542484,0.342281879195,0.142857142857,0.0869565217391,0.136363636364,0.104972375691,0.0928961748634,0.0810810810811
18,0.324503311258,0.298701298701,0.324503311258,0.0989010989011,0.0989010989011,0.136363636364,0.0869565217391,0.0810810810811,0.063829787234
19,0.273885350318,0.315789473684,0.342281879195,0.0752688172043,0.129943502825,0.0989010989011,0.0416666666667,0.104972375691,0.111111111111
20,0.25786163522,0.282051282051,0.315789473684,0.0810810810811,0.0810810810811,0.0752688172043,0.0752688172043,0.0582010582011,0.0582010582011
21,0.298701298701,0.379310344828,0.307189542484,0.117318435754,0.142857142857,0.117318435754,0.0989010989011,0.0928961748634,0.0928961748634
22,0.298701298701,0.25,0.342281879195,0.0869565217391,0.111111111111,0.0989010989011,0.0810810810811,0.0582010582011,0.0416666666667
23,0.290322580645,0.315789473684,0.324503311258,0.117318435754,0.136363636364,0.129943502825,0.0810810810811,0.0869565217391,0.0695187165775
24,0.282051282051,0.290322580645,0.315789473684,0.0928961748634,0.142857142857,0.0869565217391,0.063829787234,0.0810810810811,0.0582010582011
25,0.333333333333,0.273885350318,0.273885350318,0.104972375691,0.117318435754,0.104972375691,0.0695187165775,0.0695187165775,0.0582010582011
26,0.324503311258,0.290322580645,0.307189542484,0.0989010989011,0.104972375691,0.104972375691,0.0582010582011,0.0810810810811,0.0810810810811
27,0.333333333333,0.379310344828,0.273885350318,0.123595505618,0.162790697674,0.0810810810811,0.0695187165775,0.0810810810811,0.0928961748634
28,0.282051282051,0.324503311258,0.333333333333,0.104972375691,0.136363636364,0.111111111111,0.0989010989011,0.0695187165775,0.0810810810811
29,0.307189542484,0.369863013699,0.342281879195,0.104972375691,0.162790697674,0.156069364162,0.0695187165775,0.0752688172043,0.104972375691
30,0.290322580645,0.360544217687,0.307189542484,0.129943502825,0.0989010989011,0.169590643275,0.0869565217391,0.0582010582011,0.104972375691
31,0.315789473684,0.333333333333,0.298701298701,0.129943502825,0.123595505618,0.129943502825,0.0810810810811,0.0810810810811,0.0869565217391
32,0.333333333333,0.360544217687,0.324503311258,0.104972375691,0.0752688172043,0.111111111111,0.0582010582011,0.0752688172043,0.0752688172043
33,0.351351351351,0.333333333333,0.333333333333,0.0869565217391,0.0810810810811,0.123595505618,0.0695187165775,0.0810810810811,0.0810810810811
34,0.298701298701,0.360544217687,0.298701298701,0.117318435754,0.117318435754,0.104972375691,0.063829787234,0.0869565217391,0.0752688172043
35,0.324503311258,0.242236024845,0.273885350318,0.136363636364,0.0869565217391,0.129943502825,0.0989010989011,0.0869565217391,0.0695187165775
36,0.315789473684,0.242236024845,0.298701298701,0.0695187165775,0.104972375691,0.123595505618,0.0695187165775,0.0695187165775,0.0471204188482
37,0.315789473684,0.324503311258,0.26582278481,0.0989010989011,0.111111111111,0.117318435754,0.0810810810811,0.0416666666667,0.0526315789474
38,0.298701298701,0.290322580645,0.298701298701,0.111111111111,0.0989010989011,0.0928961748634,0.0810810810811,0.063829787234,0.0416666666667
39,0.342281879195,0.333333333333,0.333333333333,0.104972375691,0.0928961748634,0.136363636364,0.0810810810811,0.0695187165775,0.0752688172043
40,0.342281879195,0.307189542484,0.315789473684,0.0928961748634,0.117318435754,0.0989010989011,0.0471204188482,0.0471204188482,0.0582010582011
41,0.242236024845,0.298701298701,0.307189542484,0.104972375691,0.129943502825,0.129943502825,0.0928961748634,0.0869565217391,0.0526315789474
42,0.307189542484,0.333333333333,0.324503311258,0.0526315789474,0.136363636364,0.129943502825,0.0869565217391,0.0526315789474,0.0928961748634
43,0.282051282051,0.234567901235,0.333333333333,0.117318435754,0.0810810810811,0.104972375691,0.111111111111,0.0695187165775,0.0752688172043
44,0.333333333333,0.342281879195,0.298701298701,0.156069364162,0.0989010989011,0.149425287356,0.0928961748634,0.104972375691,0.0928961748634
45,0.324503311258,0.273885350318,0.298701298701,0.104972375691,0.0989010989011,0.123595505618,0.0471204188482,0.0582010582011,0.0869565217391
46,0.273885350318,0.307189542484,0.298701298701,0.111111111111,0.0989010989011,0.123595505618,0.0869565217391,0.0752688172043,0.063829787234
47,0.315789473684,0.315789473684,0.315789473684,0.0989010989011,0.104972375691,0.117318435754,0.0810810810811,0.111111111111,0.0810810810811
48,0.298701298701,0.298701298701,0.25786163522,0.0989010989011,0.117318435754,0.0928961748634,0.0526315789474,0.0810810810811,0.0526315789474
49,0.333333333333,0.298701298701,0.307189542484,0.0695187165775,0.117318435754,0.0928961748634,0.0695187165775,0.0869565217391,0.063829787234
