,random_100,science_languagearts_100,languagearts_science_100,random_200,science_languagearts_200,languagearts_science_200,random_300,science_languagearts_300,languagearts_science_300
0,0.298701298701,0.351351351351,0.333333333333,0.346801346801,0.315789473684,0.315789473684,0.333333333333,0.321585903084,0.327433628319
1,0.204819277108,0.324503311258,0.333333333333,0.234567901235,0.33779264214,0.324503311258,0.242236024845,0.351351351351,0.357466063348
2,0.282051282051,0.307189542484,0.333333333333,0.234567901235,0.324503311258,0.320132013201,0.25260960334,0.342281879195,0.336302895323
3,0.234567901235,0.242236024845,0.298701298701,0.25,0.273885350318,0.33779264214,0.273885350318,0.293103448276,0.357466063348
4,0.25,0.290322580645,0.307189542484,0.223241590214,0.273885350318,0.320132013201,0.229508196721,0.310043668122,0.366742596811
5,0.212121212121,0.298701298701,0.351351351351,0.234567901235,0.307189542484,0.346801346801,0.244813278008,0.342281879195,0.395348837209
6,0.307189542484,0.282051282051,0.369863013699,0.302931596091,0.333333333333,0.307189542484,0.318681318681,0.357466063348,0.357466063348
7,0.273885350318,0.282051282051,0.315789473684,0.234567901235,0.328903654485,0.333333333333,0.271186440678,0.354401805869,0.376146788991
8,0.219512195122,0.315789473684,0.342281879195,0.26582278481,0.33779264214,0.315789473684,0.290322580645,0.354401805869,0.360544217687
9,0.234567901235,0.333333333333,0.307189542484,0.261829652997,0.351351351351,0.333333333333,0.26582278481,0.357466063348,0.369863013699
10,0.26582278481,0.26582278481,0.342281879195,0.25,0.261829652997,0.342281879195,0.263157894737,0.324503311258,0.382488479263
11,0.242236024845,0.25786163522,0.360544217687,0.282051282051,0.277955271565,0.342281879195,0.282051282051,0.315789473684,0.363636363636
12,0.282051282051,0.282051282051,0.342281879195,0.261829652997,0.294498381877,0.342281879195,0.273885350318,0.354401805869,0.351351351351
13,0.176470588235,0.290322580645,0.298701298701,0.223241590214,0.320132013201,0.282051282051,0.234567901235,0.342281879195,0.330376940133
14,0.212121212121,0.342281879195,0.307189542484,0.234567901235,0.294498381877,0.307189542484,0.226993865031,0.321585903084,0.339285714286
15,0.282051282051,0.25786163522,0.273885350318,0.25,0.315789473684,0.307189542484,0.282051282051,0.330376940133,0.330376940133
16,0.290322580645,0.369863013699,0.242236024845,0.269841269841,0.360544217687,0.320132013201,0.307189542484,0.37299771167,0.360544217687
17,0.307189542484,0.282051282051,0.315789473684,0.290322580645,0.273885350318,0.333333333333,0.298701298701,0.321585903084,0.39211136891
18,0.226993865031,0.25786163522,0.307189542484,0.25,0.294498381877,0.328903654485,0.26582278481,0.348314606742,0.369863013699
19,0.234567901235,0.25,0.307189542484,0.219512195122,0.298701298701,0.328903654485,0.219512195122,0.336302895323,0.342281879195
20,0.234567901235,0.369863013699,0.307189542484,0.238390092879,0.374570446735,0.333333333333,0.25,0.354401805869,0.385681293303
21,0.26582278481,0.324503311258,0.351351351351,0.298701298701,0.324503311258,0.365187713311,0.324503311258,0.366742596811,0.360544217687
22,0.333333333333,0.298701298701,0.360544217687,0.286173633441,0.261829652997,0.328903654485,0.301518438178,0.312910284464,0.379310344828
23,0.242236024845,0.290322580645,0.351351351351,0.238390092879,0.294498381877,0.320132013201,0.260504201681,0.330376940133,0.345291479821
24,0.234567901235,0.290322580645,0.342281879195,0.269841269841,0.286173633441,0.333333333333,0.284796573876,0.312910284464,0.366742596811
25,0.212121212121,0.342281879195,0.360544217687,0.230769230769,0.320132013201,0.360544217687,0.242236024845,0.351351351351,0.351351351351
26,0.26582278481,0.298701298701,0.290322580645,0.25786163522,0.294498381877,0.290322580645,0.284796573876,0.360544217687,0.315789473684
27,0.25,0.315789473684,0.298701298701,0.261829652997,0.302931596091,0.320132013201,0.301518438178,0.342281879195,0.336302895323
28,0.242236024845,0.333333333333,0.342281879195,0.242236024845,0.315789473684,0.351351351351,0.263157894737,0.366742596811,0.345291479821
29,0.273885350318,0.333333333333,0.360544217687,0.226993865031,0.273885350318,0.290322580645,0.25260960334,0.324503311258,0.354401805869
30,0.25,0.298701298701,0.307189542484,0.253918495298,0.33779264214,0.342281879195,0.279317697228,0.342281879195,0.37299771167
31,0.298701298701,0.298701298701,0.342281879195,0.298701298701,0.311475409836,0.315789473684,0.369863013699,0.342281879195,0.348314606742
32,0.290322580645,0.26582278481,0.290322580645,0.286173633441,0.277955271565,0.311475409836,0.295896328294,0.324503311258,0.336302895323
33,0.190476190476,0.26582278481,0.324503311258,0.208459214502,0.320132013201,0.328903654485,0.234567901235,0.327433628319,0.360544217687
34,0.219512195122,0.25786163522,0.25,0.212121212121,0.320132013201,0.315789473684,0.232032854209,0.348314606742,0.360544217687
35,0.25,0.351351351351,0.351351351351,0.25,0.302931596091,0.277955271565,0.276595744681,0.363636363636,0.348314606742
36,0.26582278481,0.282051282051,0.369863013699,0.269841269841,0.25786163522,0.35593220339,0.287553648069,0.321585903084,0.395348837209
37,0.226993865031,0.282051282051,0.324503311258,0.212121212121,0.320132013201,0.324503311258,0.232032854209,0.330376940133,0.360544217687
38,0.290322580645,0.333333333333,0.282051282051,0.277955271565,0.333333333333,0.290322580645,0.295896328294,0.366742596811,0.345291479821
39,0.212121212121,0.290322580645,0.290322580645,0.25,0.320132013201,0.315789473684,0.276595744681,0.339285714286,0.357466063348
40,0.176470588235,0.273885350318,0.290322580645,0.201201201201,0.311475409836,0.346801346801,0.207243460765,0.345291479821,0.357466063348
41,0.212121212121,0.26582278481,0.333333333333,0.219512195122,0.294498381877,0.35593220339,0.224489795918,0.333333333333,0.382488479263
42,0.242236024845,0.351351351351,0.307189542484,0.234567901235,0.365187713311,0.328903654485,0.234567901235,0.37299771167,0.342281879195
43,0.25,0.282051282051,0.351351351351,0.261829652997,0.320132013201,0.33779264214,0.304347826087,0.336302895323,0.395348837209
44,0.282051282051,0.298701298701,0.360544217687,0.294498381877,0.290322580645,0.342281879195,0.312910284464,0.324503311258,0.388888888889
45,0.204819277108,0.333333333333,0.315789473684,0.219512195122,0.302931596091,0.311475409836,0.217038539554,0.342281879195,0.379310344828
46,0.324503311258,0.324503311258,0.342281879195,0.290322580645,0.320132013201,0.307189542484,0.315789473684,0.330376940133,0.357466063348
47,0.324503311258,0.242236024845,0.333333333333,0.315789473684,0.311475409836,0.351351351351,0.304347826087,0.327433628319,0.366742596811
48,0.25,0.298701298701,0.360544217687,0.242236024845,0.286173633441,0.346801346801,0.276595744681,0.321585903084,0.376146788991
49,0.307189542484,0.282051282051,0.379310344828,0.290322580645,0.298701298701,0.35593220339,0.287553648069,0.333333333333,0.369863013699
